,Id,MSSubClass,LotFrontage,LotArea,OverallQual,OverallCond,MasVnrArea,ExterQual,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,LowQualFinSF,GrLivArea,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageArea,WoodDeckSF,MiscVal,MoSold,TotalSF,Age,TotPorchSF,TotBaths,TotCarGarage,Has2ndFl,HasPorch,HasDeck,HasPool,HasIrregularLotShape,HasLandSlope,FoundationType,HasStoneMas,NeighborhoodType,SalePrice_log,SalePrice,BsmtCond_Gd,BsmtCond_None,BsmtCond_Po,BsmtCond_TA,HeatingQC_Fa,HeatingQC_Gd,HeatingQC_Po,HeatingQC_TA,CentralAir_Y,KitchenQual_Fa,KitchenQual_Gd,KitchenQual_TA,FireplaceQu_Fa,FireplaceQu_Gd,FireplaceQu_None,FireplaceQu_Po,FireplaceQu_TA,GarageType_Attchd,GarageType_Basment,GarageType_BuiltIn,GarageType_CarPort,GarageType_Detchd,GarageType_None,GarageFinish_None,GarageFinish_RFn,GarageFinish_Unf,HasGasHeating_1,HasSBrkr_1,HasEx_1,HasGd_1,HasGLQ_1,HasPavedDrive_1,HasTA_1
221,221,60,70.04995836802665,8068,6,5,0.0,Gd,0,0,1010,1010,1010,0,2267,4,1,8,1,2002.0,390,120,0,12,3277,7,46,2.5,0,1,1,1,0,1,0,2,0,1,12.206072645530176,200000,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1
222,222,60,85.0,11475,6,6,0.0,TA,550,0,163,713,811,0,1552,3,1,6,1,1975.0,434,209,0,2,2265,31,208,3.5,0,1,1,1,0,0,0,1,0,1,12.100156419938624,179900,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1
223,223,20,70.0,10500,4,6,0.0,TA,524,180,160,864,864,0,864,2,1,4,0,1989.0,576,216,0,3,1728,38,0,1.0,0,0,0,1,0,0,0,1,0,1,11.482466257485518,97000,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1
224,224,20,103.0,13472,10,5,922.0,Ex,56,0,2336,2392,2392,0,2392,3,1,8,1,2003.0,968,248,0,6,4784,6,105,2.0,3,0,1,1,0,0,0,2,0,2,12.864240107194092,386250,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
225,225,160,21.0,1680,5,5,142.0,TA,0,0,630,630,630,0,1302,3,1,6,0,1991.0,280,0,0,5,1932,38,0,2.5,0,1,0,0,0,0,0,1,0,0,11.626254150277234,112000,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1
226,226,60,82.0,9950,7,5,290.0,Gd,565,0,638,1203,1214,0,2520,4,1,9,1,1995.0,721,224,0,6,3723,12,114,2.5,3,1,1,1,0,1,0,2,0,2,12.577636201962655,290000,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1
227,227,160,21.0,1869,6,6,127.0,TA,321,0,162,483,483,0,987,2,1,5,0,1987.0,280,0,0,9,1470,38,0,1.5,0,1,0,0,0,0,0,1,0,0,11.571194373094206,106000,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1
228,228,20,70.0,8521,5,5,0.0,TA,842,0,70,912,912,0,912,3,1,5,1,1974.0,336,0,0,5,1824,43,0,1.0,0,0,0,0,0,0,0,1,0,1,11.736069016284436,125000,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1
229,229,120,43.0,3182,7,5,16.0,Gd,16,0,1357,1373,1555,0,1555,2,1,7,1,2005.0,430,143,0,5,2928,3,20,2.0,0,0,1,1,0,0,0,2,0,1,12.167851432709975,192500,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1
230,230,20,73.0,8760,6,6,220.0,TA,0,0,1194,1194,1194,0,1194,3,1,6,0,1959.0,312,0,0,4,2388,51,120,2.0,0,0,1,0,0,0,0,1,0,1,11.904967552746253,148000,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1
231,231,60,174.0,15138,8,5,506.0,Gd,689,0,773,1462,1490,0,2794,4,1,9,1,1995.0,810,0,0,7,4256,13,348,3.5,3,1,1,0,0,1,0,2,0,2,12.906691840928818,403000,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1
232,232,160,21.0,1680,6,5,297.0,TA,0,0,483,483,483,0,987,2,1,5,1,1972.0,288,0,0,6,1470,34,0,1.5,0,1,0,0,0,0,0,1,0,0,11.456355113481836,94500,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1
233,233,20,75.0,10650,5,6,0.0,TA,182,712,0,894,894,0,894,3,1,5,0,1976.0,308,365,0,2,1788,34,0,2.0,0,0,0,1,0,0,0,1,0,1,11.761346823468704,128200,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1
234,234,60,70.04995836802665,7851,6,5,103.685261707989,Gd,625,0,235,860,860,0,1960,4,1,8,2,2002.0,440,288,0,5,2820,8,48,3.5,0,1,1,1,0,0,0,2,0,1,12.28534582642468,216500,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,1
235,235,160,21.0,1680,6,3,604.0,TA,358,0,125,483,483,0,987,2,1,5,0,1971.0,264,0,0,8,1470,37,0,1.5,0,1,0,0,0,0,0,1,0,0,11.401993904262946,89500,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1
236,236,20,65.0,8773,7,5,98.0,Gd,24,0,1390,1414,1414,0,1414,3,1,6,0,2004.0,494,132,0,5,2828,6,105,2.0,0,0,1,1,0,0,0,2,0,1,12.130810161029627,185500,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1
237,237,60,70.04995836802665,9453,7,7,0.0,Gd,402,0,594,996,1014,0,1744,3,1,7,0,1993.0,457,370,0,2,2740,7,308,2.5,0,1,1,1,0,1,0,2,0,1,12.178187442040636,194500,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1
238,238,20,93.0,12030,8,5,254.0,Ex,0,0,1694,1694,1694,0,1694,3,1,7,0,2007.0,818,168,0,12,3388,0,228,2.0,3,0,1,1,0,0,0,2,0,2,12.669806661762314,318000,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1
239,239,50,52.0,8741,6,4,0.0,TA,94,0,641,735,798,0,1487,3,1,7,1,1949.0,220,0,0,4,2222,60,140,1.5,0,1,1,0,0,0,0,1,0,1,11.635143097694476,113000,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1
240,240,20,75.0,9000,8,5,36.0,Gd,1078,0,488,1566,1566,0,1566,3,1,7,0,2008.0,750,144,0,4,3132,2,168,3.0,0,0,1,1,0,0,0,2,1,1,12.478006361013815,262500,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1
241,241,30,40.0,3880,5,9,0.0,TA,329,0,357,686,866,0,866,2,1,4,0,,0,58,0,8,1552,10,42,1.0,0,0,1,1,0,0,0,1,0,1,11.612770799939945,110500,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0
242,242,50,63.0,5000,5,4,0.0,TA,0,0,540,540,889,0,1440,3,1,6,0,1940.0,352,0,0,4,1980,56,77,1.0,0,1,1,0,0,0,0,0,0,1,11.277203131449161,79000,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
243,243,160,75.0,10762,6,6,0.0,TA,0,0,626,626,626,0,1217,3,1,6,1,1980.0,288,0,0,4,1843,29,28,1.5,0,1,1,0,0,0,0,1,0,1,11.695247021764185,120000,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1
244,244,60,70.04995836802665,8880,7,5,0.0,Gd,695,0,253,948,1222,0,2110,3,1,8,2,1994.0,463,0,0,5,3058,8,130,3.5,0,1,1,0,0,1,0,2,0,1,12.230765258120543,205000,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1
245,245,20,80.0,10400,7,5,102.0,TA,929,0,916,1845,1872,0,1872,3,1,6,1,1988.0,604,197,0,6,3717,18,39,2.5,0,0,1,1,0,0,0,1,0,1,12.394624752074765,241500,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1
246,246,190,69.0,9142,6,8,0.0,TA,0,0,1020,1020,908,0,1928,4,2,9,0,1910.0,440,0,0,4,2948,56,172,2.0,0,1,1,0,0,0,0,0,0,1,11.827736204810266,137000,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0
247,247,20,75.0,11310,6,5,0.0,TA,0,0,1367,1367,1375,0,1375,2,1,5,1,1954.0,451,0,0,6,2742,52,30,1.0,0,0,1,0,0,0,0,1,0,1,11.849397701591439,140000,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1
248,248,60,72.0,11317,7,5,101.0,Gd,0,0,840,840,840,0,1668,3,1,8,0,2003.0,500,144,0,9,2508,4,68,2.5,0,1,1,1,0,0,0,2,0,1,12.100712129872349,180000,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1
249,250,30,55.0,5350,3,2,0.0,TA,0,0,728,728,1306,0,1306,3,1,6,0,,0,263,450,5,2034,44,0,1.0,0,0,0,1,0,1,0,1,0,1,11.245046019814627,76500,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0
250,251,120,44.0,4750,8,5,481.0,Gd,1573,0,0,1573,1625,0,1625,2,1,5,1,2006.0,538,123,0,12,3198,0,153,3.5,0,0,1,1,0,1,1,2,1,1,12.367340793126294,235000,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1
251,252,60,65.0,8366,6,5,0.0,Gd,0,0,798,798,798,0,1640,3,1,6,0,2004.0,520,138,0,12,2438,4,45,2.5,0,1,1,1,0,1,0,2,0,1,12.061046873479915,173000,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1
252,253,80,85.0,9350,6,7,108.0,TA,270,580,452,1302,1302,0,1302,3,1,7,0,1964.0,309,333,0,10,2604,16,0,2.5,0,0,0,1,0,0,0,1,0,1,11.970350312009106,158000,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1
253,254,20,70.0,8400,5,6,0.0,TA,922,0,392,1314,1314,0,1314,3,1,5,0,1957.0,294,250,0,6,2628,53,0,2.0,0,0,0,1,0,0,0,1,0,1,11.884489021402711,145000,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1
254,255,60,66.0,8738,7,5,302.0,Gd,0,0,975,975,1005,0,2291,4,1,8,1,1999.0,429,192,0,2,3266,7,0,2.5,0,1,0,1,0,1,0,2,0,1,12.345834587905333,230000,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1
255,256,60,64.0,8791,6,5,0.0,Gd,503,0,361,864,864,0,1728,3,1,7,0,2003.0,673,216,0,5,2592,5,56,2.5,0,1,1,1,0,1,0,2,0,1,12.24288661865289,207500,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1
256,257,20,68.0,8814,7,5,180.0,Gd,1334,0,270,1604,1604,0,1604,3,1,8,1,2006.0,660,123,0,3,3208,3,110,3.5,0,0,1,1,0,0,0,2,1,1,12.3013828253345,220000,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1
257,258,60,80.0,12435,7,5,172.0,Gd,361,0,602,963,963,0,1792,3,1,7,1,2001.0,564,0,0,5,2755,7,341,2.5,0,1,1,0,0,0,0,2,0,1,12.352335152508426,231500,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1
258,259,20,70.0,12702,5,5,0.0,TA,0,0,0,0,882,0,882,2,1,4,0,1956.0,308,0,0,12,882,52,45,1.0,0,0,1,0,0,0,0,2,0,1,11.482466257485518,97000,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1
259,260,80,120.0,19296,6,5,399.0,TA,672,690,0,1362,1382,0,1382,3,1,6,1,1991.0,884,0,0,5,2744,47,252,2.0,0,0,1,0,0,0,0,1,0,1,12.078239274020287,176000,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1
260,261,60,69.0,9588,8,5,270.0,Gd,0,0,1482,1482,1482,0,2574,3,1,10,1,2007.0,868,0,0,11,4056,0,148,2.5,3,1,1,0,0,1,0,2,1,1,12.528156144699285,276000,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1
261,262,80,88.0,8471,6,7,46.0,TA,506,0,0,506,1212,0,1212,3,1,6,1,1978.0,492,292,0,7,1718,11,12,2.0,0,0,1,1,0,1,0,1,0,1,11.925035115797062,151000,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1
262,263,50,50.0,5500,5,7,0.0,TA,234,692,0,926,926,390,1316,3,1,6,0,1974.0,484,0,0,4,2242,9,0,2.0,0,0,0,0,0,0,0,0,0,1,11.77528972943772,130000,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1
263,264,30,30.0,5232,5,5,0.0,TA,0,0,680,680,764,0,764,2,1,4,0,1965.0,504,0,0,6,1444,4,0,1.0,0,0,0,0,0,1,0,0,0,1,11.198214720130528,73000,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1
264,265,20,78.0,12090,6,6,210.0,TA,588,228,606,1422,1422,0,1422,3,1,7,1,1981.0,576,276,0,6,2844,27,0,2.0,0,0,0,1,0,1,0,1,0,1,12.075394321888055,175500,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1
265,266,60,70.0,11207,6,5,0.0,TA,714,0,88,802,802,0,1511,3,1,8,1,1997.0,413,95,0,6,2313,9,75,3.5,0,1,1,1,0,1,0,2,0,1,12.128111104060464,185000,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1
266,267,75,60.0,8400,5,8,0.0,TA,378,0,342,720,1052,420,2192,4,1,8,1,1939.0,240,262,0,7,2912,11,24,2.5,0,1,1,1,0,0,1,2,0,1,12.097930486910473,179500,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1
267,268,30,71.0,6900,5,6,0.0,TA,403,125,212,740,778,0,778,2,1,4,1,1966.0,924,0,0,2,1518,53,25,1.0,0,0,1,0,0,0,0,1,0,0,11.699405031912846,120500,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0
268,269,20,70.04995836802665,7917,6,7,174.0,TA,751,0,392,1143,1113,0,1113,3,1,6,1,1987.0,504,370,0,5,2256,31,30,2.5,0,0,1,1,0,1,0,1,0,1,11.904967552746253,148000,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1
269,270,60,84.0,10728,8,5,0.0,Gd,0,0,1095,1095,1095,0,1939,3,1,8,1,2006.0,1053,192,0,8,3034,0,51,2.5,3,1,1,1,0,0,0,2,0,1,12.491251587763836,266000,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1
270,271,20,73.0,39104,7,7,0.0,TA,226,1063,96,1385,1363,0,1363,2,1,5,2,1954.0,439,81,0,4,2748,3,0,2.0,0,0,0,1,0,1,1,1,0,1,12.394624752074765,241500,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1
271,272,60,92.0,11764,8,7,348.0,Gd,524,0,628,1152,1164,0,2270,4,1,9,1,1999.0,671,132,0,4,3422,3,57,2.5,3,1,1,1,0,1,0,2,0,2,12.577636201962655,290000,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1
272,273,20,80.0,9600,6,6,183.0,TA,620,620,0,1240,1632,0,1632,3,1,6,1,1958.0,338,289,0,4,2872,21,0,3.0,0,0,0,1,0,0,0,1,0,1,11.842229212112827,139000,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1
273,274,20,76.0,8314,5,7,0.0,TA,546,0,270,816,816,0,816,2,1,5,0,1982.0,264,168,0,6,1632,25,0,1.0,0,0,0,1,0,0,0,1,0,1,11.7320609948869,124500,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1
274,275,50,55.0,7264,7,7,0.0,Gd,0,0,952,952,952,0,1548,3,1,5,0,1978.0,672,74,0,10,2500,2,144,2.5,0,1,1,1,0,0,0,0,0,1,12.230765258120543,205000,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1
275,276,20,129.0,9196,7,5,0.0,Gd,0,0,1560,1560,1560,0,1560,3,1,7,0,2003.0,573,100,0,4,3120,7,150,2.0,0,0,1,1,0,1,0,2,0,1,12.211060187041214,201000,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1
276,277,20,140.0,19138,4,5,0.0,TA,120,0,744,864,864,0,864,2,1,4,0,1951.0,400,0,0,6,1728,59,0,1.0,0,0,0,0,0,0,0,1,0,1,11.856515169360303,141000,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1
277,278,20,107.0,14450,9,5,315.0,Ex,0,0,2121,2121,2121,0,2121,3,1,8,1,2007.0,732,124,0,5,4242,0,240,2.5,3,0,1,1,0,0,0,2,0,2,12.936751613811438,415298,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1
278,279,60,83.0,10005,7,5,299.0,TA,392,0,768,1160,1156,0,2022,4,1,8,1,1977.0,505,288,0,3,3182,31,117,2.5,0,1,1,1,0,0,0,1,0,1,12.165250651009917,192000,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1
279,280,60,82.0,11287,7,6,340.0,Gd,421,0,386,807,1175,0,1982,3,1,7,1,1989.0,575,0,0,1,2789,18,280,2.5,0,1,1,0,0,0,0,1,0,1,12.339291489316395,228500,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1
280,281,20,60.0,7200,6,5,68.0,Gd,905,0,357,1262,1262,0,1262,2,1,5,0,2006.0,572,0,0,5,2524,0,120,2.0,0,0,1,0,0,0,0,2,1,1,12.128111104060464,185000,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1
281,282,120,34.0,5063,7,5,166.0,Gd,904,0,410,1314,1314,0,1314,2,1,6,1,2008.0,626,172,0,4,2628,1,62,3.0,0,0,1,1,0,0,0,2,1,2,12.24288661865289,207500,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1
282,283,20,74.0,9612,8,5,72.0,Gd,0,0,1468,1468,1468,0,1468,3,1,6,1,2008.0,898,210,0,12,2936,0,150,2.0,3,0,1,1,0,0,0,2,1,1,12.407379502235207,244600,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1
283,284,120,50.0,8012,6,5,0.0,Gd,430,0,1145,1575,1575,0,1575,2,1,5,0,1992.0,529,0,0,7,3150,15,52,3.0,0,0,1,0,0,0,0,2,0,1,12.096257779522967,179200,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1
284,285,160,35.0,4251,7,5,0.0,Gd,0,0,625,625,625,0,1250,2,1,5,0,2006.0,528,0,0,6,1875,0,54,2.5,0,1,1,0,0,1,0,2,0,1,12.011880916165733,164700,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,1
285,286,50,77.0,9786,6,7,0.0,TA,600,0,312,912,1085,0,1734,3,1,7,1,1962.0,440,0,0,6,2646,25,128,1.5,0,1,1,0,0,1,0,1,0,1,11.976659481202367,159000,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1
286,287,20,70.04995836802665,8125,4,4,0.0,TA,614,0,244,858,858,0,858,3,1,5,0,,0,0,0,6,1716,35,0,1.0,0,0,0,0,0,1,0,1,0,1,11.385092093460345,88000,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0
287,288,20,70.04995836802665,9819,5,5,31.0,TA,450,0,432,882,900,0,900,3,1,5,0,1970.0,280,0,0,2,1782,43,0,1.0,0,0,0,0,0,1,0,1,0,1,11.711776323715393,122000,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1
288,289,70,60.0,8730,6,7,0.0,TA,0,0,698,698,698,0,1396,3,1,7,0,2003.0,384,0,0,7,2094,4,259,1.0,0,1,1,0,0,0,0,0,0,1,11.941944326032125,153575,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1
289,290,60,120.0,15611,8,5,0.0,Gd,0,0,1079,1079,1079,0,1919,3,1,8,1,2006.0,685,0,0,7,2998,0,51,2.5,0,1,1,0,0,0,0,2,0,1,12.359780370124387,233230,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0
290,291,190,55.0,5687,5,6,0.0,TA,210,0,570,780,936,0,1716,6,1,9,0,,0,0,0,3,2496,8,184,3.0,0,1,1,0,0,0,0,2,0,1,11.819674600139233,135900,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0
291,292,50,60.0,11409,5,4,0.0,TA,292,0,476,768,1148,0,1716,3,1,8,1,1949.0,281,0,0,1,2484,1,160,1.5,0,1,1,0,0,0,0,1,0,1,11.782952602183288,131000,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1
292,293,60,70.04995836802665,16659,7,7,34.0,TA,795,0,0,795,1468,0,2263,3,1,9,1,1977.0,539,0,0,3,3058,12,250,3.5,0,1,1,0,0,1,0,1,0,1,12.367340793126294,235000,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1
293,294,20,80.0,9600,6,5,238.0,TA,1285,0,131,1416,1644,0,1644,3,1,7,2,1953.0,418,110,0,10,3060,56,0,2.0,0,0,0,1,0,0,0,1,1,1,12.025749091398893,167000,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1
294,295,80,37.0,7937,6,6,0.0,TA,819,0,184,1003,1003,0,1003,3,1,6,0,1984.0,588,120,0,3,2006,22,0,2.0,0,0,0,1,0,1,0,1,0,1,11.86709727869084,142500,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,1,1
295,296,50,75.0,13710,5,5,0.0,TA,420,0,490,910,910,0,1558,4,1,6,0,1950.0,282,289,0,6,2468,57,0,1.5,0,1,0,1,0,0,0,1,0,0,11.931635799828413,152000,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1
296,298,60,90.0,11700,6,6,365.0,Gd,384,175,143,702,1041,0,1743,3,1,7,1,1968.0,539,224,0,6,2445,39,0,2.5,0,1,0,1,0,0,0,1,0,1,12.072541252905653,175000,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1
297,299,20,80.0,14000,6,8,0.0,TA,0,0,1092,1092,1152,0,1152,3,1,6,1,1950.0,300,0,0,8,2244,5,36,1.5,0,0,1,0,0,0,0,1,0,1,11.973509872299473,158500,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1
298,300,190,90.0,15750,5,5,56.0,TA,841,0,324,1165,1336,0,1336,2,1,5,2,1953.0,375,0,0,6,2501,53,0,2.0,0,0,0,0,0,0,0,1,0,1,11.964001084330445,157000,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1
