MSSubClass,MSZoning,LotFrontage,LotArea,LotShape,Utilities,LotConfig,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,Fence,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,Age,AgeRemod,HasHouseRemod,HasGarageRemod,TotalSF,TotPorchSF,TotBaths,HasPool,HasMiscFeat,HasModernCircBreak,HasGasHeating,HasCompRoofMatl,HasLandSlope,HasFlatLand,HasPavedStrt,HasCentralAir,HasAlley,SalePrice_log
MSSC_80,RL,101.0,9.121618441915379,IR1,AllPub,Corner,NAmes,Norm,Norm,1Fam,SLvl,6.0,1.4953487812212205,1962.0,1962.0,Gable,Plywood,Plywood,BrkFace,1.9056215095903026,1.3160740129524924,1.3160740129524924,CBlock,16.0,9.0,2.0,6.0,5.918893854273146,1.0,0.0,728.0,1099.0,262144.0,7.266827347520591,0.0,7.266827347520591,0,1,1,0,3,1,1.3160740129524924,6,Typ,1,2.0,Basment,9.0,1,296.0,9.0,27.0,19683.0,1.6437209301888343,4.709530201312334,0.0,0.0,0.0,No Fence,0.0,Dec,2008,WD,Normal,165000,46,46,0,0,1106.2668273475206,4.709530201312334,1.5,0,0,1,1,0,0,1,1,1,0,12.013700752882718
MSSC_20,RL,78.0,8.962007209588313,Reg,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,5.0,1.5650845800732873,1954.0,1954.0,Gable,HdBoard,HdBoard,BrkFace,1.8410740844298052,1.3160740129524924,1.3160740129524924,PConc,9.0,9.0,1.0,2.0,6.293419278846481,1.0,0.0,728.0,1268.0,262144.0,7.1459844677143876,0.0,7.1459844677143876,0,0,1,0,2,1,1.3160740129524924,7,Typ,1,2.0,Attchd,16.0,1,244.0,9.0,27.0,19683.0,0.0,4.59511985013459,0.0,0.0,0.0,No Fence,0.0,Mar,2010,WD,Normal,132000,56,56,0,0,1275.1459844677145,4.59511985013459,1.0,0,0,1,1,1,0,1,1,1,0,11.790557201568507
MSSC_20,RL,73.0,9.193295937366925,IR1,AllPub,Corner,NAmes,Norm,Norm,1Fam,1Story,5.0,1.6265765616977859,1959.0,2006.0,Gable,Wd Sdng,Wd Sdng,None,0.0,1.3160740129524924,1.4142135623730951,CBlock,9.0,9.0,1.0,5.0,4.290459441148391,1.7320508075688772,0.7217182650871308,733.0,1063.0,1953125.0,7.160845906664299,0.0,7.160845906664299,1,0,1,0,3,1,1.4142135623730951,7,Typ,1,2.0,Detchd,16.0,2,576.0,9.0,27.0,19683.0,1.9315065352001681,2.8903717578961645,0.0,0.0,0.7124055111704747,No Fence,0.0,Mar,2010,WD,Normal,162000,51,4,0,1,1070.1608459066642,3.6027772690666393,2.0,0,0,1,1,1,0,1,1,1,0,11.99535161421452
MSSC_60,RL,65.0,9.002331708246244,IR1,AllPub,Inside,Gilbert,Norm,Norm,1Fam,2Story,6.0,1.4953487812212205,2000.0,2000.0,Gable,VinylSd,VinylSd,None,0.0,1.3160740129524924,1.3160740129524924,PConc,16.0,9.0,1.0,1.0,0.0,1.0,0.0,953.0,953.0,1953125.0,6.860663671448287,2.023939126544891,7.417580402414544,0,0,2,1,3,1,1.3160740129524924,7,Typ,1,1.7320508075688772,Attchd,9.0,2,460.0,9.0,27.0,19683.0,1.7254630513334037,3.713572066704308,0.0,0.0,0.0,No Fence,0.0,Jan,2006,WD,Normal,172400,6,6,0,0,960.4175804024145,3.713572066704308,2.5,0,0,1,1,1,0,1,1,1,0,12.05757263721173
MSSC_50,RL,80.0,9.748061059204817,Reg,AllPub,Inside,ClearCr,Artery,Norm,1Fam,1.5Fin,4.0,1.4142135623730951,1959.0,1959.0,Gable,WdShing,Plywood,None,0.0,1.3160740129524924,1.3160740129524924,CBlock,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19683.0,7.02197642307216,1.9671966564317944,7.370860166536716,0,0,2,0,4,1,1.3160740129524924,7,Min2,1,2.0,Detchd,16.0,2,680.0,9.0,27.0,0.0,0.0,4.0943445622221,0.0,0.0,0.0,No Fence,0.0,July,2008,WD,Normal,134432,49,49,0,1,7.370860166536716,4.0943445622221,2.0,0,0,1,1,1,0,1,1,1,0,11.808813773969108
MSSC_120,RL,50.0,8.878497403738631,Reg,AllPub,Inside,SawyerW,Norm,Norm,TwnhsE,1Story,6.0,1.4953487812212205,1984.0,1984.0,Gable,Plywood,Plywood,None,0.0,1.3160740129524924,1.3160740129524924,CBlock,16.0,9.0,1.0,5.0,6.436150368369428,1.4142135623730951,0.7004730446200702,0.0,744.0,19683.0,6.6240652277998935,0.0,6.6240652277998935,1,0,1,0,2,1,1.3160740129524924,4,Typ,0,0.0,Attchd,4.0,1,264.0,9.0,27.0,19683.0,1.9270617593861936,0.0,0.0,0.0,0.6910138024728482,MnPrv,0.0,Feb,2010,WD,Normal,125000,26,26,0,0,750.6240652277999,0.6910138024728482,2.0,0,0,1,1,1,0,1,1,1,0,11.736069016284437
MSSC_20,RL,79.0,9.271905727634337,Reg,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,5.0,1.5650845800732873,1953.0,1953.0,Gable,MetalSd,MetalSd,None,0.0,1.3160740129524924,1.3160740129524924,PConc,9.0,9.0,1.0,4.0,6.061456918928017,1.4142135623730951,0.7120979603707087,0.0,608.0,19683.0,7.1853870155804165,0.0,7.1853870155804165,1,0,1,0,3,1,1.3160740129524924,5,Min2,0,0.0,Attchd,4.0,1,270.0,9.0,27.0,19683.0,1.6495606454510718,0.0,0.0,0.0,0.0,GdWo,0.0,Nov,2009,WD,Normal,123000,56,56,0,0,615.1853870155804,0.0,2.0,0,0,1,1,1,0,1,1,1,0,11.719939634354555
MSSC_60,RL,65.0,9.012011377036412,Reg,AllPub,Inside,CollgCr,Norm,Norm,1Fam,2Story,7.0,1.4953487812212205,2003.0,2004.0,Gable,VinylSd,VinylSd,None,0.0,1.4142135623730951,1.3160740129524924,PConc,16.0,9.0,1.0,1.0,0.0,1.0,0.0,847.0,847.0,1953125.0,6.742880635791903,2.077760937681532,7.564757012905729,0,0,2,1,4,1,1.4142135623730951,8,Typ,1,2.0,BuiltIn,16.0,2,434.0,9.0,27.0,19683.0,1.7254630513334037,3.8918202981106265,0.0,0.0,0.0,No Fence,0.0,July,2007,WD,Normal,219500,4,3,0,0,854.5647570129057,3.8918202981106265,2.5,0,0,1,1,1,0,1,1,1,0,12.299107511497363
MSSC_30,RL,65.5,9.212438170058329,IR1,AllPub,Inside,Edwards,Norm,Norm,1Fam,1Story,1.0,1.0,1922.0,1950.0,Gable,Wd Sdng,Wd Sdng,None,0.0,1.189207115002721,1.189207115002721,BrkTil,4.0,1.0,2.0,4.0,5.860786223465865,1.0,0.0,333.0,683.0,262144.0,6.807934943699926,0.0,6.807934943699926,1,0,0,1,1,1,1.189207115002721,4,Maj1,0,0.0,No Garage,0.0,0,0.0,0.0,0.0,19683.0,0.0,0.0,0.0,0.0,0.0,No Fence,0.0,Mar,2009,WD,Normal,61000,87,59,0,0,689.8079349436999,0.0,1.5,0,0,0,1,1,1,0,1,0,0,11.018629143155449
MSSC_85,RL,57.0,9.087833697483386,IR1,AllPub,CulDSac,CollgCr,Norm,Norm,1Fam,SFoyer,5.0,1.4953487812212205,1996.0,1996.0,Gable,VinylSd,VinylSd,None,0.0,1.4142135623730951,1.3160740129524924,PConc,16.0,9.0,1.7320508075688772,6.0,5.700443573390687,1.0,0.0,572.0,870.0,1953125.0,6.818924065275521,0.0,6.818924065275521,0,0,1,0,2,1,1.3160740129524924,5,Typ,0,0.0,Detchd,4.0,2,576.0,9.0,27.0,19683.0,0.0,0.0,0.0,0.0,0.0,No Fence,0.0,July,2006,WD,Normal,148000,10,10,0,1,876.8189240652755,0.0,1.0,0,0,1,1,1,0,1,1,1,0,11.904967552746252
MSSC_60,other,102.0,9.318656515459642,IR1,AllPub,Corner,Somerst,Norm,Norm,1Fam,2Story,8.0,1.4953487812212205,2004.0,2005.0,Gable,CemntBd,CmentBd,None,0.0,1.4142135623730951,1.3160740129524924,PConc,16.0,9.0,1.0,1.0,0.0,1.0,0.0,1580.0,1580.0,1953125.0,7.365812837209472,2.052564182626385,7.810758116529357,0,0,3,0,4,1,1.4142135623730951,8,Typ,1,2.0,Attchd,9.0,2,610.0,9.0,27.0,19683.0,1.804210600378433,5.3706380281276624,0.0,0.0,0.0,No Fence,0.0,Dec,2007,WD,Normal,340000,3,2,0,0,1587.8107581165293,5.3706380281276624,3.0,0,0,1,1,1,0,1,1,1,0,12.736700896592344
MSSC_20,RL,88.0,9.340929941679784,Reg,AllPub,Corner,StoneBr,Norm,Norm,1Fam,1Story,9.0,1.189207115002721,2010.0,2010.0,Hip,VinylSd,VinylSd,Stone,1.9258220450052628,1.4142135623730951,1.3160740129524924,PConc,25.0,9.0,1.7320508075688772,6.0,7.27655640271871,1.0,0.0,411.0,1856.0,1953125.0,7.526717561352706,0.0,7.526717561352706,1,0,1,1,1,1,1.4953487812212205,8,Typ,1,2.23606797749979,Attchd,16.0,3,834.0,9.0,27.0,19683.0,1.7467966996992919,0.0,0.0,0.0,0.0,No Fence,0.0,June,2010,New,Partial,394432,0,0,0,0,1863.5267175613526,0.0,2.5,0,0,1,1,1,0,1,1,1,0,12.885202034321916
MSSC_60,RL,60.0,9.002577922700276,IR1,AllPub,Inside,Gilbert,RRAn,Norm,1Fam,2Story,6.0,1.4953487812212205,2000.0,2000.0,Gable,VinylSd,VinylSd,BrkFace,1.3437034446606386,1.3160740129524924,1.3160740129524924,PConc,16.0,9.0,1.0,1.0,0.0,1.0,0.0,982.0,982.0,1953125.0,6.915723448631314,2.038239717383271,7.496097345175956,0,0,2,1,3,1,1.3160740129524924,7,Typ,1,1.7320508075688772,Attchd,16.0,2,463.0,9.0,27.0,19683.0,1.7254630513334037,4.1588830833596715,0.0,0.0,0.0,No Fence,0.0,June,2009,WD,Normal,179000,9,9,0,0,989.4960973451759,4.1588830833596715,2.5,0,0,1,1,1,0,1,1,1,0,12.095141084822892
MSSC_50,RL,50.0,8.517393171418904,Reg,AllPub,Inside,SWISU,Norm,Norm,1Fam,1.5Fin,5.0,1.5650845800732873,1924.0,1950.0,Gable,BrkFace,Wd Sdng,None,0.0,1.3160740129524924,1.3160740129524924,BrkTil,9.0,9.0,1.0,2.0,5.389071729816501,1.0,0.0,808.0,1026.0,19683.0,6.934397209928558,2.0150749618315658,7.433666540166168,0,0,2,0,3,1,1.4142135623730951,6,Typ,1,2.0,Detchd,4.0,1,308.0,9.0,27.0,19683.0,0.0,0.0,0.7200655064844246,0.0,0.0,No Fence,0.0,May,2010,WD,Normal,127000,86,60,0,0,1033.433666540166,0.7200655064844246,2.0,0,0,1,1,1,0,1,1,1,1,11.751942365440728
MSSC_20,other,60.0,8.881975184248867,Reg,AllPub,Inside,Somerst,Norm,Norm,1Fam,1Story,7.0,1.4953487812212205,2006.0,2006.0,Gable,VinylSd,VinylSd,None,0.0,1.4142135623730951,1.3160740129524924,PConc,16.0,16.0,1.0,1.0,0.0,1.0,0.0,1293.0,1293.0,1953125.0,7.171656822768514,0.0,7.171656822768514,1,0,2,0,2,1,1.4142135623730951,5,Typ,1,2.0,Attchd,9.0,2,572.0,9.0,27.0,19683.0,1.8531520084405109,4.804021044733257,0.0,0.0,0.0,No Fence,0.0,Aug,2006,New,Partial,187750,0,0,0,0,1300.1716568227685,4.804021044733257,3.0,0,0,1,1,1,0,1,1,1,1,12.142866569626381
MSSC_60,RL,79.0,9.13194630454817,IR1,AllPub,Inside,CollgCr,Norm,Norm,1Fam,2Story,7.0,1.4953487812212205,2006.0,2006.0,Gable,VinylSd,VinylSd,None,0.0,1.4142135623730951,1.3160740129524924,PConc,16.0,9.0,1.7320508075688772,1.0,0.0,1.0,0.0,939.0,939.0,1953125.0,6.84587987526405,2.0484369434843095,7.494430215031565,0,0,2,1,3,1,1.4142135623730951,8,Typ,0,0.0,Attchd,9.0,2,639.0,9.0,27.0,19683.0,1.7878742218230284,3.9889840465642745,0.0,0.0,0.0,No Fence,0.0,Apr,2007,WD,Normal,213500,1,1,0,0,946.4944302150316,3.9889840465642745,2.5,0,0,1,1,1,0,1,1,1,0,12.271392111650817
MSSC_45,other,60.0,9.105090961257085,Reg,AllPub,Corner,SawyerW,Norm,Norm,1Fam,1.5Unf,6.0,1.3160740129524924,1928.0,1950.0,Gable,Wd Sdng,Wd Sdng,None,0.0,1.3160740129524924,1.3160740129524924,BrkTil,4.0,4.0,1.0,1.0,0.0,1.0,0.0,784.0,784.0,19683.0,6.665683717782408,0.0,6.665683717782408,0,0,1,0,2,1,1.3160740129524924,5,Typ,0,0.0,Detchd,4.0,2,360.0,4.0,8.0,0.0,0.0,0.0,0.6913803651090247,0.0,0.0,No Fence,0.0,Oct,2009,WD,Normal,76000,81,59,0,1,790.6656837177824,0.6913803651090247,1.0,0,0,0,1,1,0,1,1,0,0,11.238488619268468
MSSC_60,RL,80.0,10.880082855015793,other,AllPub,Corner,ClearCr,Artery,Norm,1Fam,2Story,6.0,1.4953487812212205,1992.0,1992.0,Gable,HdBoard,HdBoard,None,0.0,1.4142135623730951,1.3160740129524924,PConc,16.0,9.0,1.7320508075688772,6.0,6.893656354602635,1.0,0.0,595.0,1580.0,1953125.0,6.984716320118266,2.050813631392442,7.577633832602728,1,0,2,1,3,1,1.4142135623730951,9,Typ,2,1.4142135623730951,Attchd,16.0,2,501.0,9.0,27.0,19683.0,1.8531520084405109,5.44673737166631,0.0,0.0,0.0,No Fence,0.0,June,2007,WD,Normal,240000,15,15,0,0,1587.5776338326027,5.44673737166631,3.5,0,0,1,1,1,1,0,1,1,0,12.388394202324129
MSSC_120,RL,43.0,8.065579427282092,Reg,AllPub,Inside,Blmngtn,Norm,Norm,TwnhsE,1Story,8.0,1.4953487812212205,2004.0,2005.0,Gable,VinylSd,VinylSd,BrkFace,1.3437034446606386,1.4142135623730951,1.3160740129524924,PConc,16.0,9.0,1.0,6.0,3.2188758248682006,1.0,0.0,1232.0,1256.0,1953125.0,7.146772179452637,0.0,7.146772179452637,0,0,2,0,2,1,1.4142135623730951,6,Typ,1,1.7320508075688772,Attchd,16.0,2,430.0,9.0,27.0,19683.0,1.7901636276798083,3.044522437723423,0.0,0.0,0.7057076553666807,No Fence,0.0,Apr,2010,WD,Normal,192000,6,5,0,0,1263.1467721794527,3.750230093090104,2.0,0,0,1,1,1,0,1,1,1,0,12.165250651009918
MSSC_50,RL,58.0,9.037295651962438,Reg,AllPub,HasFrontage,Edwards,Artery,Norm,1Fam,1.5Fin,5.0,1.3160740129524924,1910.0,1996.0,Gambrel,Wd Sdng,VinylSd,None,0.0,1.3160740129524924,1.189207115002721,PConc,9.0,9.0,1.0,1.0,0.0,1.0,0.0,658.0,658.0,19683.0,6.490723534502507,1.983371148410903,7.077498053569231,0,0,1,0,5,1,1.3160740129524924,8,Typ,0,0.0,No Garage,0.0,0,0.0,0.0,0.0,0.0,0.0,5.0238805208462765,0.0,0.0,0.0,No Fence,0.0,May,2006,WD,AdjLand,81000,96,10,0,0,665.0774980535692,5.0238805208462765,1.0,0,0,1,1,1,0,1,1,1,0,11.302204433654575
MSSC_80,RL,72.0,8.881975184248867,Reg,AllPub,Inside,Edwards,Norm,Norm,1Fam,SLvl,6.0,1.5650845800732873,1976.0,1976.0,Hip,MetalSd,MetalSd,BrkFace,1.8787285104503608,1.3160740129524924,1.3160740129524924,CBlock,9.0,9.0,1.7320508075688772,5.0,6.448889394146858,1.0,0.0,410.0,1041.0,1953125.0,7.026426808699636,0.0,7.026426808699636,1,0,1,0,3,1,1.3160740129524924,6,Typ,1,1.4142135623730951,Detchd,4.0,1,352.0,9.0,27.0,19683.0,1.9011715868708958,0.0,0.0,0.0,0.0,GdWo,0.0,Oct,2009,WD,Abnorml,125000,33,33,0,1,1048.0264268086996,0.0,2.0,0,0,1,1,1,0,1,1,1,0,11.736069016284437
MSSC_20,RL,93.0,9.146654820290049,IR1,AllPub,CulDSac,CollgCr,Norm,Norm,1Fam,1Story,7.0,1.4953487812212205,1999.0,2000.0,Gable,VinylSd,VinylSd,BrkFace,1.7640939343176614,1.4142135623730951,1.3160740129524924,PConc,16.0,9.0,1.0,1.0,0.0,1.0,0.0,1468.0,1468.0,1953125.0,7.299797366758161,0.0,7.299797366758161,0,0,2,0,3,1,1.4142135623730951,6,Typ,0,0.0,Attchd,9.0,2,577.0,9.0,27.0,19683.0,1.757131886054717,3.258096538021482,0.0,0.0,0.0,No Fence,0.0,July,2008,WD,Normal,191000,9,8,0,0,1475.2997973667582,3.258096538021482,2.0,0,0,1,1,1,0,1,1,1,0,12.160028707028767
MSSC_60,RL,96.0,9.431481920619719,Reg,AllPub,Inside,NridgHt,Norm,Norm,1Fam,2Story,10.0,1.4953487812212205,2007.0,2008.0,Gable,VinylSd,VinylSd,Stone,1.8885037407137346,1.4953487812212205,1.3160740129524924,PConc,25.0,9.0,1.7320508075688772,6.0,7.155396301896734,1.0,0.0,402.0,1682.0,1953125.0,7.463363045520021,1.9990196811606853,7.75491027202143,1,0,2,1,3,1,1.4953487812212205,9,Typ,1,2.23606797749979,BuiltIn,16.0,3,846.0,9.0,27.0,19683.0,1.8378799982871266,4.90527477843843,0.0,0.0,0.0,No Fence,0.0,Aug,2008,New,Partial,426000,1,0,0,1,1689.7549102720213,4.90527477843843,3.5,0,0,1,1,1,0,1,1,1,0,12.962194625251508
MSSC_50,RL,50.0,9.036701015565063,Reg,AllPub,Inside,Edwards,Norm,Norm,1Fam,1.5Fin,5.0,1.6817928305074292,1900.0,1950.0,Gable,MetalSd,MetalSd,None,0.0,1.3160740129524924,1.3160740129524924,BrkTil,9.0,16.0,1.0,3.0,5.488937726156687,2.0,0.7318968035295923,229.0,861.0,1953125.0,6.8690144506657065,1.947168383637879,7.221105098182496,1,0,1,0,4,1,1.3160740129524924,7,Typ,0,0.0,Detchd,4.0,1,384.0,9.0,27.0,19683.0,0.0,4.875197323201151,0.6980728414300967,0.0,0.0,MnPrv,0.0,Apr,2008,WD,Normal,119000,108,58,0,1,868.2211050981825,5.573270164631248,2.0,0,0,1,1,1,0,1,1,1,1,11.686878772093667
MSSC_60,RL,71.0,9.41001056710475,IR1,AllPub,CulDSac,Mitchel,Norm,Norm,1Fam,2Story,6.0,1.4953487812212205,2001.0,2002.0,Gable,VinylSd,VinylSd,None,0.0,1.3160740129524924,1.3160740129524924,PConc,25.0,9.0,1.0,5.0,6.53813982376767,1.0,0.0,114.0,804.0,1953125.0,6.690842277418564,2.086224691282144,7.581719640125308,1,0,2,1,3,1,1.4142135623730951,7,Typ,1,1.7320508075688772,BuiltIn,16.0,2,560.0,9.0,27.0,19683.0,1.7640939343176614,5.262690188904886,0.0,0.0,0.0,No Fence,0.0,June,2009,WD,Normal,215000,8,7,0,0,811.5817196401254,5.262690188904886,3.5,0,0,1,1,1,0,1,1,1,0,12.2783933071098
MSSC_20,RL,73.0,9.028818495352793,IR1,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,5.0,1.6265765616977859,1959.0,1959.0,Gable,MetalSd,MetalSd,None,0.0,1.3160740129524924,1.3160740129524924,other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19683.0,6.78332520060396,0.0,6.78332520060396,0,0,1,0,3,1,1.3160740129524924,5,Typ,0,0.0,Attchd,9.0,1,294.0,9.0,27.0,19683.0,0.0,0.0,0.0,0.0,0.0,MnPrv,0.7553756583761452,July,2007,WD,Normal,106500,48,48,0,0,6.78332520060396,0.0,1.0,0,1,1,1,1,0,1,1,1,0,11.575900264131617
MSSC_30,RL,52.0,8.915566545710645,Reg,AllPub,Corner,BrkSide,Artery,Norm,1Fam,1Story,4.0,1.4953487812212205,1941.0,1950.0,Gable,WdShing,Wd Shng,None,0.0,1.3160740129524924,1.3160740129524924,CBlock,9.0,9.0,1.0,3.0,5.58724865840025,1.0,0.0,522.0,788.0,19683.0,6.670766320845874,0.0,6.670766320845874,0,0,1,0,2,1,1.3160740129524924,4,Typ,2,1.7320508075688772,No Garage,0.0,0,0.0,0.0,0.0,19683.0,0.0,0.0,0.0,0.0,0.0,GdWo,0.0,Apr,2006,WD,Abnorml,100000,65,56,0,0,794.6707663208459,0.0,1.0,0,0,0,1,1,0,1,1,1,0,11.512925464970229
MSSC_50,RL,60.0,9.2237500588861,Reg,AllPub,Inside,OldTown,Norm,Norm,1Fam,1.5Fin,5.0,1.5650845800732873,1940.0,1950.0,Gable,MetalSd,MetalSd,None,0.0,1.3160740129524924,1.3160740129524924,CBlock,9.0,9.0,1.0,1.0,0.0,1.0,0.0,735.0,735.0,262144.0,6.601230118728877,1.9026719155555414,6.942156705699469,0,0,1,0,2,1,1.3160740129524924,5,Typ,0,0.0,Detchd,4.0,1,240.0,9.0,27.0,19683.0,0.0,3.6888794541139363,0.0,0.0,0.0,No Fence,0.0,July,2007,WD,Normal,109000,67,57,0,0,741.9421567056995,3.6888794541139363,1.0,0,0,0,1,1,0,1,1,1,0,11.59910316121128
MSSC_20,RL,68.0,9.166597449028265,Reg,AllPub,Inside,Edwards,Norm,Norm,1Fam,1Story,5.0,1.5650845800732873,1956.0,1956.0,Gable,Wd Sdng,Wd Sdng,None,0.0,1.3160740129524924,1.3160740129524924,CBlock,9.0,9.0,1.7320508075688772,4.0,6.606650186198215,1.0,0.0,405.0,1144.0,19683.0,7.0431599159883405,0.0,7.0431599159883405,1,0,1,0,3,1,1.3160740129524924,6,Typ,0,0.0,Attchd,4.0,1,596.0,9.0,27.0,19683.0,1.570002974208493,0.0,0.0,0.0,0.0,No Fence,0.0,June,2010,WD,Normal,129000,54,54,0,0,1151.0431599159883,0.0,2.0,0,0,1,1,1,0,1,1,1,0,11.76756768334381
MSSC_20,RL,60.0,8.881975184248867,Reg,AllPub,Inside,CollgCr,Norm,Norm,1Fam,1Story,5.0,1.4953487812212205,1972.0,1972.0,Hip,MetalSd,MetalSd,None,0.0,1.3160740129524924,1.3160740129524924,CBlock,9.0,9.0,1.7320508075688772,3.0,6.656726524178391,1.0,0.0,117.0,894.0,19683.0,6.796823718274855,0.0,6.796823718274855,0,0,1,0,2,1,1.3160740129524924,6,Typ,0,0.0,Detchd,9.0,2,600.0,9.0,27.0,19683.0,1.8524277618844993,0.0,0.0,0.0,0.0,No Fence,0.0,Sept,2009,WD,Normal,123000,37,37,0,1,900.7968237182748,0.0,1.0,0,0,1,1,1,0,0,1,1,0,11.719939634354555
MSSC_60,RL,69.0,8.934718614016768,Reg,AllPub,Inside,NAmes,Pos,Norm,1Fam,2Story,5.0,1.4953487812212205,1962.0,1962.0,Gable,VinylSd,VinylSd,BrkFace,1.8970839874548464,1.3160740129524924,1.3160740129524924,CBlock,9.0,9.0,1.0,5.0,6.293419278846481,1.0,0.0,324.0,864.0,19683.0,6.776506992372183,2.0595810311938556,7.502738210754851,0,0,2,0,4,1,1.3160740129524924,8,Typ,1,1.7320508075688772,Attchd,9.0,1,264.0,9.0,27.0,19683.0,0.0,5.1298987149230735,0.0,0.0,0.0,No Fence,0.0,July,2007,WD,Normal,169500,45,45,0,0,871.5027382107548,5.1298987149230735,2.0,0,0,1,1,1,0,1,1,1,0,12.040608205802641
MSSC_30,RM,60.0,9.101417964751995,Reg,AllPub,Corner,IDOTRR,Norm,Norm,1Fam,1Story,5.0,1.189207115002721,1920.0,1950.0,Gable,MetalSd,MetalSd,None,0.0,1.3160740129524924,1.189207115002721,BrkTil,4.0,1.0,1.0,1.0,0.0,1.0,0.0,961.0,961.0,262144.0,6.982862751468942,0.0,6.982862751468942,0,0,1,0,2,1,1.3160740129524924,6,Maj2,0,0.0,Detchd,4.0,1,338.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,No Fence,0.0,Nov,2007,WD,Abnorml,67000,87,57,0,0,967.9828627514689,0.0,1.0,0,0,0,1,1,0,1,1,1,0,11.112447898373103
MSSC_60,other,65.0,9.002824076547672,Reg,AllPub,Inside,Somerst,Norm,Norm,1Fam,2Story,7.0,1.4953487812212205,2006.0,2007.0,Gable,CemntBd,CmentBd,Stone,1.7254630513334037,1.4142135623730951,1.3160740129524924,PConc,16.0,9.0,1.0,6.0,6.70073110954781,1.0,0.0,280.0,1092.0,1953125.0,7.014814351275545,1.9579092161758105,7.346655163176539,1,0,2,0,2,1,1.4142135623730951,7,Typ,0,0.0,Attchd,16.0,2,438.0,9.0,27.0,19683.0,0.0,5.1298987149230735,0.0,0.0,0.0,No Fence,0.0,Oct,2009,WD,Normal,241000,3,2,0,1,1099.3466551631766,5.1298987149230735,3.0,0,0,1,1,1,0,1,1,1,0,12.392552212472792
MSSC_120,RL,38.0,9.613402595468036,other,AllPub,Inside,Veenker,Norm,Norm,TwnhsE,1Story,8.0,1.4953487812212205,1996.0,1996.0,Gable,BrkFace,BrkFace,None,0.0,1.4142135623730951,1.3160740129524924,PConc,16.0,9.0,1.0,6.0,6.668228248417403,1.0,0.0,474.0,1260.0,1953125.0,7.161622002939187,0.0,7.161622002939187,1,0,1,1,1,1,1.4953487812212205,4,Typ,2,2.0,Attchd,16.0,2,500.0,9.0,27.0,19683.0,1.757131886054717,3.4339872044851463,0.0,0.0,0.7180376447619115,No Fence,0.0,Dec,2008,WD,Normal,245500,12,12,0,0,1267.161622002939,4.1520248492470575,2.5,0,0,1,1,1,0,1,1,1,0,12.411052226216713
MSSC_20,RL,65.0,9.078864009187797,IR1,AllPub,Inside,CollgCr,Norm,Norm,1Fam,1Story,7.0,1.4953487812212205,2005.0,2005.0,Gable,VinylSd,VinylSd,None,0.0,1.4142135623730951,1.3160740129524924,PConc,16.0,9.0,1.7320508075688772,6.0,3.2188758248682006,1.0,0.0,1286.0,1310.0,1953125.0,7.1785454837637,0.0,7.1785454837637,0,0,2,0,3,1,1.4142135623730951,6,Typ,1,2.0,Attchd,16.0,2,400.0,9.0,27.0,19683.0,0.0,0.0,0.0,0.0,0.0,No Fence,0.0,July,2006,New,Partial,164990,1,1,0,0,1317.1785454837636,0.0,2.0,0,0,1,1,1,0,1,1,1,0,12.01364014498549
MSSC_30,RL,60.0,9.23024103368252,Reg,AllPub,Inside,Sawyer,Norm,Norm,1Fam,1Story,5.0,1.6817928305074292,1940.0,1997.0,Gable,Wd Sdng,Wd Sdng,None,0.0,1.3160740129524924,1.3160740129524924,PConc,9.0,9.0,1.0,1.0,0.0,1.0,0.0,672.0,672.0,1953125.0,6.511745329644728,0.0,6.511745329644728,0,0,1,0,2,1,1.3160740129524924,4,Typ,0,0.0,Detchd,4.0,1,240.0,9.0,27.0,0.0,1.8131782269605679,0.0,0.0,0.0,0.0,GdPrv,0.0,Aug,2008,WD,Normal,108000,68,11,0,0,678.5117453296448,0.0,1.0,0,0,1,1,1,0,1,1,1,0,11.589886506106357
