Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,TotBaths,TotPorchSF,TotalSF,Age
230,120,RL,3.784189633918261,8.065579427282092,Pave,None,Reg,Lvl,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7.0,2.23606797749979,2005.0,2006.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,2.833213344056216,2.0,1.7320508075688772,PConc,16.0,9.0,1.7320508075688772,6.0,2.833213344056216,1.0,0.0,1357.0,1373.0,GasA,125.0,Y,SBrkr,7.349873704738337,0.0,0.0,7.349873704738337,0.0,0.0,2,0,2.0,1,2.0,2.0794415416798357,Typ,0.6931471805599453,1.7320508075688772,Attchd,16.0,2.0,430.0,27.0,27.0,27.0,4.969813299576001,3.044522437723423,0.0,0.0,0.0,0,None,None,None,0.0,5.0,2009,WD,Normal,2.0,3.044522437723423,7.982416346827733,4.0
231,20,RL,4.30406509320417,9.078065332666364,Pave,None,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6.0,2.449489742783178,1959.0,1959.0,Hip,CompShg,MetalSd,MetalSd,BrkFace,5.3981627015177525,1.7320508075688772,1.7320508075688772,CBlock,9.0,9.0,1.0,1.0,0.0,1.0,0.0,1194.0,1194.0,GasA,27.0,Y,SBrkr,7.085901464365611,0.0,0.0,7.085901464365611,1.0,0.0,1,0,3.0,1,1.7320508075688772,1.9459101490553132,Typ,0.0,0.0,Attchd,9.0,1.0,312.0,27.0,27.0,27.0,0.0,0.0,1.757131886054717,0.0,0.0,0,None,None,None,0.0,4.0,2010,WD,Normal,2.0,4.795790545596741,7.77863014732581,51.0
232,60,RL,5.1647859739235145,9.625029474611878,Pave,None,IR1,Lvl,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8.0,2.23606797749979,1995.0,1996.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,6.2285110035911835,2.0,1.7320508075688772,PConc,16.0,9.0,1.0,6.0,6.536691597591305,1.0,0.0,773.0,1462.0,GasA,125.0,Y,SBrkr,7.307202314764738,7.173958319756794,0.0,7.9355873855892,1.0,0.0,2,1,4.0,1,2.23606797749979,2.302585092994046,Typ,0.6931471805599453,1.7320508075688772,Attchd,16.0,3.0,810.0,27.0,27.0,27.0,0.0,4.990432586778736,1.8426436266120914,0.0,0.0,0,None,None,None,0.0,7.0,2009,WD,Normal,3.5,5.855071922202427,8.356319965828153,14.0
233,160,RM,3.091042453358316,7.427144133408616,Pave,None,Reg,Lvl,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6.0,2.23606797749979,1972.0,1972.0,Gable,CompShg,HdBoard,HdBoard,BrkFace,5.697093486505405,1.7320508075688772,1.7320508075688772,CBlock,9.0,9.0,1.0,1.0,0.0,1.0,0.0,483.0,483.0,GasA,27.0,Y,SBrkr,6.182084906716632,6.22455842927536,0.0,6.895682697747868,0.0,0.0,1,1,2.0,1,1.7320508075688772,1.791759469228055,Typ,0.6931471805599453,1.0,Attchd,4.0,1.0,288.0,27.0,27.0,27.0,0.0,0.0,0.0,0.0,0.0,0,None,None,None,0.0,6.0,2006,WD,Normal,1.5,0.0,7.293697720601438,34.0
234,20,RL,4.330733340286331,9.273409063443166,Pave,None,Reg,Lvl,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5.0,2.449489742783178,1976.0,1976.0,Gable,CompShg,HdBoard,HdBoard,None,0.0,1.7320508075688772,1.7320508075688772,CBlock,9.0,16.0,1.7320508075688772,2.0,5.209486152841421,2.23606797749979,2.0241245605340272,0.0,894.0,GasA,27.0,Y,SBrkr,6.796823718274855,0.0,0.0,6.796823718274855,1.0,0.0,1,0,3.0,1,1.7320508075688772,1.791759469228055,Typ,0.0,0.0,Attchd,4.0,1.0,308.0,27.0,27.0,27.0,5.902633333401366,0.0,0.0,0.0,0.0,0,None,MnPrv,None,0.0,2.0,2010,WD,Normal,2.0,0.0,7.489412083508719,34.0
235,60,RL,4.174387269895637,8.968523555396352,Pave,None,Reg,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6.0,2.23606797749979,2002.0,2002.0,Gable,CompShg,VinylSd,VinylSd,0,0.0,2.0,1.7320508075688772,PConc,16.0,9.0,1.0,6.0,6.439350371100098,1.0,0.0,235.0,860.0,GasA,125.0,Y,SBrkr,6.7580945044277305,7.00397413672268,0.0,7.581209826196346,1.0,0.0,2,1,4.0,1,2.0,2.1972245773362196,Typ,1.0986122886681098,1.7320508075688772,BuiltIn,16.0,2.0,440.0,27.0,27.0,27.0,5.666426688112432,3.8918202981106265,0.0,0.0,0.0,0,None,None,None,0.0,5.0,2010,WD,Normal,3.5,3.8918202981106265,7.944846711001996,8.0
236,160,RM,3.091042453358316,7.427144133408616,Pave,None,Reg,Lvl,Inside,Gtl,BrDale,Norm,Norm,TwnhsE,2Story,6.0,1.7320508075688772,1971.0,1971.0,Gable,CompShg,HdBoard,HdBoard,BrkFace,6.405228458030842,1.7320508075688772,1.7320508075688772,CBlock,9.0,9.0,1.0,5.0,5.883322388488279,1.0,0.0,125.0,483.0,GasA,27.0,Y,SBrkr,6.182084906716632,6.22455842927536,0.0,6.895682697747868,0.0,0.0,1,1,2.0,1,1.7320508075688772,1.791759469228055,Typ,0.0,0.0,Detchd,4.0,1.0,264.0,27.0,27.0,27.0,0.0,0.0,0.0,0.0,0.0,0,None,None,None,0.0,8.0,2008,WD,Normal,1.5,0.0,7.293697720601438,37.0
237,20,RL,4.189654742026425,9.07954808172616,Pave,None,Reg,Lvl,FR2,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7.0,2.23606797749979,2004.0,2004.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,4.59511985013459,2.0,1.7320508075688772,PConc,16.0,9.0,1.7320508075688772,6.0,3.2188758248682006,1.0,0.0,1390.0,1414.0,GasA,125.0,Y,SBrkr,7.254884810077338,0.0,0.0,7.254884810077338,0.0,0.0,2,0,3.0,1,2.0,1.9459101490553132,Typ,0.0,0.0,Attchd,9.0,2.0,494.0,27.0,27.0,27.0,4.890349128221754,4.663439094112067,0.0,0.0,0.0,0,None,None,None,0.0,5.0,2010,WD,Normal,2.0,4.663439094112067,7.947678571301568,6.0
238,60,RL,4.219507705176107,9.154193211353181,Pave,None,IR1,Lvl,CulDSac,Gtl,SawyerW,RRNe,Norm,1Fam,2Story,7.0,2.6457513110645907,1993.0,2003.0,Gable,CompShg,HdBoard,HdBoard,None,0.0,2.0,1.7320508075688772,PConc,16.0,9.0,1.0,4.0,5.998936561946683,1.0,0.0,594.0,996.0,GasA,125.0,Y,SBrkr,6.922643891475888,6.594413459749778,0.0,7.4645098346365275,0.0,0.0,2,1,3.0,1,2.0,2.0794415416798357,Typ,0.0,0.0,Attchd,9.0,2.0,457.0,27.0,27.0,27.0,5.916202062607435,4.2626798770413155,0.0,1.8681746132307353,0.0,0,None,None,None,0.0,2.0,2010,WD,Normal,2.5,5.733341276897746,7.916078096302786,17.0
239,20,RL,4.543294782270004,9.395241931033524,Pave,None,Reg,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8.0,2.23606797749979,2007.0,2007.0,Hip,CompShg,VinylSd,VinylSd,BrkFace,5.541263545158426,2.23606797749979,1.7320508075688772,PConc,25.0,9.0,1.0,1.0,0.0,1.0,0.0,1694.0,1694.0,GasA,125.0,Y,SBrkr,7.43543801981455,0.0,0.0,7.43543801981455,0.0,0.0,2,0,3.0,1,2.0,2.0794415416798357,Typ,0.0,0.0,Attchd,16.0,3.0,818.0,27.0,27.0,27.0,5.1298987149230735,5.43372200355424,0.0,0.0,0.0,0,None,None,None,0.0,12.0,2007,New,Partial,2.0,5.43372200355424,8.128290171607052,0.0
240,50,RL,3.970291913552122,9.07589427542326,Pave,None,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,6.0,2.0,1945.0,1950.0,Gable,CompShg,VinylSd,VinylSd,None,0.0,1.7320508075688772,1.7320508075688772,CBlock,9.0,4.0,1.0,2.0,4.553876891600541,1.0,0.0,641.0,735.0,GasA,27.0,Y,FuseA,6.683360945766275,6.536691597591305,0.0,7.305188215393037,0.0,0.0,1,1,3.0,1,1.7320508075688772,2.0794415416798357,Typ,0.6931471805599453,2.0,Detchd,4.0,1.0,220.0,27.0,27.0,27.0,0.0,4.948759890378168,0.0,0.0,0.0,0,None,MnPrv,None,0.0,4.0,2010,WD,Normal,1.5,4.948759890378168,7.706612913964197,65.0
241,20,FV,4.330733340286331,9.105090961257085,Pave,None,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8.0,2.23606797749979,2008.0,2008.0,Gable,CompShg,VinylSd,VinylSd,Stone,3.6109179126442243,2.0,1.7320508075688772,PConc,16.0,9.0,1.7320508075688772,6.0,6.983789965258135,1.0,0.0,488.0,1566.0,GasA,125.0,Y,SBrkr,7.356918242356021,0.0,0.0,7.356918242356021,1.0,0.0,2,0,3.0,1,2.0,2.0794415416798357,Typ,0.0,0.0,Attchd,9.0,2.0,750.0,27.0,27.0,27.0,4.976733742420574,5.1298987149230735,0.0,0.0,0.0,0,None,None,None,0.0,4.0,2010,WD,Normal,3.0,5.1298987149230735,8.049746290952191,2.0
242,30,RM,3.713572066704308,8.263848131368906,Pave,None,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5.0,3.0,1945.0,1997.0,Gable,CompShg,VinylSd,VinylSd,None,0.0,1.7320508075688772,2.0,CBlock,9.0,9.0,1.0,5.0,5.799092654460526,1.0,0.0,357.0,686.0,GasA,64.0,Y,SBrkr,6.7650389767805414,0.0,0.0,6.7650389767805414,0.0,0.0,1,0,2.0,1,2.0,1.6094379124341003,Typ,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,27.0,4.07753744390572,3.7612001156935624,0.0,0.0,0.0,0,None,None,None,0.0,8.0,2007,WD,Normal,1.0,3.7612001156935624,7.347943823148687,62.0
243,50,RM,4.1588830833596715,8.517393171418904,Pave,None,Reg,Lvl,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5.0,2.0,1900.0,1950.0,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,1.7320508075688772,1.7320508075688772,BrkTil,9.0,9.0,1.0,1.0,0.0,1.0,0.0,540.0,540.0,GasA,64.0,N,FuseA,6.7912214627261855,6.313548046277095,0.0,7.273092595999522,0.0,0.0,1,0,3.0,1,1.7320508075688772,1.9459101490553132,Typ,0.0,0.0,Attchd,4.0,1.0,352.0,8.0,27.0,27.0,0.0,0.0,1.6783497616208911,0.0,0.0,0,None,None,None,0.0,4.0,2006,WD,Normal,1.0,4.356708826689592,7.591357046698551,106.0
244,160,RL,4.330733340286331,9.283869605264298,Pave,None,Reg,Lvl,Corner,Gtl,SawyerW,Norm,Norm,TwnhsE,2Story,6.0,2.449489742783178,1980.0,1980.0,Gable,CompShg,Plywood,Plywood,None,0.0,1.7320508075688772,1.7320508075688772,CBlock,16.0,9.0,1.0,1.0,0.0,1.0,0.0,626.0,626.0,GasA,27.0,Y,SBrkr,6.440946540632921,6.3835066348840055,0.0,7.1049654482698426,0.0,0.0,1,1,3.0,1,1.7320508075688772,1.9459101490553132,Typ,0.6931471805599453,1.7320508075688772,Attchd,9.0,1.0,288.0,27.0,27.0,27.0,0.0,3.367295829986474,0.0,0.0,0.0,0,None,None,None,0.0,4.0,2009,WD,Normal,1.5,3.367295829986474,7.519692404116539,29.0
245,60,RL,4.219507705176107,9.091669442258505,Pave,None,IR1,Lvl,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7.0,2.23606797749979,1994.0,2002.0,Gable,CompShg,VinylSd,VinylSd,None,0.0,2.0,1.7320508075688772,PConc,16.0,9.0,1.0,6.0,6.54534966033442,1.0,0.0,253.0,948.0,GasA,125.0,Y,SBrkr,7.109062135687172,6.790097235513905,0.0,7.65491704784832,1.0,0.0,2,1,3.0,1,2.0,2.1972245773362196,Typ,1.0986122886681098,1.4142135623730951,Attchd,9.0,2.0,463.0,27.0,27.0,27.0,0.0,4.875197323201151,0.0,0.0,0.0,0,None,None,None,0.0,5.0,2010,WD,Normal,3.5,4.875197323201151,8.025843344150903,16.0
246,20,RL,4.394449154672439,9.249657234353133,Pave,None,Reg,Lvl,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7.0,2.23606797749979,1988.0,1988.0,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,4.634728988229636,1.7320508075688772,1.7320508075688772,CBlock,16.0,9.0,1.7320508075688772,6.0,6.835184586147301,1.0,0.0,916.0,1845.0,GasA,64.0,Y,SBrkr,7.5352967024440884,0.0,0.0,7.5352967024440884,0.0,1.0,2,0,3.0,1,1.7320508075688772,1.9459101490553132,Typ,0.6931471805599453,1.7320508075688772,Attchd,16.0,2.0,604.0,27.0,27.0,27.0,5.288267030694535,3.6888794541139363,0.0,0.0,0.0,0,None,None,None,0.0,6.0,2006,WD,Normal,2.5,3.6888794541139363,8.220941168281389,18.0
247,190,RM,4.248495242049359,9.120743838164426,Pave,Grvl,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,2fmCon,2Story,6.0,2.8284271247461903,1910.0,1950.0,Gable,CompShg,AsbShng,AsbShng,None,0.0,1.7320508075688772,1.4142135623730951,Stone,4.0,9.0,1.0,1.0,0.0,1.0,0.0,1020.0,1020.0,GasA,64.0,N,FuseP,6.812345094177479,6.928537818164665,0.0,7.564757012905729,0.0,0.0,2,0,4.0,2,1.4142135623730951,2.302585092994046,Typ,0.0,0.0,Detchd,4.0,1.0,440.0,1.0,1.0,27.0,0.0,4.110873864173311,1.74525954872198,0.0,0.0,0,None,None,None,0.0,4.0,2006,WD,Normal,2.0,5.153291594497779,7.989221408815276,96.0
248,20,RL,4.330733340286331,9.33353098253138,Pave,None,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6.0,2.23606797749979,1954.0,1954.0,Hip,CompShg,Wd Sdng,BrkFace,None,0.0,1.7320508075688772,1.7320508075688772,CBlock,9.0,9.0,1.0,1.0,0.0,1.0,0.0,1367.0,1367.0,GasA,125.0,Y,SBrkr,7.226936018493289,0.0,0.0,7.226936018493289,0.0,0.0,1,0,2.0,1,1.7320508075688772,1.791759469228055,Typ,0.6931471805599453,1.7320508075688772,Attchd,4.0,2.0,451.0,27.0,27.0,27.0,0.0,3.4339872044851463,0.0,0.0,0.0,0,None,None,None,0.0,6.0,2006,WD,Normal,1.0,3.4339872044851463,7.916807490937603,52.0
249,60,RL,4.290459441148391,9.334149657702469,Pave,None,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7.0,2.23606797749979,2003.0,2003.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,4.624972813284271,2.0,1.7320508075688772,PConc,16.0,9.0,1.0,1.0,0.0,1.0,0.0,840.0,840.0,GasA,125.0,Y,SBrkr,6.734591659972948,6.720220155135295,0.0,7.419979923661835,0.0,0.0,2,1,3.0,1,2.0,2.1972245773362196,Typ,0.0,0.0,Attchd,9.0,2.0,500.0,27.0,27.0,27.0,4.976733742420574,4.23410650459726,0.0,0.0,0.0,0,None,None,None,0.0,9.0,2007,WD,Normal,2.5,4.23410650459726,7.827639546366422,4.0
250,50,RL,4.400603020246817,11.976665770490767,Pave,None,IR2,Low,CulDSac,Sev,ClearCr,Norm,Norm,1Fam,1.5Fin,6.0,2.6457513110645907,1958.0,2006.0,Gable,CompShg,Wd Sdng,HdBoard,BrkCmn,6.159095388491933,2.0,1.7320508075688772,CBlock,16.0,9.0,2.0,3.0,6.548219102762372,1.0,0.0,747.0,1444.0,GasA,64.0,Y,SBrkr,7.275864600546533,6.55250788703459,0.0,7.6708948313621175,0.0,1.0,2,0,4.0,1,2.0,2.0794415416798357,Typ,1.0986122886681098,1.7320508075688772,Attchd,16.0,2.0,389.0,27.0,27.0,27.0,0.0,4.59511985013459,0.0,0.0,0.0,0,None,None,Shed,1.9763847732858002,6.0,2007,WD,Normal,2.5,4.59511985013459,8.185628891147607,49.0
251,30,RL,4.02535169073515,8.585038738311304,Pave,None,IR1,Lvl,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,3.0,1.4142135623730951,1940.0,1966.0,Gable,CompShg,Wd Sdng,Plywood,None,0.0,1.7320508075688772,1.0,CBlock,9.0,9.0,1.0,1.0,0.0,1.0,0.0,728.0,728.0,GasA,125.0,Y,SBrkr,7.175489713624222,0.0,0.0,7.175489713624222,0.0,0.0,1,0,3.0,1,1.4142135623730951,1.9459101490553132,Mod,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,27.0,5.575949103146316,0.0,0.0,0.0,0.0,0,None,GdWo,Shed,1.9617085993863232,5.0,2010,WD,Normal,1.0,0.0,7.618251097876695,70.0
252,120,RM,3.8066624897703196,8.46611040118692,Pave,None,IR1,HLS,Inside,Mod,Crawfor,Norm,Norm,TwnhsE,1Story,8.0,2.23606797749979,2006.0,2007.0,Hip,CompShg,VinylSd,VinylSd,Stone,6.1779441140506,2.0,1.7320508075688772,PConc,16.0,9.0,2.0,6.0,7.3613754289773485,1.0,0.0,0.0,1573.0,GasA,125.0,Y,SBrkr,7.3938782901077555,0.0,0.0,7.3938782901077555,1.0,1.0,2,0,2.0,1,2.0,1.791759469228055,Typ,0.6931471805599453,2.0,Attchd,16.0,2.0,538.0,27.0,27.0,27.0,4.820281565605037,0.0,0.0,0.0,1.797899348601363,0,None,None,None,0.0,12.0,2007,WD,Family,3.5,5.0369526024136295,8.070593539949519,1.0
253,60,RL,4.189654742026425,9.032050676295599,Pave,None,IR1,Lvl,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6.0,2.23606797749979,2004.0,2004.0,Gable,CompShg,VinylSd,VinylSd,None,0.0,2.0,1.7320508075688772,PConc,16.0,9.0,1.0,1.0,0.0,1.0,0.0,798.0,798.0,GasA,125.0,Y,SBrkr,6.683360945766275,6.736966958001855,0.0,7.403061091090091,0.0,0.0,2,1,3.0,1,2.0,1.9459101490553132,Typ,0.0,0.0,Attchd,9.0,2.0,520.0,27.0,27.0,27.0,4.9344739331306915,3.828641396489095,0.0,0.0,0.0,0,None,None,None,0.0,12.0,2008,WD,Normal,2.5,3.828641396489095,7.79934339821592,4.0
254,80,RL,4.454347296253507,9.143238568435446,Pave,None,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6.0,2.6457513110645907,1964.0,1991.0,Hip,CompShg,HdBoard,HdBoard,BrkFace,4.6913478822291435,1.7320508075688772,1.7320508075688772,CBlock,16.0,9.0,2.0,2.0,5.602118820879701,2.23606797749979,1.9967052077739862,452.0,1302.0,GasA,125.0,Y,SBrkr,7.172424577124845,0.0,0.0,7.172424577124845,0.0,1.0,2,0,3.0,1,2.0,2.0794415416798357,Min1,0.0,0.0,Attchd,9.0,1.0,309.0,27.0,27.0,27.0,5.811140992976701,0.0,0.0,0.0,0.0,0,None,MnPrv,None,0.0,10.0,2007,CWD,Normal,2.5,0.0,7.865187954187467,43.0
255,20,RL,4.2626798770413155,9.036106025364846,Pave,None,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5.0,2.449489742783178,1957.0,1957.0,Gable,CompShg,MetalSd,MetalSd,None,0.0,1.7320508075688772,2.0,CBlock,9.0,9.0,1.0,3.0,6.827629234502852,1.0,0.0,392.0,1314.0,GasA,27.0,Y,SBrkr,7.181591944611865,0.0,0.0,7.181591944611865,1.0,0.0,1,0,3.0,1,1.7320508075688772,1.791759469228055,Typ,0.0,0.0,Attchd,9.0,1.0,294.0,27.0,27.0,27.0,5.5254529391317835,0.0,0.0,0.0,0.0,0,None,None,None,0.0,6.0,2010,WD,Normal,2.0,0.0,7.874358824729881,53.0
256,60,RL,4.204692619390966,9.075551045627543,Pave,None,IR1,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7.0,2.23606797749979,1999.0,1999.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,5.713732805509369,2.0,1.7320508075688772,PConc,16.0,9.0,1.0,1.0,0.0,1.0,0.0,975.0,975.0,GasA,125.0,Y,SBrkr,6.913737350659685,7.160069207596127,0.0,7.73718007783463,0.0,0.0,2,1,4.0,1,2.0,2.1972245773362196,Typ,0.6931471805599453,1.7320508075688772,BuiltIn,16.0,2.0,429.0,27.0,27.0,27.0,5.262690188904886,0.0,0.0,0.0,0.0,0,None,None,None,0.0,2.0,2006,WD,Normal,2.5,0.0,8.09162741160107,7.0
257,60,FV,4.174387269895637,9.081597496083457,Pave,None,IR1,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,6.0,2.23606797749979,2003.0,2003.0,Gable,CompShg,VinylSd,VinylSd,None,0.0,2.0,1.7320508075688772,PConc,16.0,9.0,1.0,3.0,6.222576268071369,1.0,0.0,361.0,864.0,GasA,125.0,Y,SBrkr,6.762729506931879,6.762729506931879,0.0,7.455298485683291,0.0,0.0,2,1,3.0,1,2.0,2.0794415416798357,Typ,0.0,0.0,Attchd,9.0,2.0,673.0,27.0,27.0,27.0,5.37989735354046,4.04305126783455,0.0,0.0,0.0,0,None,None,None,0.0,5.0,2008,WD,Normal,2.5,4.04305126783455,7.860570785538664,5.0
258,20,RL,4.23410650459726,9.08421009483197,Pave,None,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7.0,2.23606797749979,2006.0,2006.0,Gable,CompShg,VinylSd,VinylSd,Stone,5.198497031265826,2.0,1.7320508075688772,PConc,16.0,9.0,1.0,6.0,7.19668657083435,1.0,0.0,270.0,1604.0,GasA,125.0,Y,SBrkr,7.380879035564116,0.0,0.0,7.380879035564116,1.0,0.0,2,1,3.0,1,2.0,2.1972245773362196,Typ,0.6931471805599453,2.0,Attchd,9.0,2.0,660.0,27.0,27.0,27.0,4.820281565605037,4.709530201312334,0.0,0.0,0.0,0,None,None,None,0.0,3.0,2009,WD,Abnorml,3.5,4.709530201312334,8.073714641109857,3.0
259,60,RL,4.394449154672439,9.428350771178645,Pave,None,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7.0,2.23606797749979,2001.0,2001.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,5.153291594497779,2.0,1.7320508075688772,PConc,16.0,9.0,1.0,6.0,5.8916442118257715,1.0,0.0,602.0,963.0,GasA,125.0,Y,SBrkr,6.871091294610546,6.721425700790643,0.0,7.491645473605133,0.0,0.0,2,1,3.0,1,2.0,2.0794415416798357,Typ,0.6931471805599453,1.7320508075688772,Attchd,9.0,2.0,564.0,27.0,27.0,27.0,0.0,4.574710978503383,0.0,1.8726220769889215,0.0,0,None,None,None,0.0,5.0,2008,WD,Normal,2.5,5.834810737062605,7.9215356321335495,7.0
260,20,RM,4.2626798770413155,9.44959346502346,Pave,None,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5.0,2.23606797749979,1956.0,1956.0,Gable,CompShg,BrkFace,BrkFace,None,0.0,1.7320508075688772,1.7320508075688772,PConc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GasA,64.0,Y,FuseA,6.78332520060396,0.0,0.0,6.78332520060396,0.0,0.0,1,0,2.0,1,1.7320508075688772,1.6094379124341003,Typ,0.0,0.0,Detchd,4.0,1.0,308.0,27.0,27.0,27.0,0.0,3.828641396489095,0.0,0.0,0.0,0,None,None,None,0.0,12.0,2008,WD,Normal,1.0,3.828641396489095,6.78332520060396,52.0
261,80,RL,4.795790545596741,9.867704922396356,Pave,None,Reg,Lvl,Corner,Gtl,NAmes,Other,Norm,1Fam,SLvl,6.0,2.23606797749979,1962.0,1962.0,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,5.991464547107982,1.7320508075688772,1.7320508075688772,CBlock,9.0,9.0,2.0,3.0,6.511745329644728,2.23606797749979,2.0199754438593875,0.0,1362.0,GasA,27.0,Y,SBrkr,7.232010331664759,0.0,0.0,7.232010331664759,1.0,0.0,1,0,3.0,1,1.7320508075688772,1.9459101490553132,Typ,0.6931471805599453,1.7320508075688772,Attchd,4.0,2.0,884.0,27.0,27.0,27.0,0.0,0.0,1.8769258727448193,0.0,0.0,0,None,GdWo,None,0.0,5.0,2009,WD,Normal,2.0,5.53338948872752,7.917536353943631,47.0
262,60,RL,4.248495242049359,9.16837188715368,Pave,None,IR1,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8.0,2.23606797749979,2007.0,2007.0,Gable,CompShg,CemntBd,CmentBd,Stone,5.602118820879701,2.0,1.7320508075688772,PConc,25.0,9.0,1.0,1.0,0.0,1.0,0.0,1482.0,1482.0,GasA,125.0,Y,SBrkr,7.301822342137932,6.996681488176539,0.0,7.853604813097837,0.0,0.0,2,1,3.0,1,2.23606797749979,2.3978952727983707,Typ,0.6931471805599453,2.0,BuiltIn,16.0,3.0,868.0,27.0,27.0,27.0,0.0,5.003946305945459,0.0,0.0,0.0,0,None,None,None,0.0,11.0,2007,New,Partial,2.5,5.003946305945459,8.308199063206446,0.0
263,80,RL,4.48863636973214,9.044521887281242,Pave,None,IR1,Lvl,Corner,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,6.0,2.6457513110645907,1977.0,1995.0,Gable,CompShg,HdBoard,Plywood,BrkFace,3.8501476017100584,1.7320508075688772,1.7320508075688772,CBlock,16.0,16.0,1.7320508075688772,5.0,6.2285110035911835,1.0,0.0,0.0,506.0,GasA,27.0,Y,SBrkr,7.10085190894405,0.0,0.0,7.10085190894405,1.0,0.0,1,0,3.0,1,1.7320508075688772,1.9459101490553132,Typ,0.6931471805599453,1.7320508075688772,Attchd,4.0,2.0,492.0,27.0,27.0,27.0,5.680172609017068,2.5649493574615367,0.0,0.0,0.0,0,None,GdWo,None,0.0,7.0,2006,WD,Normal,2.0,2.5649493574615367,7.449498005382849,29.0
264,50,RM,3.9318256327243257,8.612685172875459,Pave,None,Reg,Lvl,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5.0,2.6457513110645907,1929.0,2001.0,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,1.7320508075688772,1.7320508075688772,BrkTil,9.0,9.0,1.0,2.0,5.459585514144159,2.23606797749979,2.0203587773573926,0.0,926.0,GasA,27.0,Y,SBrkr,6.831953565565855,0.0,1.9414297785949048,7.183111701743281,1.0,0.0,1,0,3.0,1,1.7320508075688772,1.9459101490553132,Typ,0.0,0.0,Detchd,4.0,2.0,484.0,27.0,27.0,27.0,0.0,0.0,0.0,0.0,0.0,0,None,None,None,0.0,4.0,2010,WD,Normal,2.0,0.0,7.52456122628536,81.0
