"","Id","MSZoning","Street","Alley","LotShape","LandContour","Utilities","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","ExterQual","ExterCond","Foundation"
"293",293,4,2,3,1,4,1,5,1,8,3,3,1,1,2,2,14,14,3,3,3,2
"294",294,4,2,3,2,4,1,1,1,17,4,3,1,6,2,2,10,10,2,3,3,2
"295",295,4,2,3,1,4,1,5,1,13,3,3,1,3,4,2,7,7,4,3,3,2
"296",296,4,2,3,2,4,1,2,1,12,3,3,1,8,2,2,7,7,3,3,3,2
"297",297,5,2,3,1,4,1,5,1,10,3,3,1,1,2,2,14,14,3,3,3,2
"298",298,2,2,2,2,4,1,5,1,21,3,3,1,6,4,2,13,13,2,4,3,3
"299",299,4,2,3,1,4,1,5,1,17,3,3,1,6,5,2,7,2,2,4,3,2
"300",300,4,2,3,1,4,1,5,1,7,3,3,1,3,2,2,7,7,3,3,4,2
"301",301,4,2,3,1,4,1,1,1,7,3,3,2,3,4,2,9,9,2,3,3,2
"302",302,4,2,3,4,4,1,5,1,6,3,3,1,6,2,2,13,13,3,4,3,3
"303",303,4,2,3,2,4,1,1,1,6,3,3,1,3,2,2,13,13,2,4,3,3
"304",304,4,2,3,1,4,1,1,1,6,3,3,1,3,2,2,13,13,3,3,3,3
"305",305,5,2,3,1,4,1,5,1,18,3,3,1,4,2,2,6,6,3,3,3,1
"306",306,4,2,3,1,4,1,5,1,6,3,3,1,3,2,2,6,6,4,4,3,3
"307",307,4,2,3,1,4,1,5,1,20,2,3,1,6,2,2,7,10,2,4,3,2
"308",308,5,2,1,2,4,1,5,1,10,1,3,1,1,2,2,9,9,3,3,2,2
"309",309,4,2,3,2,4,1,5,1,8,3,3,1,3,2,2,13,13,3,3,3,2
"310",310,4,2,3,2,4,1,5,1,16,3,3,1,3,2,2,13,13,3,4,3,3
"311",311,4,2,3,2,4,1,5,1,9,3,3,1,6,2,2,7,7,2,3,3,3
"312",312,4,2,3,1,4,1,5,1,13,3,3,1,3,2,2,13,13,3,3,4,2
"313",313,5,2,3,1,4,1,5,1,18,1,3,2,1,2,2,9,9,3,3,3,2
"314",314,4,2,3,4,3,1,5,3,24,3,3,1,3,4,2,4,4,3,3,3,2
"315",315,5,2,1,1,4,1,5,1,18,3,3,1,6,2,2,14,14,3,3,3,1
"316",316,4,2,3,2,4,1,5,1,9,3,3,1,6,2,2,13,13,3,4,3,3
"317",317,4,2,3,2,4,1,1,1,17,3,3,1,6,2,2,6,6,2,4,3,2
"318",318,2,2,3,1,4,1,5,1,21,3,3,1,6,2,2,13,13,3,4,3,3
"319",319,4,2,3,1,3,1,5,2,14,3,3,1,6,2,2,7,7,2,4,3,3
"320",320,4,2,3,1,4,1,5,1,17,3,3,1,8,2,2,10,10,2,3,3,2
"321",321,4,2,3,1,4,1,1,1,16,3,3,1,6,2,2,13,13,4,3,3,3
"322",322,4,2,3,2,4,1,5,1,16,3,3,1,6,2,2,13,13,2,4,3,3
"323",323,4,2,3,2,4,1,5,1,20,3,3,1,6,2,2,10,10,2,4,3,2
"324",324,5,2,3,1,4,1,5,1,18,3,3,1,3,2,2,13,13,3,3,4,2
"325",325,4,2,3,1,4,1,1,1,13,5,3,1,8,5,7,14,14,2,4,4,2
"326",326,5,2,3,1,4,1,5,1,10,6,3,1,2,2,2,9,9,3,3,3,2
"327",327,4,2,3,2,4,1,2,1,25,3,3,5,3,2,2,4,4,3,4,3,3
"328",328,4,2,3,1,4,1,5,1,13,3,3,1,3,4,2,14,14,2,3,3,2
"329",329,4,2,2,2,1,1,5,1,4,5,3,1,5,2,2,14,15,3,3,3,1
"330",330,5,2,3,1,4,1,1,1,10,3,3,1,6,2,2,14,15,3,3,3,3
"331",331,4,2,3,2,4,1,5,1,13,3,3,3,3,2,2,7,7,2,3,3,2
"332",332,4,2,3,1,4,1,5,1,13,3,3,1,3,2,2,14,14,3,3,3,2
"333",333,4,2,3,2,4,1,5,1,16,3,3,1,3,2,2,13,13,2,4,3,3
"334",334,5,2,3,1,4,1,4,1,16,3,3,5,3,2,2,13,13,4,4,3,3
"335",335,4,2,3,2,4,1,5,1,9,3,3,1,6,2,2,13,13,3,3,3,3
"336",336,4,1,3,2,2,1,1,3,24,3,3,2,1,2,2,10,10,3,3,3,2
"337",337,4,2,3,2,2,1,1,1,22,3,3,1,3,4,2,13,13,4,4,3,3
"338",338,4,2,3,1,4,1,5,1,6,3,3,1,3,2,2,13,13,2,4,3,3
"339",339,4,2,3,1,4,1,1,1,17,3,3,1,3,2,2,14,14,3,4,3,2
"340",340,4,2,3,2,4,1,5,1,13,2,3,1,3,4,2,14,14,2,3,3,2
"341",341,4,2,3,1,4,1,5,1,24,3,3,1,6,2,2,13,13,3,4,3,3
"342",342,3,2,3,1,4,1,5,1,20,2,3,1,3,2,2,14,1,3,2,2,2
"343",343,4,2,3,1,4,1,5,1,13,3,3,3,3,2,2,12,12,2,3,3,4
"344",344,4,2,3,2,4,1,5,1,16,3,3,5,3,4,2,9,9,2,5,3,3
"345",345,5,2,3,1,4,1,5,1,11,3,3,5,6,2,2,6,6,3,3,3,2
"346",346,4,2,3,1,4,1,5,1,4,7,3,1,1,2,2,9,9,3,3,3,1
"347",347,4,2,3,2,4,1,2,1,13,3,3,1,3,4,2,9,9,3,3,4,2
"348",348,4,2,3,2,4,1,5,1,13,3,3,1,3,2,2,14,14,2,3,3,2
"349",349,4,2,3,1,4,1,5,1,16,3,3,4,6,2,2,13,15,4,4,3,3
"350",350,4,2,3,3,4,1,5,1,16,3,3,1,6,4,2,6,6,2,5,3,3
"351",351,4,2,3,2,4,1,5,1,16,3,3,5,3,4,2,9,9,2,5,3,3
"352",352,4,2,3,2,3,1,5,2,5,3,3,1,3,2,2,14,14,3,3,3,3
"353",353,4,2,3,1,4,1,5,1,8,1,3,1,1,2,2,13,13,3,3,3,2
"354",354,5,2,3,1,4,1,5,1,18,3,3,1,3,2,2,13,13,3,3,4,1
"355",355,4,2,3,1,1,1,5,1,23,3,3,1,1,2,2,14,9,3,3,3,2
"356",356,4,2,3,3,4,1,5,1,6,3,3,1,3,2,2,13,13,3,4,4,3
"357",357,4,2,3,2,4,1,5,1,9,3,3,1,3,2,2,7,7,2,3,3,3
"358",358,5,2,3,1,4,1,5,1,11,3,3,5,3,2,2,6,6,3,3,3,3
"359",359,4,2,3,2,4,1,5,1,5,3,3,1,8,4,2,14,8,2,3,3,2
"360",360,4,2,3,2,4,1,2,1,14,3,3,1,6,2,2,13,13,2,4,3,3
"361",361,4,2,3,2,4,1,2,1,12,3,3,1,7,2,2,13,13,3,3,3,2
"362",362,4,2,2,1,4,1,5,1,4,3,3,1,1,2,2,9,9,3,3,3,2
"363",363,4,2,3,1,4,1,1,1,8,3,3,1,7,2,2,7,7,2,4,3,4
"364",364,5,2,3,1,4,1,5,1,3,3,3,4,6,2,2,7,7,2,3,3,2
"365",365,4,2,3,2,4,1,3,1,17,3,3,1,6,2,2,7,7,2,3,3,3
"366",366,5,2,3,1,4,1,5,1,10,3,3,1,6,4,2,13,13,3,3,4,2
"367",367,4,2,3,2,4,1,5,1,13,3,3,1,3,2,2,10,10,2,3,3,2
"368",368,4,2,3,2,4,1,1,1,13,3,3,1,8,2,6,10,10,2,3,3,2
"369",369,4,2,3,1,4,1,5,1,13,3,3,1,3,2,2,7,7,2,3,3,3
"370",370,4,2,3,2,4,1,1,1,13,3,3,1,3,2,2,14,14,3,3,4,2
"371",371,4,2,3,2,4,1,5,1,9,3,3,1,6,2,2,13,13,3,3,3,3
"372",372,4,2,3,1,4,1,5,1,5,2,3,1,1,2,2,15,10,3,3,3,2
"373",373,4,2,3,1,4,1,5,1,20,3,3,5,3,2,2,10,10,3,3,3,2
"374",374,4,2,3,1,4,1,5,1,13,3,3,1,3,2,2,9,9,3,3,3,3
"375",375,4,2,3,1,4,1,5,1,6,3,3,1,6,2,2,13,13,3,4,3,3
"376",376,4,2,3,2,3,1,5,3,8,3,3,1,3,2,2,14,14,3,2,2,1
"377",377,4,2,3,2,4,1,2,1,6,3,3,1,7,2,2,13,13,3,4,3,3
"378",378,2,2,3,2,4,1,1,1,21,3,3,1,6,2,2,6,6,3,4,3,3
"379",379,4,2,3,1,4,1,1,1,22,3,3,1,3,4,2,13,13,4,4,3,3
"380",380,4,2,3,2,4,1,5,1,9,7,3,1,6,2,2,13,13,2,3,3,3
"381",381,4,2,2,1,4,1,5,1,23,3,3,1,1,2,2,4,14,3,3,3,1
"382",382,2,2,2,1,4,1,5,1,21,3,3,1,3,2,2,13,13,3,4,3,3
"383",383,4,2,3,2,4,1,5,1,6,3,3,1,6,2,2,13,13,3,4,3,3
"384",384,3,2,3,1,4,1,1,1,20,3,3,1,2,2,2,14,14,3,3,3,1
"385",385,4,2,3,3,3,1,1,2,5,2,3,1,6,2,2,7,7,3,4,3,3
"386",386,4,2,3,1,4,1,5,1,1,3,3,5,3,2,2,13,13,2,4,3,3
"387",387,4,2,3,1,4,1,3,1,8,2,3,1,1,3,2,14,13,3,3,2,3
"388",388,4,2,3,1,4,1,5,1,8,3,3,1,8,4,2,9,9,2,3,3,2
"389",389,4,2,3,2,4,1,2,1,6,3,3,1,3,2,2,13,13,2,4,3,3
"390",390,4,2,3,1,4,1,5,1,16,3,3,1,6,2,2,13,13,4,5,3,3
"391",391,4,2,1,1,4,1,5,1,8,3,3,1,1,2,2,9,9,3,3,3,1
"392",392,4,2,3,2,4,1,2,1,12,3,3,1,6,2,2,13,13,3,3,3,3
"393",393,4,2,3,2,4,1,5,1,13,3,3,1,3,2,2,9,9,3,3,3,4
"394",394,4,2,3,1,4,1,1,1,4,2,3,1,3,2,2,15,15,3,3,3,2
"395",395,4,2,3,1,4,1,5,1,18,3,3,1,1,2,2,9,9,3,3,3,2
"396",396,4,2,3,1,4,1,5,1,8,3,3,1,3,2,2,14,14,3,3,3,2
"397",397,4,2,3,1,3,1,5,1,6,3,3,1,3,4,2,9,9,3,3,3,2
"398",398,4,2,3,1,4,1,5,1,13,5,3,1,6,2,2,13,13,2,3,3,2
"399",399,5,2,3,1,4,1,1,1,10,3,3,1,3,2,2,9,9,3,3,2,1
"400",400,2,2,3,1,4,1,5,1,21,3,3,1,6,2,2,6,6,4,4,3,3
"401",401,4,2,3,3,4,1,5,1,25,3,3,5,3,2,2,4,4,3,4,3,3
"402",402,4,2,3,2,4,1,5,1,6,3,3,1,3,2,2,13,13,3,4,3,3
"403",403,4,2,3,1,4,1,5,1,19,3,3,1,3,2,2,14,14,3,3,3,3
"404",404,4,2,3,1,4,1,1,1,14,3,3,1,6,4,2,13,13,2,4,3,3
"405",405,4,2,3,2,4,1,5,1,9,3,3,1,6,2,2,9,9,3,3,3,3
"406",406,4,2,3,2,4,1,1,1,19,2,3,1,3,2,2,10,10,3,3,3,2
"407",407,4,2,3,1,4,1,5,1,23,3,3,1,1,2,2,9,9,3,3,3,1
"408",408,4,2,3,1,4,1,5,1,7,3,3,1,6,2,2,14,10,3,3,3,1
"409",409,4,2,3,1,4,1,1,1,16,3,3,1,6,2,2,13,13,2,4,3,3
"410",410,2,2,3,1,4,1,5,1,21,3,3,1,6,2,2,13,13,4,4,3,3
"411",411,4,2,3,1,4,1,5,1,8,3,3,1,3,2,2,3,3,3,3,2,2
"412",412,4,2,3,1,1,1,5,1,9,3,3,2,3,4,2,14,14,3,3,3,2
"413",413,2,2,3,3,4,1,5,1,21,3,3,1,3,2,2,9,9,4,5,3,3
"414",414,5,2,1,1,4,1,5,1,18,1,3,1,3,2,2,15,15,3,3,3,2
"415",415,4,2,3,3,4,1,2,1,20,3,3,1,6,2,2,13,13,3,4,3,3
"416",416,4,2,3,2,4,1,5,1,9,3,3,1,3,2,2,13,13,3,4,3,3
"417",417,4,2,3,1,4,1,5,1,19,3,3,1,6,4,2,7,7,2,3,3,2
"418",418,4,2,3,2,4,1,5,1,7,2,3,1,6,4,2,14,12,3,3,3,1
"419",419,4,2,3,1,4,1,5,1,8,3,3,1,1,2,2,9,9,3,3,3,1
"420",420,4,2,3,1,4,1,5,1,13,3,3,1,3,2,2,13,13,3,3,3,2
"421",421,5,2,3,1,4,1,5,1,12,3,3,3,7,2,2,13,13,2,3,4,3
"422",422,4,2,3,2,4,1,3,1,17,3,3,1,3,2,2,6,6,4,4,3,2
"423",423,4,2,3,1,2,1,5,2,12,1,3,1,3,4,2,7,7,3,3,3,2
"424",424,4,2,3,1,4,1,5,1,14,3,3,1,6,2,2,13,13,2,4,3,3
"425",425,4,2,3,1,4,1,5,1,13,3,3,1,3,2,2,14,14,2,3,3,2
"426",426,5,2,1,1,2,1,5,1,18,3,3,1,6,2,2,7,7,3,3,4,2
"427",427,4,2,3,1,3,1,5,2,20,3,3,1,8,2,2,14,14,2,4,3,3
"428",428,4,2,3,2,4,1,5,1,13,3,3,1,3,4,2,9,9,3,3,3,2
"429",429,4,2,3,1,4,1,5,1,6,3,3,1,3,2,2,13,13,2,4,3,3
"430",430,4,2,3,2,4,1,1,1,24,3,3,1,3,2,2,7,7,3,3,3,2
"431",431,5,2,3,1,4,1,5,1,3,3,3,4,6,2,2,7,7,2,3,3,2
"432",432,5,2,3,2,1,1,5,1,18,2,3,1,1,2,2,9,9,3,3,3,1
"433",433,5,2,3,1,4,1,5,1,3,3,3,5,6,2,2,7,7,2,3,3,2
"434",434,4,2,3,2,4,1,1,1,9,3,3,1,6,2,2,13,13,3,3,3,3
"435",435,5,2,3,1,4,1,5,1,11,3,3,4,7,2,2,6,6,3,3,4,2
"436",436,4,2,3,3,4,1,2,1,6,5,3,1,6,2,2,13,13,3,4,3,3
"437",437,5,2,3,1,4,1,5,1,18,3,3,1,1,2,2,12,12,3,3,3,1
"438",438,5,2,3,1,4,1,5,1,4,3,3,1,2,2,2,14,14,3,4,3,3
"439",439,4,2,3,1,4,1,5,1,7,3,3,1,3,2,2,15,12,3,3,3,3
"440",440,4,2,1,1,4,1,1,1,8,3,3,1,1,2,2,14,14,3,3,3,1
"441",441,4,2,3,1,4,1,5,1,16,3,3,1,3,4,2,13,13,4,5,3,3
"442",442,4,2,3,1,4,1,5,1,8,3,3,3,3,2,2,13,13,2,3,3,2
"443",443,5,2,3,1,4,1,5,1,4,3,3,1,1,2,2,9,9,3,3,3,3
"444",444,4,2,3,1,4,1,5,1,1,3,3,5,3,2,2,15,15,2,4,3,3
"445",445,4,2,3,1,4,1,5,1,6,3,3,1,6,2,2,13,13,3,4,4,3
"446",446,4,2,3,1,4,1,1,1,8,3,3,1,3,4,2,14,14,3,3,3,2
"447",447,4,2,3,2,4,1,1,1,13,4,3,1,3,2,2,4,10,3,4,3,2
"448",448,4,2,3,2,4,1,1,1,9,3,3,1,6,2,2,13,13,3,4,3,3
"449",449,5,2,3,1,1,1,5,1,10,3,3,1,1,2,2,9,9,3,3,3,1
"450",450,5,2,3,1,4,1,5,1,18,3,3,1,1,2,2,9,9,3,3,4,2
"451",451,5,2,3,1,4,1,5,1,18,3,3,1,3,4,2,14,14,3,3,3,1
"452",452,4,2,3,2,3,1,5,2,5,3,3,1,3,2,8,10,10,3,3,3,2
"453",453,4,2,3,2,4,1,1,1,24,3,3,1,6,4,2,13,13,2,4,3,3
"454",454,2,2,3,1,4,1,5,1,21,3,3,1,6,2,2,13,13,3,4,3,3
"455",455,4,2,3,1,4,1,5,1,12,3,3,3,3,2,2,10,10,3,3,3,2
"456",456,4,2,3,1,4,1,5,1,17,3,3,1,3,4,2,7,7,2,3,3,2
"457",457,5,2,1,1,4,1,5,1,18,3,3,1,6,2,2,1,1,3,3,3,1
"458",458,4,2,3,2,3,1,2,2,5,3,3,1,3,1,6,10,10,3,3,3,2
"459",459,5,2,1,1,4,1,5,1,18,3,3,1,6,4,2,12,15,3,3,4,3
"460",460,4,2,3,2,1,1,1,1,4,3,3,1,1,2,2,9,9,1,3,3,2
"461",461,2,2,3,2,4,1,5,1,21,7,3,1,6,2,2,13,13,4,4,3,3
"462",462,4,2,3,1,4,1,5,1,23,2,3,1,6,2,2,14,14,3,4,4,3
"463",463,4,2,3,2,4,1,5,1,19,3,3,1,3,2,2,9,9,3,3,3,2
"464",464,4,2,3,2,2,1,5,2,7,3,3,1,6,4,2,12,12,3,3,3,2
"465",465,4,2,3,1,2,1,5,2,6,3,3,1,3,2,2,7,7,2,3,3,2
"466",466,5,2,3,1,4,1,5,1,1,3,3,5,3,4,2,13,13,2,4,3,3
"467",467,4,2,3,1,4,1,5,1,13,3,3,1,3,1,6,10,10,3,3,4,2
"468",468,4,2,3,1,4,1,5,1,13,1,3,1,6,2,2,9,9,4,3,3,2
"469",469,4,2,3,2,4,1,5,1,16,3,3,1,3,2,2,13,13,4,4,3,3
"470",470,4,2,3,2,4,1,1,1,20,8,3,1,6,2,2,7,7,2,4,3,3
"471",471,4,2,3,2,4,1,1,1,22,3,3,5,3,2,2,7,7,3,4,3,3
"472",472,4,2,3,1,4,1,5,1,17,4,3,1,6,5,7,15,10,3,3,3,2
"473",473,5,2,3,1,4,1,5,1,8,3,3,5,8,2,2,13,13,2,3,3,3
"474",474,4,2,3,2,4,1,5,1,16,3,3,1,3,2,2,13,13,2,4,3,3
"475",475,4,2,3,1,4,1,5,1,22,3,3,5,3,2,2,6,6,3,4,3,3
"476",476,4,2,3,1,4,1,1,1,19,3,3,1,3,4,2,7,7,3,3,3,2
"477",477,4,2,3,1,4,1,5,2,6,3,3,1,3,2,2,13,13,2,3,3,3
"478",478,4,2,3,1,4,1,5,1,16,3,3,1,6,4,2,13,13,2,5,3,3
"479",479,4,2,3,1,4,1,5,1,6,3,3,1,3,4,2,13,13,4,4,3,3
"480",480,5,2,3,1,1,1,5,1,18,3,3,1,3,4,2,12,12,1,3,3,1
"481",481,4,2,3,2,4,1,3,1,16,3,3,1,3,4,2,13,13,2,4,3,3
"482",482,4,2,3,2,2,1,5,1,16,3,3,1,3,4,2,13,13,2,4,3,3
"483",483,5,2,2,1,4,1,1,1,18,3,3,1,6,2,2,12,12,3,4,3,3
"484",484,5,2,3,1,4,1,3,1,12,3,3,4,3,4,2,13,13,2,3,3,3
"485",485,4,2,3,2,4,1,1,1,19,3,3,1,3,2,2,7,10,3,3,4,2
"486",486,4,2,3,1,4,1,5,1,13,3,3,1,3,2,2,9,9,3,4,3,2
"487",487,4,2,3,1,4,1,5,1,13,3,3,1,3,4,2,9,9,2,3,3,2
"488",488,4,2,3,2,4,1,5,1,17,3,3,1,3,2,2,10,10,3,3,3,2
"489",489,4,2,3,1,4,1,1,1,18,3,3,2,1,2,2,14,14,3,3,2,2
"490",490,5,2,3,1,4,1,5,1,11,3,3,4,7,2,2,6,6,3,3,4,2
"491",491,5,2,3,1,4,1,5,1,11,3,3,5,6,2,2,6,6,3,3,3,3
"492",492,4,2,3,1,4,1,5,1,13,1,3,1,1,2,2,14,14,3,3,3,2
"493",493,4,2,3,2,4,1,1,1,9,3,3,1,6,2,2,13,13,3,4,3,3
"494",494,4,2,3,1,4,1,5,1,13,3,3,1,3,2,2,4,14,3,3,3,2
"495",495,5,2,3,1,4,1,5,1,18,1,3,1,3,2,2,9,9,3,3,3,1
"496",496,1,2,3,1,4,1,5,1,10,3,3,1,3,2,2,14,14,3,3,3,2
"497",497,4,2,3,2,4,1,5,1,14,3,3,1,3,4,2,4,4,3,4,3,3
"498",498,4,2,2,1,4,1,5,1,4,3,3,1,1,2,2,14,14,3,3,4,3
"499",499,4,2,3,1,4,1,5,1,19,3,3,1,3,4,2,7,7,2,3,3,3
"500",500,4,2,3,2,4,1,5,1,13,3,3,1,3,2,2,9,9,3,3,3,2
"501",501,5,2,3,1,4,1,5,1,3,3,3,4,6,2,2,7,7,2,3,3,2
"502",502,2,2,3,1,4,1,5,1,21,3,3,1,6,2,2,13,13,3,4,3,3
"503",503,4,2,3,1,4,1,1,1,8,2,3,1,3,4,2,9,9,3,3,3,2
"504",504,4,2,3,2,4,1,5,1,7,3,3,1,3,2,2,4,14,3,3,3,2
"505",505,4,2,3,1,4,1,5,1,15,3,3,5,6,2,2,10,3,3,3,3,2
"506",506,5,2,1,1,4,1,5,1,18,1,3,3,6,4,2,14,14,2,3,3,2
"507",507,4,2,3,2,4,1,5,1,20,3,3,1,6,2,2,13,13,2,4,3,3
"508",508,2,2,3,2,4,1,5,1,21,3,3,1,3,2,2,13,13,3,4,3,3
"509",509,5,2,3,1,4,1,5,1,18,3,3,1,6,3,2,9,9,3,3,5,1
"510",510,4,2,3,1,4,1,1,1,13,3,3,1,3,2,2,9,9,2,3,3,2
"511",511,4,2,3,1,4,1,5,1,13,3,3,1,3,4,2,14,14,1,4,3,2
"512",512,4,2,3,2,4,1,5,1,16,3,3,5,3,2,2,13,13,4,4,3,3
"513",513,4,2,3,1,4,1,1,1,13,2,3,1,3,2,2,13,13,3,3,3,2
"514",514,4,2,3,1,1,1,1,1,12,3,3,1,3,2,2,13,13,3,3,4,3
"515",515,4,2,3,1,4,1,5,1,7,3,3,1,2,2,2,14,14,3,3,3,1
"516",516,4,2,3,1,4,1,5,1,16,3,3,1,3,4,2,6,6,2,5,3,2
"517",517,4,2,3,2,4,1,1,1,17,3,3,1,8,2,2,7,7,2,3,3,2
"518",518,4,2,3,2,4,1,5,1,14,3,3,1,6,2,2,13,13,2,4,3,3
"519",519,4,2,3,2,4,1,2,1,6,3,3,1,6,2,2,13,13,3,3,3,3
"520",520,4,2,3,1,4,1,5,1,7,3,3,1,6,3,2,9,9,3,4,3,1
"521",521,4,2,1,1,4,1,5,1,18,3,3,2,6,2,2,9,9,3,3,3,1
"522",522,4,2,3,2,4,1,1,1,13,2,3,1,3,2,2,13,13,3,3,3,2
"523",523,5,2,3,1,4,1,1,1,4,2,3,1,1,2,2,6,6,3,3,4,2
"524",524,4,2,3,2,1,1,5,1,8,5,5,1,6,4,2,6,6,4,5,3,3
"525",525,4,2,3,2,4,1,5,1,14,3,3,1,6,2,2,13,13,2,4,3,3
"526",526,2,2,2,1,4,1,5,1,21,3,3,1,3,2,2,13,13,3,4,3,3
"527",527,4,2,3,1,4,1,5,1,13,3,3,1,3,4,2,14,14,3,3,3,2
"528",528,4,2,3,2,4,1,5,1,16,3,3,1,6,4,2,13,13,4,5,3,3
"529",529,4,2,3,2,4,1,5,1,8,3,3,1,3,2,2,14,14,3,3,3,1
"530",530,4,2,3,2,4,1,2,1,7,3,3,1,3,4,2,14,11,3,4,3,3
"531",531,4,2,3,1,4,1,5,1,24,3,3,1,8,2,2,7,7,2,4,3,2
"532",532,5,2,3,2,4,1,4,1,4,9,2,1,6,2,2,14,14,3,3,3,1
"533",533,4,2,3,1,4,1,5,1,13,3,3,1,3,2,2,13,13,3,3,3,4
"534",534,4,2,3,1,3,1,5,2,4,3,3,1,3,2,2,13,13,3,2,2,4
"535",535,4,2,3,2,4,1,5,1,9,3,3,1,6,2,2,13,13,3,4,3,3
"536",536,4,2,3,1,4,1,5,1,8,3,3,2,6,2,2,9,9,3,3,3,2
"537",537,4,2,3,2,4,1,2,1,6,3,3,1,6,2,2,13,13,3,3,3,3
"538",538,4,2,3,2,4,1,3,1,13,3,3,1,3,4,2,9,9,3,3,3,2
"539",539,4,2,3,2,4,1,5,1,19,3,3,1,3,4,2,10,10,2,3,3,2
"540",540,4,2,3,1,4,1,5,1,6,3,3,1,3,2,2,13,13,2,4,3,3
"541",541,4,2,3,1,4,1,5,1,24,3,3,1,3,4,2,13,13,2,5,3,3
"542",542,4,2,3,1,4,1,3,1,14,3,3,1,6,2,2,13,13,2,4,3,3
"543",543,4,2,3,1,4,1,5,1,17,7,3,1,3,4,2,13,13,3,4,3,3
"544",544,3,2,3,1,4,1,5,1,13,3,3,5,7,2,2,9,9,2,3,3,3
"545",545,4,2,3,2,4,1,5,1,9,3,3,1,6,2,2,13,13,3,4,3,3
"546",546,4,2,3,2,4,1,1,1,17,3,3,1,1,2,2,7,7,2,4,4,3
"547",547,4,2,3,2,1,1,5,1,4,3,3,1,1,2,2,4,14,3,3,3,1
"548",548,4,2,3,1,4,1,5,1,12,3,3,1,7,2,2,13,13,3,3,4,2
"549",549,5,2,3,2,2,1,5,1,18,2,8,1,3,2,2,9,9,3,3,4,2
"550",550,2,2,3,1,4,1,5,1,21,3,3,1,6,2,2,13,13,3,4,3,3
"551",551,4,2,3,1,4,1,5,1,15,3,3,5,3,2,2,10,10,3,3,3,2
"552",552,5,2,3,1,4,1,5,1,18,3,3,1,3,4,2,4,4,3,3,3,2
"553",553,4,2,3,2,4,1,5,1,16,3,3,1,3,2,2,13,13,4,4,3,3
"554",554,4,2,3,1,4,1,5,1,8,2,3,1,3,2,2,13,13,3,3,3,2
"555",555,4,2,3,1,4,1,5,1,16,3,3,1,6,2,2,13,13,2,4,3,3
"556",556,5,2,3,1,4,1,5,1,4,3,3,1,2,2,2,9,9,3,3,3,1
"557",557,4,2,3,2,4,1,5,1,13,3,3,1,3,2,2,14,14,3,3,3,2
"558",558,1,2,3,1,3,1,5,2,10,3,3,1,1,2,2,9,9,3,3,3,2
"559",559,4,2,3,3,2,1,3,1,9,3,3,1,6,2,2,7,7,3,3,3,3
"560",560,4,2,3,1,4,1,5,1,1,3,3,5,3,2,2,13,13,2,4,3,3
"561",561,4,2,3,2,4,1,5,1,19,3,3,1,3,4,2,14,14,2,3,3,2
"562",562,4,2,3,1,4,1,5,2,12,3,3,1,3,2,2,7,7,3,3,3,2
"563",563,4,2,3,1,4,1,5,1,8,3,3,1,3,2,2,15,15,3,3,3,2
"564",564,4,2,3,1,4,1,5,1,8,3,3,1,1,2,2,14,14,3,3,3,1
"565",565,4,2,3,2,4,1,2,1,14,3,3,1,6,2,2,7,7,3,4,3,3
"566",566,4,2,3,1,1,1,1,1,23,3,3,1,6,2,2,14,14,3,3,3,3
"567",567,4,2,3,2,4,1,5,1,22,3,3,1,6,4,2,13,13,2,4,3,3
"568",568,4,2,3,2,4,1,5,1,16,3,3,1,3,2,2,13,13,2,4,3,3
"569",569,4,2,3,2,3,1,5,2,20,3,3,1,1,2,2,14,14,3,4,3,2
"570",570,4,2,3,2,4,1,1,1,13,3,3,3,7,2,2,9,9,3,3,3,2
"571",571,4,2,3,2,4,1,5,1,13,3,3,3,3,2,2,7,7,2,3,3,2
"572",572,4,2,3,1,4,1,5,1,13,3,3,1,3,2,2,15,15,2,3,3,2
"573",573,4,2,3,2,2,1,1,1,24,3,3,1,6,2,2,13,13,3,3,3,3
"574",574,4,2,3,2,4,1,5,1,9,3,3,1,8,2,2,13,13,3,3,3,3
"575",575,4,2,3,1,4,1,3,1,13,3,3,1,8,3,2,9,2,2,3,3,2
"576",576,4,2,3,1,4,1,5,1,13,3,3,1,1,2,2,9,9,3,3,3,2
"577",577,4,2,3,1,4,1,5,1,23,3,3,1,1,2,2,14,14,3,3,3,1
"578",578,4,2,3,2,4,1,5,1,19,3,3,1,8,2,2,13,13,2,3,3,2
"579",579,2,2,2,1,4,1,1,1,21,3,3,5,6,2,2,13,13,3,4,3,3
"580",580,5,2,1,1,4,1,5,1,18,3,3,1,1,2,2,9,9,2,3,3,1
"581",581,4,2,3,2,4,1,2,1,13,3,3,1,3,2,2,14,14,2,3,3,2
"582",582,4,2,3,1,4,1,5,1,16,3,3,1,3,4,2,13,13,2,5,3,3
"583",583,4,1,3,1,4,1,5,1,8,3,3,3,7,2,2,7,7,2,3,4,2
"584",584,5,2,3,1,4,1,5,1,18,1,4,1,5,2,2,14,14,3,5,5,1
"585",585,5,2,3,1,4,1,5,1,4,3,3,1,1,2,2,1,1,3,3,3,1
"586",586,4,2,3,1,4,1,5,1,24,3,3,1,3,4,2,13,13,2,4,3,3
"587",587,4,2,3,1,4,1,5,1,4,7,3,1,3,2,2,12,15,3,3,4,1
