,Id,MSSubClass,LotFrontage,LotArea,OverallQual,OverallCond,MasVnrArea,ExterQual,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,LowQualFinSF,GrLivArea,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageArea,WoodDeckSF,MiscVal,MoSold,SalePrice,SalePrice_log,TotalSF,Age,TotPorchSF,TotBaths,TotCarGarage,Has2ndFl,HasPorch,HasDeck,HasPool,HasIrregularLotShape,HasLandSlope,FoundationType,HasStoneMas,NeighborhoodType
369,370,20,70.04995836802665,9830,5,7,0.0,TA,72,258,733,1063,1287,0,1287,3,1,7,1,1997.0,576,364,0,3,162000,11.99535161421452,2350,4,199,2.0,0,0,1,1,0,1,0,1,0,1
370,371,60,70.04995836802665,8121,6,5,0.0,TA,0,0,953,953,953,0,1664,3,1,7,1,2000.0,460,100,0,1,172400,12.05757263721173,2617,6,40,2.5,0,1,1,1,0,1,0,2,0,1
371,372,50,80.0,17120,4,4,0.0,TA,0,0,0,0,1120,0,1588,4,1,7,1,1991.0,680,0,0,7,134432,11.808813773969108,1588,49,59,2.0,0,1,1,0,0,0,0,1,0,1
372,373,120,50.0,7175,6,5,0.0,TA,623,121,0,744,752,0,752,2,1,4,0,1984.0,264,353,0,2,125000,11.736069016284437,1496,26,90,2.0,0,0,1,1,0,0,0,1,0,1
373,374,20,79.0,10634,5,6,0.0,TA,428,180,0,608,1319,0,1319,3,1,5,0,1953.0,270,66,0,11,123000,11.719939634354555,1927,56,0,2.0,0,0,0,1,0,0,0,2,0,1
374,375,60,65.0,8200,7,5,0.0,Gd,0,0,847,847,847,0,1928,4,1,8,1,2003.0,434,100,0,7,219500,12.299107511497363,2775,3,48,2.5,0,1,1,1,0,0,0,2,0,1
375,376,30,70.04995836802665,10020,1,1,0.0,Fa,350,0,333,683,904,0,904,1,1,4,0,,0,0,0,3,61000,11.018629143155449,1587,59,0,1.5,0,0,0,0,0,1,1,0,0,1
376,377,85,57.0,8846,5,5,0.0,Gd,298,0,572,870,914,0,914,2,1,5,0,1998.0,576,0,0,7,148000,11.904967552746252,1784,10,0,1.0,0,0,0,0,0,1,0,2,0,1
377,378,60,102.0,11143,8,5,0.0,Gd,0,0,1580,1580,1580,0,2466,4,1,8,1,2004.0,610,159,0,12,340000,12.736700896592344,4046,2,214,3.0,0,1,1,1,0,1,0,2,0,1
378,379,20,88.0,11394,9,2,350.0,Gd,1445,0,411,1856,1856,0,1856,1,1,8,1,2010.0,834,113,0,6,394432,12.885202034321916,3712,0,0,2.5,3,0,0,1,0,0,0,2,1,2
379,380,60,60.0,8123,6,5,16.0,TA,0,0,982,982,1007,0,1800,3,1,7,1,2000.0,463,100,0,6,179000,12.095141084822892,2782,9,63,2.5,0,1,1,1,0,1,0,2,0,1
380,381,50,50.0,5000,5,6,0.0,TA,218,0,808,1026,1026,0,1691,3,1,6,1,1924.0,308,0,0,5,127000,11.751942365440728,2717,60,242,2.0,0,1,1,0,0,0,0,0,0,1
381,382,20,60.0,7200,7,5,0.0,Gd,0,0,1293,1293,1301,0,1301,2,1,5,1,2006.0,572,216,0,8,187750,12.142866569626381,2594,0,121,3.0,0,0,1,1,0,0,0,2,0,1
382,383,60,79.0,9245,7,5,0.0,Gd,0,0,939,939,939,0,1797,3,1,8,0,2006.0,639,144,0,4,213500,12.271392111650817,2736,1,53,2.5,0,1,1,1,0,1,0,2,0,1
383,384,45,60.0,9000,6,3,0.0,TA,0,0,784,784,784,0,784,2,1,5,0,1950.0,360,0,0,10,76000,11.238488619268468,1568,59,91,1.0,0,0,1,0,0,0,0,0,0,1
384,385,60,70.04995836802665,53107,6,5,0.0,Gd,985,0,595,1580,1079,0,1953,3,1,9,2,1992.0,501,216,0,6,240000,12.388394202324129,3533,15,231,3.5,0,1,1,1,0,1,1,2,0,1
385,386,120,43.0,3182,8,5,16.0,Gd,24,0,1232,1256,1269,0,1269,2,1,6,1,2004.0,430,146,0,4,192000,12.165250651009918,2525,5,164,2.0,0,0,1,1,0,0,0,2,0,1
386,387,50,58.0,8410,5,3,0.0,TA,0,0,658,658,658,0,1184,5,1,8,0,,0,0,0,5,81000,11.302204433654575,1842,10,151,1.0,0,1,1,0,0,0,0,2,0,1
387,388,80,72.0,7200,6,6,255.0,TA,631,0,410,1041,1125,0,1125,3,1,6,1,1977.0,352,296,0,10,125000,11.736069016284437,2166,33,0,2.0,0,0,0,1,0,0,0,1,0,1
388,389,20,93.0,9382,7,5,125.0,Gd,0,0,1468,1468,1479,0,1479,3,1,6,0,1999.0,577,120,0,7,191000,12.160028707028767,2947,8,25,2.0,0,0,1,1,0,1,0,2,0,1
389,390,60,96.0,12474,10,5,272.0,Ex,1280,0,402,1682,1742,0,2332,3,1,9,1,2008.0,846,196,0,8,426000,12.962194625251508,4014,0,134,3.5,3,1,1,1,0,0,0,2,1,2
390,391,50,50.0,8405,5,8,0.0,TA,241,391,229,861,961,0,1367,4,1,7,0,1978.0,384,0,0,4,119000,11.686878772093667,2228,58,242,2.0,0,1,1,0,0,0,0,0,0,1
391,392,60,71.0,12209,6,5,0.0,TA,690,0,114,804,804,0,1961,3,1,7,1,2001.0,560,125,0,6,215000,12.2783933071098,2765,7,192,3.5,0,1,1,1,0,1,0,2,0,1
392,393,20,70.04995836802665,8339,5,7,0.0,TA,0,0,0,0,882,0,882,3,1,5,0,1959.0,294,0,1200,7,106500,11.575900264131617,882,48,0,1.0,0,0,0,0,0,1,0,0,0,1
393,394,30,70.04995836802665,7446,4,5,0.0,TA,266,0,522,788,788,0,788,2,1,4,2,,0,0,0,4,100000,11.512925464970229,1576,56,0,1.0,0,0,0,0,0,0,0,1,0,1
394,395,50,60.0,10134,5,6,0.0,TA,0,0,735,735,735,0,1034,2,1,5,0,1940.0,240,0,0,7,109000,11.59910316121128,1769,57,39,1.0,0,1,1,0,0,0,0,1,0,1
395,396,20,68.0,9571,5,6,0.0,TA,739,0,405,1144,1144,0,1144,3,1,6,0,1956.0,596,44,0,6,129000,11.76756768334381,2288,54,0,2.0,0,0,0,1,0,0,0,1,0,1
396,397,20,60.0,7200,5,5,0.0,TA,777,0,117,894,894,0,894,2,1,6,0,1985.0,600,215,0,9,123000,11.719939634354555,1788,37,0,1.0,0,0,0,1,0,0,0,1,0,1
397,398,60,69.0,7590,5,5,288.0,TA,540,0,324,864,876,0,1812,4,1,8,1,1962.0,264,0,0,7,169500,12.040608205802641,2676,45,168,2.0,0,1,1,0,0,0,0,1,0,1
398,399,30,60.0,8967,5,2,0.0,TA,0,0,961,961,1077,0,1077,2,1,6,0,1920.0,338,0,0,11,67000,11.112447898373103,2038,57,0,1.0,0,0,0,0,0,0,0,0,0,0
399,400,60,65.0,8125,7,5,100.0,Gd,812,0,280,1092,1112,0,1550,2,1,7,0,2007.0,438,0,0,10,241000,12.392552212472792,2642,2,168,3.0,0,1,1,0,0,0,0,2,1,1
400,401,120,38.0,14963,8,5,0.0,Gd,786,0,474,1260,1288,0,1288,1,1,4,2,1996.0,500,120,0,12,245500,12.411052226216713,2548,12,254,2.5,0,0,1,1,0,1,0,2,0,1
401,402,20,65.0,8767,7,5,0.0,Gd,24,0,1286,1310,1310,0,1310,3,1,6,1,2005.0,400,0,0,7,164990,12.01364014498549,2620,1,0,2.0,0,0,0,0,0,1,0,2,0,1
402,403,30,60.0,10200,5,8,0.0,TA,0,0,672,672,672,0,672,2,1,4,0,1940.0,240,168,0,8,108000,11.589886506106357,1344,11,0,1.0,0,0,0,1,0,0,0,2,0,1
403,404,60,93.0,12090,8,5,650.0,Gd,0,0,1141,1141,1165,0,2263,4,1,10,1,1998.0,420,144,0,7,258000,12.460714863903755,3404,8,123,2.5,0,1,1,1,0,0,0,2,0,2
404,405,60,70.04995836802665,10364,6,5,0.0,TA,0,0,806,806,806,0,1572,3,1,7,1,1995.0,373,0,0,5,168000,12.031719258385396,2378,11,40,2.5,0,1,1,0,0,1,0,2,0,1
405,406,20,70.04995836802665,9991,4,4,0.0,TA,1116,0,165,1281,1620,0,1620,3,1,8,1,1993.0,490,120,0,6,150000,11.918390573078392,2901,16,78,3.0,0,0,1,1,0,1,0,1,0,1
406,407,50,51.0,10480,6,5,0.0,TA,0,0,1064,1064,1166,473,1639,3,1,6,0,1936.0,240,0,0,3,115000,11.652687407345388,2703,58,0,1.0,0,0,0,0,0,0,0,0,0,1
407,408,70,63.0,15576,6,7,0.0,TA,0,0,840,840,840,0,1680,4,1,8,0,1960.0,308,0,0,3,177000,12.083905011555967,2520,32,160,2.0,0,1,1,0,0,0,0,0,0,1
408,409,60,109.0,14154,7,5,350.0,Gd,0,0,1063,1063,1071,0,2172,3,1,9,1,2006.0,947,192,0,8,280000,12.542544882151386,3235,1,62,2.5,3,1,1,1,0,0,0,2,0,2
409,410,60,85.0,10800,8,5,100.0,Gd,789,0,245,1034,1050,0,2078,3,1,8,1,2008.0,836,0,0,4,339750,12.73596533201339,3112,0,102,3.5,3,1,1,0,0,0,0,2,1,1
410,411,20,68.0,9571,5,3,0.0,TA,0,0,1276,1276,1276,0,1276,3,1,5,0,1958.0,350,0,0,6,60000,11.002099841204238,2552,51,0,1.0,0,0,0,0,0,0,0,1,0,1
411,412,190,100.0,34650,5,5,0.0,TA,1056,0,0,1056,1056,0,1056,3,1,5,0,1955.0,572,264,0,1,145000,11.884489021402711,2112,51,0,2.0,0,0,0,1,0,0,0,1,0,1
412,413,20,70.04995836802665,4403,7,5,432.0,Ex,578,0,892,1470,1478,0,1478,2,1,7,1,2009.0,484,0,0,6,222000,12.310432660854417,2948,1,144,3.5,0,0,1,0,0,1,0,2,1,1
413,414,30,56.0,8960,5,6,0.0,TA,0,0,1008,1008,1028,0,1028,2,1,5,1,1927.0,360,0,0,3,115000,11.652687407345388,2036,60,130,1.0,0,0,1,0,0,0,0,1,0,1
414,415,60,59.0,11228,7,5,0.0,Gd,50,531,499,1080,1080,0,2097,3,1,9,1,1993.0,678,196,0,12,228000,12.337100907936577,3177,15,187,3.0,3,1,1,1,0,1,0,2,0,1
415,416,20,73.0,8899,7,5,0.0,Gd,24,0,1316,1340,1340,0,1340,3,1,6,0,2007.0,396,100,0,8,181134,12.106992367829498,2680,0,30,2.0,0,0,1,1,0,1,0,2,0,1
416,417,60,74.0,7844,6,7,203.0,TA,209,0,463,672,672,0,1400,3,1,6,1,1978.0,440,0,0,3,149500,11.915051671812877,2072,28,0,1.5,0,1,0,0,0,0,0,1,0,1
417,418,70,86.0,22420,6,6,0.0,TA,1128,0,242,1370,1370,0,2624,4,1,10,1,1918.0,864,0,0,11,239000,12.384218830913648,3994,57,0,3.5,3,1,0,0,0,1,0,0,0,1
418,419,50,60.0,8160,5,6,0.0,TA,312,0,444,756,756,0,1134,3,1,7,0,1940.0,240,0,0,4,126000,11.744037185933616,1890,57,0,2.5,0,1,0,0,0,0,0,0,0,1
419,420,20,65.0,8450,5,6,0.0,TA,775,0,281,1056,1056,0,1056,3,1,6,1,1968.0,304,0,0,7,142000,11.863582336583399,2112,42,269,2.0,0,0,1,0,0,0,0,1,0,1
420,421,90,78.0,7060,7,5,200.0,TA,1309,0,35,1344,1344,0,1344,2,2,8,0,1997.0,784,0,0,11,206300,12.237086699059343,2688,10,0,4.0,3,0,0,0,0,0,0,2,0,1
421,422,20,70.04995836802665,16635,6,7,126.0,Gd,1246,0,356,1602,1602,0,1602,3,1,8,1,1977.0,529,240,0,6,215000,12.2783933071098,3204,9,0,2.5,0,0,0,1,0,1,0,1,1,1
422,423,20,100.0,21750,5,5,0.0,TA,0,0,988,988,988,0,988,2,1,4,0,1954.0,520,0,0,2,113000,11.635143097694478,1976,54,0,1.0,0,0,0,0,0,0,1,1,0,1
423,424,60,80.0,9200,8,5,473.0,Gd,986,0,484,1470,1470,0,2630,4,1,8,1,1998.0,696,0,0,6,315000,12.66032791780777,4100,10,66,3.5,3,1,1,0,0,0,0,2,0,2
424,425,20,72.0,9000,6,5,74.0,TA,616,0,580,1196,1196,0,1196,2,1,6,1,1956.0,297,0,0,5,139000,11.842229212112828,2392,52,44,2.0,0,0,1,0,0,0,0,1,0,1
425,426,60,60.0,3378,7,8,0.0,TA,0,0,651,651,707,0,1389,3,1,6,2,1947.0,240,0,0,9,135000,11.813030057420567,2040,17,126,1.5,0,1,1,0,0,0,0,1,0,1
426,427,80,70.04995836802665,12800,7,5,145.0,Gd,1518,0,0,1518,1644,0,1644,2,1,5,1,1989.0,569,80,0,8,275000,12.524526376648708,3162,20,396,3.5,0,0,1,1,0,0,1,2,0,1
427,428,20,77.0,8593,4,6,0.0,TA,288,0,619,907,907,0,907,3,1,5,0,1964.0,352,0,0,7,109008,11.59917655301345,1814,51,0,1.0,0,0,0,0,0,1,0,1,0,1
428,429,20,64.0,6762,7,5,108.0,Gd,664,0,544,1208,1208,0,1208,2,1,6,0,2007.0,628,105,0,9,195400,12.182804018590819,2416,0,54,3.0,0,0,1,1,0,0,0,2,0,1
429,430,20,130.0,11457,6,5,0.0,TA,1005,0,387,1392,1412,0,1412,3,1,6,1,1988.0,576,0,0,3,175000,12.072541252905651,2804,21,169,3.0,0,0,1,0,0,1,0,1,0,1
430,431,160,21.0,1680,6,5,232.0,TA,387,0,96,483,483,0,987,2,1,4,0,1971.0,264,0,0,7,85400,11.355101379776661,1470,37,0,1.5,0,1,0,0,0,0,0,1,0,0
431,432,50,60.0,5586,6,7,0.0,TA,0,0,901,901,1088,0,1198,4,1,7,0,,0,0,0,9,79900,11.288531131754366,2099,10,98,1.0,0,1,1,0,0,1,0,0,0,1
432,433,160,24.0,1920,5,5,376.0,TA,471,0,294,765,765,0,1365,2,1,6,0,1971.0,440,240,0,8,122500,11.715866308966918,2130,36,36,2.5,0,1,1,1,0,0,0,1,0,0
433,434,60,100.0,10839,6,5,0.0,TA,0,0,926,926,926,0,1604,3,1,7,1,1997.0,470,0,0,7,181000,12.106252310247962,2530,10,36,2.5,0,1,1,0,0,1,0,2,0,1
434,435,180,21.0,1890,4,7,0.0,TA,495,0,135,630,630,0,630,1,1,3,0,,0,88,0,6,81000,11.302204433654575,1260,36,0,2.0,0,0,0,1,0,0,0,1,0,0
435,436,60,43.0,10667,7,6,0.0,Gd,385,344,70,799,827,0,1661,3,1,6,1,1996.0,550,158,0,4,212000,12.26434155365415,2460,13,61,3.5,0,1,1,1,0,1,0,2,0,1
436,437,50,40.0,4400,6,8,0.0,TA,0,0,648,648,734,0,1118,2,1,6,0,1990.0,440,0,0,10,116000,11.661345470088502,1766,56,0,1.0,0,1,0,0,0,0,0,0,0,1
437,438,45,50.0,6000,6,7,0.0,Gd,0,0,884,884,904,0,904,2,1,4,0,1926.0,180,0,0,1,119000,11.686878772093667,1788,5,105,1.0,0,0,1,0,0,0,0,2,0,1
438,439,30,40.0,4280,5,6,0.0,TA,365,0,75,440,694,0,694,2,1,4,1,1990.0,352,0,0,3,90350,11.411446296020374,1134,5,34,1.0,0,0,1,0,0,0,0,2,0,1
439,440,50,67.0,12354,6,8,0.0,TA,0,0,684,684,684,0,1196,3,1,7,0,2005.0,528,0,800,8,110000,11.608235644774552,1880,9,46,1.0,0,1,1,0,0,0,0,0,0,1
440,441,20,105.0,15431,10,5,200.0,Ex,1767,539,788,3094,2402,0,2402,2,1,10,2,2008.0,672,0,0,4,555000,13.226723392728571,5496,1,242,3.0,3,0,1,0,0,0,0,2,1,2
441,442,90,92.0,12108,4,4,270.0,TA,133,0,1307,1440,1440,0,1440,4,2,8,0,,0,0,0,9,118000,11.678439903447801,2880,53,0,2.0,0,0,0,0,0,0,0,1,0,1
442,443,50,52.0,6240,5,7,0.0,TA,0,0,1078,1078,1128,0,1573,3,1,8,1,1930.0,360,0,0,6,162900,12.000891794590137,2651,16,0,2.0,0,1,0,0,0,0,0,2,0,1
443,444,120,53.0,3922,7,5,72.0,Gd,0,0,1258,1258,1258,0,1258,2,1,6,1,2007.0,648,144,0,6,172500,12.058152515453552,2516,0,16,2.0,3,0,1,1,0,0,0,2,0,1
444,445,60,70.0,8750,7,5,0.0,Gd,642,0,273,915,933,0,1908,4,1,8,1,1994.0,493,144,0,7,210000,12.254862809699606,2823,13,133,3.5,0,1,1,1,0,0,0,2,0,1
445,446,20,73.0,9855,6,5,0.0,TA,0,0,1436,1436,1689,0,1689,3,1,7,1,1956.0,480,0,0,11,127500,11.755871643580617,3125,53,0,1.0,0,0,0,0,0,0,0,1,0,1
446,447,20,137.0,16492,6,6,0.0,Gd,247,713,557,1517,1888,0,1888,2,1,6,1,1966.0,578,0,0,6,190000,12.154779351142624,3405,8,0,2.5,0,0,0,0,0,1,0,1,0,1
447,448,60,70.04995836802665,11214,7,5,0.0,Gd,0,0,930,930,956,0,1886,4,1,10,1,1998.0,431,89,0,7,199900,12.205572520488492,2816,7,0,2.5,0,1,0,1,0,1,0,2,0,1
448,449,50,50.0,8600,6,6,0.0,TA,0,0,780,780,780,0,1376,3,1,7,1,1937.0,198,0,0,6,119500,11.691071650353702,2156,56,0,2.0,0,1,0,0,0,0,0,0,0,0
449,450,50,50.0,6000,3,7,0.0,TA,331,0,318,649,679,0,1183,2,1,6,0,1981.0,308,0,0,6,120000,11.695247021764184,1832,5,176,1.5,0,1,1,0,0,0,0,1,0,1
450,451,30,70.0,5684,6,8,0.0,TA,0,0,813,813,813,0,813,2,1,5,0,1932.0,270,0,0,6,110000,11.608235644774552,1626,1,113,1.0,0,0,1,0,0,0,0,0,0,1
452,453,60,70.04995836802665,9303,6,5,42.0,Gd,742,0,130,872,888,0,1756,3,1,7,0,1996.0,422,144,0,7,204000,12.225875272826354,2628,10,122,3.5,0,1,1,1,0,1,0,2,0,1
453,454,60,75.0,9000,8,5,0.0,Gd,0,0,768,768,786,0,1590,3,1,6,0,2008.0,676,0,0,6,210000,12.254862809699606,2358,1,30,2.5,0,1,1,0,0,0,0,2,0,1
454,455,90,63.0,9297,5,5,0.0,TA,1606,0,122,1728,1728,0,1728,4,2,8,0,1976.0,560,0,0,7,188000,12.144197241812087,3456,30,0,4.0,0,0,0,0,0,0,0,1,0,1
455,456,20,80.0,9600,7,6,320.0,TA,916,0,326,1242,1242,0,1242,3,1,6,1,1973.0,528,0,0,9,175500,12.075394321888057,2484,34,0,1.5,0,0,0,0,0,0,0,1,0,1
456,457,70,34.0,4571,5,5,0.0,TA,0,0,624,624,624,0,1344,4,1,7,0,1916.0,513,0,0,5,98000,11.49272275765271,1968,58,96,1.0,3,1,1,0,0,0,0,0,0,1
457,458,20,70.04995836802665,53227,4,6,0.0,TA,1116,0,248,1364,1663,0,1663,2,1,6,2,1954.0,529,224,0,3,256000,12.4529327234617,3027,14,137,2.0,0,0,1,1,0,1,1,1,0,1
458,459,70,70.04995836802665,5100,8,7,0.0,TA,0,0,588,588,833,0,1666,3,1,7,1,1925.0,228,192,0,6,161000,11.9891596439666,2254,12,63,1.0,0,1,1,1,0,0,0,2,0,1
459,460,50,70.04995836802665,7015,5,4,161.0,TA,185,0,524,709,979,0,1203,3,1,5,1,1950.0,352,0,0,7,110000,11.608235644774552,1912,59,248,2.0,0,1,1,0,0,1,0,1,0,1
460,461,60,75.0,8004,8,5,110.0,Gd,544,0,288,832,832,0,1935,3,1,8,0,2009.0,552,0,0,12,263435,12.481561937216318,2767,0,150,3.5,0,1,1,0,0,1,0,2,1,1
461,462,70,60.0,7200,7,9,0.0,Gd,350,210,0,560,575,0,1135,3,1,6,0,1971.0,576,256,0,4,155000,11.951180395901384,1695,2,0,2.0,0,1,0,1,0,0,0,2,0,1
462,463,20,60.0,8281,5,5,0.0,TA,553,311,0,864,864,0,864,3,1,5,1,1965.0,360,0,0,12,62383,11.041048081342682,1728,44,236,1.0,0,0,1,0,0,1,0,1,0,1
463,464,70,74.0,11988,6,7,0.0,TA,326,0,389,715,849,0,1660,3,1,6,1,1939.0,240,0,0,8,188700,12.147913731356642,2375,13,0,1.5,0,1,0,0,0,1,1,1,0,1
464,465,20,60.0,8430,5,5,136.0,TA,616,0,424,1040,1040,0,1040,3,1,5,0,,0,0,0,8,124000,11.728036844587175,2080,31,0,2.0,0,0,0,0,0,0,1,1,0,1
465,466,120,70.04995836802665,3072,7,5,18.0,Gd,0,0,1375,1375,1414,0,1414,2,1,6,1,2004.0,398,144,0,5,178740,12.093687514935382,2789,2,20,2.0,0,0,1,1,0,0,0,2,0,1
466,467,20,85.0,10628,7,5,0.0,TA,778,0,499,1277,1277,0,1277,2,1,5,1,1970.0,526,0,0,4,167000,12.025749091398891,2554,37,176,2.0,0,0,1,0,0,0,0,1,0,1
467,468,70,79.0,9480,5,7,224.0,TA,386,0,342,728,888,0,1644,3,1,7,2,1942.0,312,168,0,6,146500,11.894780707439258,2372,12,0,1.5,0,1,0,1,0,0,0,1,1,1
468,469,20,98.0,11428,8,5,248.0,Gd,0,0,1626,1626,1634,0,1634,3,1,7,1,2006.0,866,0,0,5,250000,12.429216196844383,3260,1,44,2.0,3,0,1,0,0,1,0,2,1,2
469,470,60,76.0,9291,6,5,120.0,Gd,426,0,406,832,832,0,1710,3,1,7,0,1993.0,506,144,0,6,187000,12.138863895836725,2542,15,70,2.5,0,1,1,1,0,1,0,2,0,1
470,471,120,70.04995836802665,6820,8,5,0.0,Gd,368,1120,0,1488,1502,0,1502,1,1,4,0,1985.0,528,0,0,6,212000,12.26434155365415,2990,25,194,2.5,0,0,1,0,0,1,0,2,0,2
471,472,60,92.0,11952,7,6,0.0,TA,0,0,808,808,1161,0,1969,3,1,8,1,1977.0,534,0,0,11,190000,12.154779351142624,2777,30,276,2.5,0,1,1,0,0,0,0,1,0,1
472,473,180,35.0,3675,6,5,80.0,TA,459,0,88,547,1072,0,1072,2,1,5,0,2005.0,525,0,0,6,148000,11.904967552746252,1619,3,28,2.0,0,0,1,0,0,0,0,2,0,1
473,474,20,110.0,14977,8,5,304.0,Gd,1350,0,626,1976,1976,0,1976,2,1,7,1,2006.0,908,250,0,7,440000,12.994530005894443,3952,0,63,3.0,3,0,1,1,0,1,0,2,0,2
474,475,120,41.0,5330,8,5,0.0,Gd,1196,0,298,1494,1652,0,1652,2,1,6,0,2000.0,499,96,0,8,251000,12.43320821811392,3146,7,48,3.0,0,0,1,1,0,0,0,2,0,2
475,476,20,80.0,8480,5,6,0.0,TA,630,0,340,970,970,0,970,2,1,5,0,1996.0,624,0,0,7,132500,11.794337924408413,1940,44,216,2.0,0,0,1,0,0,0,0,1,0,1
476,477,20,75.0,13125,6,5,215.0,TA,994,0,484,1478,1493,0,1493,3,1,7,1,1997.0,508,140,0,4,208900,12.249610947544657,2971,10,39,3.0,0,0,1,1,0,0,1,2,0,1
477,478,60,105.0,13693,9,5,772.0,Ex,0,0,2153,2153,2069,0,2643,3,1,9,1,2006.0,694,414,0,3,380000,12.84792653170257,4796,1,84,2.5,3,1,1,1,0,0,0,2,0,2
478,479,20,79.0,10637,8,5,336.0,Gd,1288,0,417,1705,1718,0,1718,3,1,7,1,2007.0,826,208,0,9,297000,12.601487417784837,3423,1,44,3.0,3,0,1,1,0,0,0,2,1,1
479,480,30,50.0,5925,4,7,435.0,TA,168,0,739,907,1131,0,1131,2,1,7,0,1995.0,672,0,0,3,89471,11.401669829409995,2038,7,72,1.0,0,0,1,0,0,0,0,0,0,1
480,481,20,98.0,16033,9,5,378.0,Gd,1261,0,572,1833,1850,0,1850,3,1,8,1,2004.0,772,519,0,3,326000,12.694652660348845,3683,1,112,3.0,3,0,1,1,0,1,0,2,0,2
481,482,20,72.0,11846,9,5,562.0,Gd,1567,0,225,1792,1792,0,1792,2,1,6,1,2003.0,874,206,0,8,374000,12.832011076396668,3584,2,49,3.0,3,0,1,1,0,1,0,2,0,2
482,483,70,50.0,2500,7,8,0.0,Gd,299,0,611,910,916,0,1826,4,1,7,1,1915.0,164,0,0,6,155000,11.951180395901384,2736,4,0,2.5,0,1,0,0,0,0,0,2,0,1
483,484,120,32.0,4500,6,5,116.0,TA,897,0,319,1216,1216,0,1216,2,1,5,0,1998.0,402,0,0,5,164000,12.007621706806335,2432,8,125,3.0,0,0,1,0,0,0,0,2,0,1
484,485,20,70.04995836802665,7758,5,7,0.0,TA,588,0,411,999,999,0,999,3,1,6,0,1963.0,264,0,0,3,132500,11.794337924408413,1998,6,132,2.0,0,0,1,0,0,1,0,1,0,1
485,486,20,80.0,9600,5,7,0.0,Gd,607,0,506,1113,1113,0,1113,3,1,5,1,1950.0,264,0,0,7,147000,11.898187865760873,2226,2,200,1.0,0,0,1,0,0,0,0,1,0,1
486,487,20,79.0,10289,5,7,168.0,TA,836,0,237,1073,1073,0,1073,3,1,6,0,1965.0,515,0,0,6,156000,11.957611286231675,2146,42,0,2.5,0,0,0,0,0,0,0,1,0,1
487,488,20,70.0,12243,5,6,0.0,TA,998,0,486,1484,1484,0,1484,3,1,7,1,1971.0,487,224,0,2,175000,12.072541252905651,2968,36,180,2.0,0,0,1,1,0,1,0,1,0,1
488,489,190,60.0,10800,5,4,0.0,TA,664,0,290,954,1766,0,2414,3,2,10,1,1970.0,520,142,0,5,160000,11.982929094215963,3368,36,0,2.0,0,1,0,1,0,0,0,1,0,1
489,490,180,21.0,1526,4,8,0.0,TA,515,0,115,630,630,0,630,1,1,3,0,1970.0,286,0,0,5,86000,11.362102575235644,1260,7,0,2.0,0,0,0,0,0,0,0,1,0,0
490,491,160,70.04995836802665,2665,5,6,0.0,TA,0,0,264,264,616,0,1304,3,1,4,1,1976.0,336,141,0,6,115000,11.652687407345388,1568,32,24,1.5,0,1,1,1,0,0,0,2,0,0
491,492,50,79.0,9490,6,7,0.0,TA,403,165,238,806,958,0,1578,3,1,5,2,1941.0,240,0,0,8,133000,11.79810440720389,2384,56,32,2.0,0,1,1,0,0,0,0,1,0,1
492,493,60,105.0,15578,6,5,0.0,Gd,0,0,728,728,728,0,1456,3,1,8,0,2006.0,429,0,0,5,172785,12.059803326028716,2184,0,0,2.5,0,1,0,0,0,1,0,2,0,1
493,494,20,70.0,7931,5,6,0.0,TA,374,532,363,1269,1269,0,1269,3,1,6,1,1964.0,308,0,0,6,155000,11.951180395901384,2538,48,0,1.5,0,0,0,0,0,0,0,1,0,1
494,495,30,50.0,5784,5,8,0.0,TA,0,0,190,190,886,0,886,2,1,4,0,1938.0,273,144,0,12,91300,11.421906066583059,1076,13,100,1.0,0,0,1,1,0,0,0,0,0,1
495,496,30,60.0,7879,4,5,0.0,TA,495,0,225,720,720,0,720,2,1,4,0,,0,0,0,11,34900,10.460242108190519,1440,59,638,1.0,0,0,1,0,0,0,0,1,0,0
496,497,20,70.04995836802665,12692,8,5,0.0,Gd,1231,0,1969,3200,3228,0,3228,4,1,10,1,1992.0,546,264,0,5,430000,12.971540487669746,6428,14,366,4.0,0,0,1,1,0,1,0,2,0,2
497,498,50,60.0,9120,7,6,0.0,TA,329,0,697,1026,1133,0,1820,4,1,8,0,1925.0,240,0,0,6,184000,12.122691036591123,2846,58,100,3.0,0,1,1,0,0,0,0,2,0,1
498,499,20,65.0,7800,5,7,89.0,TA,450,0,414,864,899,0,899,3,1,5,0,1967.0,288,64,0,6,130000,11.77528972943772,1763,5,0,1.0,0,0,0,1,0,0,0,2,0,1
499,500,20,70.0,7535,5,7,0.0,TA,111,279,522,912,912,0,912,2,1,5,0,1958.0,297,12,480,6,120000,11.695247021764184,1824,22,285,1.5,0,0,1,1,0,1,0,1,0,1
500,501,160,21.0,1890,6,5,285.0,TA,356,0,316,672,672,0,1218,3,1,7,0,1973.0,264,144,0,5,113000,11.635143097694478,1890,34,28,1.5,0,1,1,1,0,0,0,1,0,0
