,Id,LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,HeatingQC,KitchenQual,Functional,FireplaceQu,GarageFinish,GarageCond,Fence,SalePrice_log_y,SalePrice_y,HasGasHeating,Electrical_combined,GarageType_combined,GarageQual_combined,SaleType_combined,HasPavedDrive,SaleCond_combined,HasCentralAir,MSZoning,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,ExterQual,ExterCond,Foundation
331,334,59.0,9042,6,5,1998,1998,0.0,828,0,115,943,943,695,0,1638,1,0,2,1,3,1,7,2,1998.0,2,472,100,38,0,0,0,0,0,7,2008,5,4,5,7,2,4,3,8,4,4,4,1,12.16525065,192000,1,1,1,3,1,1,1,1,4,2,3,2,4,1,5,1,9,3,3,1,6,2,2,13,13,3,3,3,3
332,336,86.0,14157,9,5,2005,2006,200.0,1249,0,673,1922,1922,0,0,1922,1,0,2,0,3,1,8,1,2005.0,3,676,178,51,0,0,0,0,0,7,2007,6,4,5,7,2,5,4,8,5,4,4,1,12.841129800000001,377426,1,1,1,3,1,1,1,1,4,2,3,2,2,1,1,1,22,3,3,1,3,4,2,13,13,4,4,3,3
333,337,70.0,9135,7,5,2002,2003,113.0,810,0,726,1536,1536,0,0,1536,1,0,2,0,3,1,7,0,2002.0,2,532,192,74,0,0,0,0,0,12,2008,5,4,4,7,2,5,4,8,1,3,4,1,12.27373129,214000,1,1,1,3,1,1,1,1,4,2,3,1,4,1,5,1,6,3,3,1,3,2,2,13,13,2,4,3,3
334,338,91.0,14145,7,7,1984,1998,0.0,213,0,995,1208,1621,0,0,1621,1,0,2,0,3,1,8,0,1984.0,2,440,108,45,0,0,0,0,400,5,2006,5,4,3,6,2,5,4,8,1,3,4,1,12.21849517,202500,1,1,1,3,1,1,1,1,4,2,3,1,4,1,1,1,17,3,3,1,3,2,2,14,14,3,4,3,2
335,339,66.0,12400,6,7,1958,1998,176.0,585,0,630,1215,1215,0,0,1215,0,0,1,0,3,1,6,0,1958.0,1,297,0,0,0,0,234,0,0,6,2009,4,3,2,4,2,3,3,8,1,2,4,1,11.9511804,155000,1,2,1,3,1,1,1,1,4,2,3,2,4,1,5,1,13,2,3,1,3,4,2,14,14,2,3,3,2
336,340,85.0,14191,8,5,2002,2002,0.0,0,0,967,967,993,915,0,1908,0,0,2,1,4,1,9,0,2002.0,2,431,135,0,0,0,0,0,0,4,2010,5,4,2,2,2,5,4,8,1,4,4,1,12.22046853,202900,1,1,1,3,1,1,1,1,4,2,3,1,4,1,5,1,24,3,3,1,6,2,2,13,13,3,4,3,3
337,341,60.0,8400,4,4,1950,1950,0.0,0,0,721,721,841,0,0,841,0,0,1,0,2,1,4,0,1950.0,1,294,250,0,24,0,0,0,0,9,2009,4,3,2,2,2,4,3,8,1,2,4,1,11.31447453,82000,1,1,0,3,1,0,1,1,3,2,3,1,4,1,5,1,20,2,3,1,3,2,2,14,1,3,2,2,2
338,342,70.04995836802665,8544,3,4,1949,1950,340.0,0,0,0,0,1040,0,0,1040,0,0,2,0,2,2,6,0,1949.0,2,400,0,0,0,0,0,0,0,5,2006,1,1,1,1,1,2,3,8,1,2,4,1,11.37939407,87500,0,2,2,3,1,1,1,0,4,2,3,1,4,1,5,1,13,3,3,3,3,2,2,12,12,2,3,3,4
339,343,63.0,8849,9,5,2005,2005,616.0,28,0,1656,1684,1684,0,0,1684,0,0,2,0,2,1,6,1,2005.0,2,564,495,72,0,0,0,0,0,7,2008,6,4,2,7,2,5,5,8,6,3,4,1,12.49125159,266000,1,1,1,3,1,1,1,1,4,2,3,2,4,1,5,1,16,3,3,5,3,4,2,9,9,2,5,3,3
340,344,36.0,2592,5,3,1976,1976,0.0,129,232,175,536,536,576,0,1112,0,0,1,1,3,1,4,0,1976.0,1,336,182,0,0,0,0,0,0,4,2010,5,4,2,4,5,3,3,8,1,2,4,1,11.35040654,85000,1,1,1,3,1,1,1,1,5,2,3,1,4,1,5,1,11,3,3,5,6,2,2,6,6,3,3,3,2
341,345,65.0,6435,6,5,1939,1950,0.0,0,0,972,972,972,605,0,1577,0,0,1,0,3,1,6,1,1939.0,1,312,0,0,0,0,0,0,0,10,2006,4,4,2,2,2,4,2,8,5,2,4,1,11.85082525,140200,1,1,2,3,1,1,1,1,4,2,3,1,4,1,5,1,4,7,3,1,1,2,2,9,9,3,3,3,1
342,346,70.04995836802665,12772,6,8,1960,1998,0.0,498,0,460,958,958,0,0,958,0,0,1,0,2,1,5,0,1960.0,1,301,0,0,0,0,0,0,15500,4,2007,4,4,3,5,2,3,3,8,1,3,4,1,11.9283409,151500,1,1,1,3,1,1,1,1,4,2,3,2,4,1,2,1,13,3,3,1,3,4,2,9,9,3,3,4,2
343,347,70.04995836802665,17600,6,5,1960,1960,30.0,1270,0,208,1478,1478,0,0,1478,1,0,2,0,3,1,6,2,1960.0,2,498,0,40,0,0,0,0,0,12,2009,4,4,2,5,2,5,3,8,5,2,4,1,11.96718074,157500,1,2,1,3,1,1,1,1,4,2,3,2,4,1,5,1,13,3,3,1,3,2,2,14,14,2,3,3,2
344,348,36.0,2448,7,5,2003,2004,106.0,573,0,191,764,764,862,0,1626,1,0,2,1,2,1,6,0,2003.0,2,474,0,27,0,0,0,0,0,10,2008,5,4,2,7,2,5,4,8,1,3,4,1,11.94470788,154000,1,1,3,3,1,1,1,1,4,2,3,1,4,1,5,1,16,3,3,4,6,2,2,13,15,4,4,3,3
345,349,56.0,20431,9,5,2005,2006,870.0,1410,0,438,1848,1848,880,0,2728,1,0,2,1,4,1,10,2,2006.0,3,706,0,0,0,0,0,0,0,4,2006,6,4,2,7,2,5,5,8,6,4,4,1,12.98804081,437154,1,1,1,3,2,1,0,1,4,2,3,3,4,1,5,1,16,3,3,1,6,4,2,6,6,2,5,3,3
346,350,68.0,7820,9,5,2007,2007,362.0,0,0,1869,1869,1869,0,0,1869,0,0,2,0,2,1,6,1,2007.0,2,617,210,54,0,0,0,0,0,12,2007,6,4,2,2,2,5,5,8,5,3,4,1,12.66999847,318061,1,1,1,3,2,1,0,1,4,2,3,2,4,1,5,1,16,3,3,5,3,4,2,9,9,2,5,3,3
347,351,70.04995836802665,5271,7,5,1986,1986,0.0,1082,0,371,1453,1453,0,0,1453,1,0,1,1,2,1,6,1,1986.0,2,445,0,80,0,0,184,0,0,12,2006,5,4,5,7,2,4,4,8,4,3,4,1,12.15477935,190000,1,1,1,3,1,1,0,1,4,2,3,2,3,1,5,2,5,3,3,1,3,2,2,14,14,3,3,3,3
348,352,60.0,9084,5,6,1941,1950,0.0,236,380,0,616,616,495,0,1111,0,1,1,0,3,1,5,0,1941.0,1,200,48,0,0,0,0,0,0,3,2008,4,3,3,3,4,3,3,8,1,2,3,1,11.46163217,95000,1,1,2,3,0,1,1,0,4,2,3,1,4,1,5,1,8,1,3,1,1,2,2,13,13,3,3,3,2
349,353,60.0,8520,6,8,1928,2003,0.0,0,0,624,624,720,0,0,720,0,0,1,0,2,1,5,0,2005.0,2,484,106,0,0,0,0,0,0,5,2010,4,4,2,2,2,4,3,8,1,2,4,1,11.57025053,105900,1,1,2,3,1,1,1,1,5,2,3,1,4,1,5,1,18,3,3,1,3,2,2,13,13,3,3,4,1
350,354,60.0,8400,6,5,1940,2000,0.0,388,0,552,940,1192,403,0,1595,0,0,1,0,2,1,6,2,1940.0,1,240,0,0,108,0,0,0,0,6,2006,4,4,2,3,2,5,3,8,5,2,4,1,11.849397699999999,140000,1,1,1,3,1,1,1,1,4,2,3,1,1,1,5,1,23,3,3,1,1,2,2,14,9,3,3,3,2
351,355,105.0,11249,6,5,1995,1995,0.0,334,544,322,1200,1200,0,0,1200,1,0,2,0,3,1,6,0,1995.0,2,521,0,26,0,0,0,0,0,8,2007,5,5,2,6,5,5,4,8,1,3,4,1,12.08672589,177500,1,1,1,3,1,1,1,1,4,2,3,3,4,1,5,1,6,3,3,1,3,2,2,13,13,3,4,4,3
352,356,70.04995836802665,9248,6,6,1992,1992,106.0,560,0,598,1158,1167,0,0,1167,1,0,2,0,3,1,6,0,1992.0,2,400,120,26,0,0,0,0,0,7,2009,5,4,2,7,2,4,4,8,1,3,4,1,12.06104687,173000,1,1,1,3,1,1,1,1,4,2,3,2,4,1,5,1,9,3,3,1,3,2,2,7,7,2,3,3,3
353,357,44.0,4224,5,5,1976,1976,0.0,874,0,268,1142,1142,0,0,1142,1,0,1,1,3,1,6,1,1976.0,2,528,536,90,0,0,0,0,0,8,2007,5,4,2,6,2,3,3,8,2,4,4,4,11.80559508,134000,1,1,1,3,1,1,1,1,5,2,3,1,4,1,5,1,11,3,3,5,3,2,2,6,6,3,3,3,3
354,358,92.0,6930,5,4,1958,1958,120.0,300,294,468,1062,1352,0,0,1352,0,1,1,0,3,1,6,0,1958.0,1,288,168,0,294,0,0,0,0,7,2006,4,4,4,5,4,5,4,6,1,2,4,1,11.77528973,130000,1,0,3,3,1,1,0,1,4,2,3,2,4,1,5,1,5,3,3,1,8,4,2,14,8,2,3,3,2
355,359,78.0,12011,8,5,1998,1998,530.0,956,0,130,1086,1086,838,0,1924,1,0,2,1,3,1,7,1,1998.0,2,592,208,75,0,0,374,0,0,6,2006,5,4,4,7,2,5,4,8,4,3,4,1,12.54254488,280000,1,1,1,3,1,1,1,1,4,2,3,2,4,1,2,1,14,3,3,1,6,2,2,13,13,2,4,3,3
356,360,70.04995836802665,7540,6,6,1978,1978,0.0,773,0,115,888,912,0,0,912,1,0,1,0,2,1,5,1,1978.0,2,470,0,0,0,0,192,0,0,6,2007,5,4,4,7,2,5,3,8,4,3,4,4,11.95761129,156000,1,1,1,3,1,1,1,1,4,2,3,2,4,1,2,1,12,3,3,1,7,2,2,13,13,3,3,3,2
357,361,70.04995836802665,9144,5,5,1940,1982,0.0,399,0,484,883,988,517,0,1505,1,0,1,0,3,1,8,0,1940.0,1,240,0,0,0,0,0,0,0,7,2008,4,4,2,4,2,4,3,8,1,2,4,1,11.88448902,145000,1,1,2,3,1,0,1,1,4,2,2,1,4,1,5,1,4,3,3,1,1,2,2,9,9,3,3,3,2
358,362,64.0,7301,7,5,2003,2003,500.0,0,0,0,0,495,1427,0,1922,0,0,3,0,4,1,7,1,2003.0,2,672,0,0,177,0,0,0,0,7,2009,1,1,1,1,1,5,4,8,6,3,4,1,12.19854438,198500,1,1,3,3,0,1,1,1,4,2,3,1,4,1,1,1,8,3,3,1,7,2,2,7,7,2,4,3,4
359,363,21.0,1680,6,8,1972,2007,510.0,162,0,321,483,483,504,0,987,0,0,1,1,2,1,5,0,1972.0,1,264,250,0,0,0,0,0,0,5,2009,4,4,2,6,2,4,4,8,1,2,4,1,11.6784399,118000,1,1,2,3,1,1,1,1,5,2,3,1,4,1,5,1,3,3,3,4,6,2,2,7,7,2,3,3,2
360,364,70.04995836802665,18800,6,5,1976,1976,120.0,712,0,84,796,790,784,0,1574,1,0,2,1,3,1,6,1,1976.0,2,566,306,111,0,0,0,0,0,7,2006,5,4,3,7,2,3,3,8,4,4,4,1,12.15477935,190000,1,1,1,3,1,1,1,1,4,2,3,2,4,1,3,1,17,3,3,1,6,2,2,7,7,2,3,3,3
361,365,59.0,10690,5,7,1920,1997,0.0,456,0,216,672,672,672,0,1344,0,0,1,0,3,1,6,0,1964.0,1,468,0,128,218,0,0,0,0,7,2009,4,3,2,4,2,4,3,8,1,2,3,1,11.89818787,147000,1,2,2,3,1,1,1,1,5,2,3,1,4,1,5,1,10,3,3,1,6,4,2,13,13,3,3,4,2
362,366,70.04995836802665,9500,6,5,1963,1963,247.0,609,0,785,1394,1394,0,0,1394,1,0,1,1,3,1,6,2,1963.0,2,514,0,76,0,0,185,0,0,7,2009,5,4,2,5,2,4,3,8,5,3,4,1,11.97665948,159000,1,1,1,3,1,1,1,1,4,2,3,2,4,1,5,1,13,3,3,1,3,2,2,10,10,2,3,3,2
363,367,101.0,9150,6,5,1962,1962,305.0,371,0,728,1099,1431,0,0,1431,0,1,1,0,3,1,6,1,1962.0,1,296,64,110,0,0,0,0,0,12,2008,5,4,5,7,2,4,3,8,5,3,4,1,12.01370075,165000,1,1,0,3,1,1,1,1,4,2,3,2,4,1,1,1,13,3,3,1,8,2,6,10,10,2,3,3,2
364,368,78.0,7800,5,6,1954,1954,200.0,540,0,728,1268,1268,0,0,1268,0,0,1,0,2,1,7,1,1954.0,1,244,0,98,0,0,0,0,0,3,2010,4,4,2,3,2,4,3,8,5,4,4,1,11.790557199999999,132000,1,1,1,3,1,1,1,1,4,2,3,1,4,1,5,1,13,3,3,1,3,2,2,7,7,2,3,3,3
365,369,70.04995836802665,9830,5,7,1959,2006,0.0,72,258,733,1063,1287,0,0,1287,1,0,1,0,3,1,7,1,1997.0,2,576,364,17,0,0,182,0,0,3,2010,4,4,2,6,4,5,4,8,5,4,4,1,11.99535161,162000,1,1,2,3,1,1,1,1,4,2,3,2,4,1,1,1,13,3,3,1,3,2,2,14,14,3,3,4,2
366,370,70.04995836802665,8121,6,5,2000,2000,0.0,0,0,953,953,953,711,0,1664,0,0,2,1,3,1,7,1,2000.0,2,460,100,40,0,0,0,0,0,1,2006,5,4,2,2,2,5,3,8,4,3,4,1,12.05757264,172400,1,1,1,3,1,1,1,1,4,2,3,2,4,1,5,1,9,3,3,1,6,2,2,13,13,3,3,3,3
367,371,80.0,17120,4,4,1959,1959,0.0,0,0,0,0,1120,468,0,1588,0,0,2,0,4,1,7,1,1991.0,2,680,0,59,0,0,0,0,0,7,2008,1,1,1,1,1,3,3,6,5,4,4,1,11.80881377,134432,1,1,2,3,1,0,1,1,4,2,3,1,4,1,5,1,5,2,3,1,1,2,2,15,10,3,3,3,2
368,372,50.0,7175,6,5,1984,1984,0.0,623,121,0,744,752,0,0,752,1,0,1,0,2,1,4,0,1984.0,1,264,353,0,0,0,90,0,0,2,2010,5,4,2,6,3,3,3,8,1,2,4,4,11.73606902,125000,1,1,1,3,1,1,1,1,4,2,3,1,4,1,5,1,20,3,3,5,3,2,2,10,10,3,3,3,2
369,373,79.0,10634,5,6,1953,1953,0.0,428,180,0,608,1319,0,0,1319,1,0,1,0,3,1,5,0,1953.0,1,270,66,0,0,0,0,0,0,11,2009,4,4,2,5,3,3,3,6,1,2,4,3,11.71993963,123000,1,1,1,3,1,1,1,1,4,2,3,1,4,1,5,1,13,3,3,1,3,2,2,9,9,3,3,3,3
370,374,65.0,8200,7,5,2003,2004,0.0,0,0,847,847,847,1081,0,1928,0,0,2,1,4,1,8,1,2003.0,2,434,100,48,0,0,0,0,0,7,2007,5,4,2,2,2,5,4,8,5,4,4,1,12.29910751,219500,1,1,3,3,1,1,1,1,4,2,3,1,4,1,5,1,6,3,3,1,6,2,2,13,13,3,4,3,3
371,375,70.04995836802665,10020,1,1,1922,1950,0.0,350,0,333,683,904,0,0,904,1,0,0,1,1,1,4,0,1922.0,0,0,0,0,0,0,0,0,0,3,2009,3,2,5,5,2,4,2,4,1,1,1,1,11.01862914,61000,1,2,0,1,1,1,1,0,4,2,3,2,3,1,5,3,8,3,3,1,3,2,2,14,14,3,2,2,1
372,376,57.0,8846,5,5,1996,1996,0.0,298,0,572,870,914,0,0,914,0,0,1,0,2,1,5,0,1998.0,2,576,0,0,0,0,0,0,0,7,2006,5,4,4,7,2,5,3,8,1,2,4,1,11.90496755,148000,1,1,2,3,1,1,1,1,4,2,3,2,4,1,2,1,6,3,3,1,7,2,2,13,13,3,4,3,3
373,377,102.0,11143,8,5,2004,2005,0.0,0,0,1580,1580,1580,886,0,2466,0,0,3,0,4,1,8,1,2004.0,2,610,159,214,0,0,0,0,0,12,2007,5,4,2,2,2,5,4,8,5,3,4,1,12.7367009,340000,1,1,1,3,1,1,1,1,2,2,3,2,4,1,1,1,21,3,3,1,6,2,2,6,6,3,4,3,3
374,378,88.0,11394,9,2,2010,2010,350.0,1445,0,411,1856,1856,0,0,1856,1,0,1,1,1,1,8,1,2010.0,3,834,113,0,0,0,0,0,0,6,2010,6,4,4,7,2,5,5,8,6,4,4,1,12.88520203,394432,1,1,1,3,2,1,0,1,4,2,3,1,4,1,1,1,22,3,3,1,3,4,2,13,13,4,4,3,3
375,379,60.0,8123,6,5,2000,2000,16.0,0,0,982,982,1007,793,0,1800,0,0,2,1,3,1,7,1,2000.0,2,463,100,63,0,0,0,0,0,6,2009,5,4,2,2,2,5,3,8,4,4,4,1,12.09514108,179000,1,1,1,3,1,1,1,1,4,2,3,2,4,1,5,1,9,7,3,1,6,2,2,13,13,2,3,3,3
376,380,50.0,5000,5,6,1924,1950,0.0,218,0,808,1026,1026,665,0,1691,0,0,2,0,3,1,6,1,1924.0,1,308,0,0,242,0,0,0,0,5,2010,4,4,2,3,2,3,4,8,5,2,4,1,11.75194237,127000,1,1,2,3,1,1,1,1,4,2,2,1,4,1,5,1,23,3,3,1,1,2,2,4,14,3,3,3,1
377,381,60.0,7200,7,5,2006,2006,0.0,0,0,1293,1293,1301,0,0,1301,1,0,2,0,2,1,5,1,2006.0,2,572,216,121,0,0,0,0,0,8,2006,5,5,2,2,2,5,4,8,5,3,4,1,12.14286657,187750,1,1,1,3,2,1,0,1,2,2,2,1,4,1,5,1,21,3,3,1,3,2,2,13,13,3,4,3,3
378,382,79.0,9245,7,5,2006,2006,0.0,0,0,939,939,939,858,0,1797,0,0,2,1,3,1,8,0,2006.0,2,639,144,53,0,0,0,0,0,4,2007,5,4,4,2,2,5,4,8,1,3,4,1,12.27139211,213500,1,1,1,3,1,1,1,1,4,2,3,2,4,1,5,1,6,3,3,1,6,2,2,13,13,3,4,3,3
379,383,60.0,9000,6,3,1928,1950,0.0,0,0,784,784,784,0,0,784,0,0,1,0,2,1,5,0,1950.0,2,360,0,0,91,0,0,0,0,10,2009,3,3,2,2,2,3,3,8,1,2,3,1,11.23848862,76000,1,2,2,2,1,0,1,0,3,2,3,1,4,1,1,1,20,3,3,1,2,2,2,14,14,3,3,3,1
380,384,70.04995836802665,53107,6,5,1992,1992,0.0,985,0,595,1580,1079,874,0,1953,1,0,2,1,3,1,9,2,1992.0,2,501,216,231,0,0,0,0,0,6,2007,5,4,4,7,2,5,4,8,3,4,4,1,12.388394199999999,240000,1,1,1,3,1,1,1,1,4,2,3,3,3,1,1,2,5,2,3,1,6,2,2,7,7,3,4,3,3
381,385,43.0,3182,8,5,2004,2005,16.0,24,0,1232,1256,1269,0,0,1269,0,0,2,0,2,1,6,1,2004.0,2,430,146,20,0,0,144,0,0,4,2010,5,4,2,7,2,5,4,8,4,4,4,1,12.16525065,192000,1,1,1,3,1,1,1,1,4,2,3,1,4,1,5,1,1,3,3,5,3,2,2,13,13,2,4,3,3
382,386,58.0,8410,5,3,1910,1996,0.0,0,0,658,658,658,526,0,1184,0,0,1,0,5,1,8,0,1910.0,0,0,0,151,0,0,0,0,0,5,2006,4,4,2,2,2,3,3,8,1,1,1,1,11.30220443,81000,1,1,0,1,1,0,0,1,4,2,3,1,4,1,3,1,8,2,3,1,1,3,2,14,13,3,3,2,3
383,387,72.0,7200,6,6,1976,1976,255.0,631,0,410,1041,1125,0,0,1125,1,0,1,0,3,1,6,1,1977.0,1,352,296,0,0,0,0,0,0,10,2009,4,4,4,6,2,5,3,8,3,2,4,3,11.73606902,125000,1,1,2,3,1,1,0,1,4,2,3,1,4,1,5,1,8,3,3,1,8,4,2,9,9,2,3,3,2
384,388,93.0,9382,7,5,1999,2000,125.0,0,0,1468,1468,1479,0,0,1479,0,0,2,0,3,1,6,0,1999.0,2,577,120,25,0,0,0,0,0,7,2008,5,4,2,2,2,5,4,8,1,3,4,1,12.16002871,191000,1,1,1,3,1,1,1,1,4,2,3,2,4,1,2,1,6,3,3,1,3,2,2,13,13,2,4,3,3
385,389,96.0,12474,10,5,2007,2008,272.0,1280,0,402,1682,1742,590,0,2332,1,0,2,1,3,1,9,1,2008.0,3,846,196,134,0,0,0,0,0,8,2008,6,4,4,7,2,5,5,8,6,4,4,1,12.96219463,426000,1,1,3,3,2,1,0,1,4,2,3,1,4,1,5,1,16,3,3,1,6,2,2,13,13,4,5,3,3
386,390,50.0,8405,5,8,1900,1950,0.0,241,391,229,861,961,406,0,1367,1,0,1,0,4,1,7,0,1978.0,1,384,0,130,112,0,0,0,0,4,2008,4,5,2,4,5,5,3,8,1,2,4,4,11.68687877,119000,1,1,2,3,1,1,1,1,4,2,1,1,4,1,5,1,8,3,3,1,1,2,2,9,9,3,3,3,1
387,391,71.0,12209,6,5,2001,2002,0.0,690,0,114,804,804,1157,0,1961,1,0,2,1,3,1,7,1,2001.0,2,560,125,192,0,0,0,0,0,6,2009,6,4,2,6,2,5,4,8,4,4,4,1,12.27839331,215000,1,1,3,3,1,1,1,1,4,2,3,2,4,1,2,1,12,3,3,1,6,2,2,13,13,3,3,3,3
388,392,70.04995836802665,8339,5,7,1959,1959,0.0,0,0,0,0,882,0,0,882,0,0,1,0,3,1,5,0,1959.0,1,294,0,0,0,0,0,0,1200,7,2007,1,1,1,1,1,3,3,8,1,3,4,4,11.57590026,106500,1,1,1,3,1,1,1,1,4,2,3,2,4,1,5,1,13,3,3,1,3,2,2,9,9,3,3,3,4
389,393,70.04995836802665,7446,4,5,1941,1950,0.0,266,0,522,788,788,0,0,788,0,0,1,0,2,1,4,2,1941.0,0,0,0,0,0,0,0,0,0,4,2006,4,4,2,4,2,3,3,8,4,1,1,3,11.51292546,100000,1,2,0,1,1,1,0,1,4,2,3,1,4,1,1,1,4,2,3,1,3,2,2,15,15,3,3,3,2
390,394,60.0,10134,5,6,1940,1950,0.0,0,0,735,735,735,299,0,1034,0,0,1,0,2,1,5,0,1940.0,1,240,0,39,0,0,0,0,0,7,2007,4,4,2,2,2,4,3,8,1,2,4,1,11.59910316,109000,1,2,2,3,1,1,1,1,4,2,3,1,4,1,5,1,18,3,3,1,1,2,2,9,9,3,3,3,2
391,395,68.0,9571,5,6,1956,1956,0.0,739,0,405,1144,1144,0,0,1144,1,0,1,0,3,1,6,0,1956.0,1,596,44,0,0,0,0,0,0,6,2010,4,4,4,5,2,3,3,8,1,2,4,1,11.76756768,129000,1,1,1,3,1,1,1,1,4,2,3,1,4,1,5,1,8,3,3,1,3,2,2,14,14,3,3,3,2
392,396,60.0,7200,5,5,1972,1972,0.0,777,0,117,894,894,0,0,894,0,0,1,0,2,1,6,0,1985.0,2,600,215,0,0,0,0,0,0,9,2009,4,4,4,4,2,3,3,8,1,3,4,1,11.71993963,123000,1,1,2,3,1,1,1,1,4,2,3,1,3,1,5,1,6,3,3,1,3,4,2,9,9,3,3,3,2
393,397,69.0,7590,5,5,1962,1962,288.0,540,0,324,864,876,936,0,1812,0,0,2,0,4,1,8,1,1962.0,1,264,0,168,0,0,0,0,0,7,2007,4,4,2,6,2,3,3,8,4,3,4,1,12.04060821,169500,1,1,1,3,1,1,1,1,4,2,3,1,4,1,5,1,13,5,3,1,6,2,2,13,13,2,3,3,2
394,398,60.0,8967,5,2,1920,1950,0.0,0,0,961,961,1077,0,0,1077,0,0,1,0,2,1,6,0,1920.0,1,338,0,0,0,0,0,0,0,11,2007,3,2,2,2,2,4,3,3,1,2,2,1,11.112447900000001,67000,1,0,2,2,1,0,0,1,5,2,3,1,4,1,1,1,10,3,3,1,3,2,2,9,9,3,3,2,1
395,399,65.0,8125,7,5,2006,2007,100.0,812,0,280,1092,1112,438,0,1550,1,0,2,0,2,1,7,0,2007.0,2,438,0,168,0,0,0,0,0,10,2009,5,4,2,7,2,5,4,8,1,4,4,1,12.39255221,241000,1,1,1,3,1,1,1,1,2,2,3,1,4,1,5,1,21,3,3,1,6,2,2,6,6,4,4,3,3
396,400,38.0,14963,8,5,1996,1996,0.0,786,0,474,1260,1288,0,0,1288,1,0,1,1,1,1,4,2,1996.0,2,500,120,30,0,0,224,0,0,12,2008,5,4,2,7,2,5,5,8,5,4,4,1,12.41105223,245500,1,1,1,3,1,1,1,1,4,2,3,3,4,1,5,1,25,3,3,5,3,2,2,4,4,3,4,3,3
397,401,65.0,8767,7,5,2005,2005,0.0,24,0,1286,1310,1310,0,0,1310,0,0,2,0,3,1,6,1,2005.0,2,400,0,0,0,0,0,0,0,7,2006,5,4,4,7,2,5,4,8,5,4,4,1,12.01364014,164990,1,1,1,3,2,1,0,1,4,2,3,2,4,1,5,1,6,3,3,1,3,2,2,13,13,3,4,3,3
398,402,60.0,10200,5,8,1940,1997,0.0,0,0,672,672,672,0,0,672,0,0,1,0,2,1,4,0,1940.0,1,240,168,0,0,0,0,0,0,8,2008,4,4,2,2,2,5,3,8,1,2,4,5,11.58988651,108000,1,1,2,3,1,0,1,1,4,2,3,1,4,1,5,1,19,3,3,1,3,2,2,14,14,3,3,3,3
399,403,93.0,12090,8,5,1998,1998,650.0,0,0,1141,1141,1165,1098,0,2263,0,0,2,1,4,1,10,1,1998.0,2,420,144,123,0,0,0,0,0,7,2006,5,4,2,2,2,4,4,8,4,4,4,1,12.46071486,258000,1,1,3,3,1,1,0,1,4,2,3,1,4,1,1,1,14,3,3,1,6,4,2,13,13,2,4,3,3
400,404,70.04995836802665,10364,6,5,1995,1996,0.0,0,0,806,806,806,766,0,1572,0,0,2,1,3,1,7,1,1995.0,2,373,0,40,0,0,0,0,0,5,2007,5,4,2,2,2,4,3,8,4,4,4,1,12.03171926,168000,1,1,3,3,1,1,1,1,4,2,3,2,4,1,5,1,9,3,3,1,6,2,2,9,9,3,3,3,3
401,405,70.04995836802665,9991,4,4,1976,1993,0.0,1116,0,165,1281,1620,0,0,1620,1,0,2,0,3,1,8,1,1993.0,2,490,120,78,0,0,0,0,0,6,2009,4,4,2,5,2,5,3,7,4,2,4,3,11.91839057,150000,1,1,1,3,1,1,1,1,4,2,3,2,4,1,1,1,19,2,3,1,3,2,2,10,10,3,3,3,2
402,406,51.0,10480,6,5,1936,1950,0.0,0,0,1064,1064,1166,0,473,1639,0,0,1,0,3,1,6,0,1936.0,1,240,0,0,0,0,0,0,0,3,2008,4,4,2,2,2,5,3,3,1,2,4,1,11.65268741,115000,1,2,2,3,1,1,1,1,4,2,3,1,4,1,5,1,23,3,3,1,1,2,2,9,9,3,3,3,1
403,407,63.0,15576,6,7,1915,1976,0.0,0,0,840,840,840,840,0,1680,0,0,2,0,4,1,8,0,1960.0,1,308,0,0,160,0,0,0,0,3,2008,5,4,2,2,2,5,3,8,1,2,4,1,12.08390501,177000,1,1,1,3,1,1,1,1,4,2,3,1,4,1,5,1,7,3,3,1,6,2,2,14,10,3,3,3,1
404,408,109.0,14154,7,5,2006,2006,350.0,0,0,1063,1063,1071,1101,0,2172,0,0,2,1,3,1,9,1,2006.0,3,947,192,62,0,0,0,0,0,8,2007,6,5,2,2,2,5,4,8,5,3,4,1,12.54254488,280000,1,1,1,3,2,1,0,1,4,2,3,1,4,1,1,1,16,3,3,1,6,2,2,13,13,2,4,3,3
