,Id,SalePrice_old,SalePrice_log_old,MSSubClass,LotFrontage,LotArea,OverallQual,MasVnrArea,ExterQual,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,1stFlrSF,GrLivArea,KitchenAbvGr,TotRmsAbvGrd,GarageArea,WoodDeckSF,TotalSF,Age,TotPorchSF,TotBaths,TotCarGarage,Has2ndFl,HasPorch,HasDeck,HasPool,HasFirePlace,HasExBsmtQual,HasIrregularLotShape,HasLandSlope,FoundationType,HasStoneMas,NeighborhoodType
162,163,220000,12.30138283,20,95,12182,7,226,Gd,1201,340,1541,1541,1541,1,7,532,0,3082,4015,70,2,0,0,1,0,0,1,0,0,1,2,0,2
163,164,103200,11.54442413,45,55,5500,4,0,TA,0,882,882,882,882,1,4,0,0,1764,3963,0,1,0,0,0,0,0,1,0,0,1,1,0,1
164,165,152000,11.9316358,40,40,5400,6,0,TA,370,779,1149,1149,1616,1,5,216,0,2765,4011,183,2,0,1,1,0,0,1,0,0,1,0,0,1
165,166,127500,11.75587164,190,62,10106,5,0,TA,351,112,644,808,1355,2,6,0,140,1999,4007,0,3,0,1,0,1,0,1,0,0,1,0,0,1
166,167,190000,12.15477935,20,70.04995837,10708,5,0,Gd,379,470,1617,1867,1867,1,7,303,476,3484,4002,142,2,0,0,1,1,0,1,0,1,1,1,0,1
167,168,325624,12.69349862,60,86,10562,8,300,Gd,1288,294,1582,1610,2161,1,8,789,178,3743,4014,120,2.5,3,1,1,1,0,1,1,0,1,2,1,2
168,169,183500,12.11996995,60,62,8244,7,0,Gd,0,840,840,840,1720,1,7,440,100,2560,4011,48,2.5,0,1,1,1,0,1,0,1,1,2,0,1
169,170,228000,12.33710091,20,70.04995837,16669,8,653,Gd,0,1686,1686,1707,1707,1,6,511,574,3393,3987,64,2.5,0,0,1,1,0,1,0,1,1,1,0,1
170,171,128500,11.76368418,50,70.04995837,12358,5,0,TA,360,360,720,854,1382,1,7,660,237,2102,3957,0,1.5,0,0,0,1,0,1,0,1,1,1,0,1
171,172,215000,12.27839331,20,141,31770,6,112,TA,639,441,1080,1656,1656,1,7,528,210,2736,3970,62,2,0,0,1,1,0,1,0,1,1,1,1,1
172,173,239000,12.38421883,160,44,5306,7,0,Gd,495,354,1064,1064,1767,1,5,504,441,2831,3993,35,3,0,1,1,1,0,1,0,1,1,2,0,2
173,174,163000,12.00150548,20,80,10197,6,491,TA,288,700,1362,1362,1362,1,6,504,0,2724,3969,20,2.5,0,0,1,0,0,1,0,1,1,1,0,1
174,175,184000,12.12269104,20,47,12416,6,132,TA,1398,0,1606,1651,1651,1,7,616,192,3257,3994,0,3,0,0,0,1,0,1,0,1,1,1,1,1
175,176,243000,12.40081672,20,84,12615,6,0,TA,477,725,1202,2158,2158,1,7,576,0,3360,4008,68,3,0,0,1,0,0,1,0,0,1,1,0,1
176,177,211000,12.25961341,60,97,10029,6,268,Gd,831,320,1151,1164,2060,1,8,521,0,3211,3996,420,3,0,1,1,0,0,1,0,1,1,2,0,1
177,178,172500,12.05815252,50,70.04995837,13650,5,0,Gd,57,554,1052,1252,1920,1,8,451,0,2972,3964,0,3,0,1,0,0,0,1,0,0,1,1,0,1
178,179,501837,13.12603064,20,63,17423,9,748,Ex,1904,312,2216,2234,2234,1,9,1166,0,4450,4018,60,3,3,0,1,0,0,1,1,1,1,2,1,2
179,180,100000,11.51292546,30,60,8520,5,0,Gd,0,968,968,968,968,1,5,480,0,1936,4013,184,1,0,0,1,0,0,1,0,0,1,1,0,1
180,181,177000,12.08390501,160,70.04995837,2117,6,456,Gd,436,320,756,769,1525,1,5,440,0,2281,4007,0,2.5,0,1,0,0,0,1,0,0,1,2,0,1
181,182,200100,12.20657252,70,54,7588,7,0,TA,352,441,793,901,1802,1,9,216,0,2595,3956,40,1.5,0,1,1,0,0,1,0,0,1,0,0,1
182,183,120000,11.69524702,20,60,9060,5,98,TA,0,0,0,1340,1340,1,7,252,116,1340,4013,180,1,0,0,1,1,0,1,0,0,1,2,0,1
183,184,200000,12.20607265,50,63,11426,7,0,TA,0,1362,1362,1362,2082,1,6,484,280,3444,4011,238,2.5,0,1,1,1,0,1,0,0,1,2,0,1
184,185,127000,11.75194237,50,92,7438,5,0,TA,0,504,504,936,1252,1,5,576,104,1756,3997,0,1,0,1,0,1,0,1,0,1,1,2,0,1
185,186,475000,13.07107008,75,90,22950,10,0,Gd,0,1107,1107,1518,3608,1,12,840,0,4715,3999,670,2.5,3,1,1,0,0,1,0,1,1,0,0,1
186,187,173000,12.06104687,80,70.04995837,9947,7,0,TA,611,577,1188,1217,1217,1,6,497,168,2405,4000,27,3,0,0,1,1,0,1,0,1,1,2,0,1
187,188,135000,11.81303006,50,60,10410,5,0,TA,0,660,660,808,1656,1,8,180,0,2316,3996,140,2.5,0,1,1,0,0,1,0,0,1,1,0,1
188,189,153337,11.94039339,90,64,7018,5,275,TA,1086,0,1086,1224,1224,2,6,528,120,2310,3988,0,3,0,0,0,1,0,1,0,0,1,1,1,1
189,190,286000,12.56374709,120,41,4923,8,0,Gd,1153,440,1593,1593,1593,1,5,682,0,3186,4010,344,2.5,0,0,1,0,0,1,1,0,1,2,0,2
190,191,315000,12.66032792,70,70,10570,8,0,Gd,297,556,853,1549,2727,1,10,440,0,3580,4001,74,2.5,0,1,1,0,0,1,0,0,1,1,0,1
191,192,184000,12.12269104,60,70.04995837,7472,7,138,TA,626,99,725,725,1479,1,7,484,0,2204,4011,32,2.5,0,1,1,0,0,1,0,1,1,1,0,1
192,193,192000,12.16525065,20,68,9017,7,0,Gd,560,871,1431,1431,1431,1,6,666,0,2862,4008,35,3,0,0,1,0,0,1,0,1,1,2,0,1
193,194,130000,11.77528973,160,24,2522,7,50,Gd,0,970,970,970,1709,1,7,380,0,2679,4010,40,2,0,1,1,0,0,1,0,0,1,2,1,1
194,195,127000,11.75194237,20,60,7180,5,0,TA,390,474,864,864,864,1,5,352,0,1728,3980,0,1,0,0,0,0,0,1,0,1,1,1,0,1
195,196,148500,11.90834024,160,24,2280,6,0,TA,566,289,855,855,1456,1,7,440,87,2311,3985,0,2.5,0,1,0,1,0,1,0,0,1,1,0,1
196,197,311872,12.65034813,20,79,9416,7,205,Ex,1126,600,1726,1726,1726,1,8,786,171,3452,4014,404,3,3,0,1,1,0,1,1,0,1,2,1,1
197,198,235000,12.36734079,75,174,25419,8,0,Gd,1036,140,1360,1360,3112,1,8,795,0,4472,3996,568,3.5,0,1,1,0,1,2,0,0,1,2,0,1
198,199,104000,11.55214618,75,92,5520,6,0,TA,0,755,755,929,2229,1,8,0,0,2984,3959,228,1,0,1,1,0,0,1,0,0,1,1,0,1
199,200,274900,12.52416267,20,76,9591,8,262,Gd,1088,625,1713,1713,1713,1,7,856,0,3426,4014,196,3,3,0,1,0,0,1,1,0,1,2,0,2
200,201,140000,11.8493977,20,80,8546,4,0,TA,0,1121,1121,1121,1121,1,5,440,132,2242,4014,64,2,0,0,1,1,0,1,0,0,1,2,0,1
201,202,171500,12.05233855,20,75,10125,6,0,TA,641,276,1196,1279,1279,1,6,473,238,2475,3985,83,2.5,0,0,1,1,0,1,0,0,1,1,0,1
202,203,112000,11.62625415,50,50,7000,6,0,TA,617,0,617,865,1310,1,6,398,0,1927,3956,126,2,0,1,1,0,0,1,0,0,1,0,0,1
203,204,149000,11.91170158,120,70.04995837,4438,6,205,Gd,662,186,848,848,848,1,3,420,149,1696,4012,0,2,0,0,0,1,0,1,0,0,1,2,0,1
204,205,110000,11.60823564,50,50,3500,5,0,TA,312,408,720,720,1284,1,5,240,0,2004,3959,35,1.5,0,1,1,0,0,1,0,0,1,1,0,1
205,206,180500,12.10348606,20,99,11851,7,0,TA,0,1424,1424,1442,1442,1,5,500,0,2866,3999,542,2,0,0,1,0,0,1,0,0,1,2,0,1
206,207,143900,11.87687389,20,40,13673,5,0,TA,0,1140,1140,1696,1696,1,8,349,0,2836,3969,30,1.5,0,0,1,0,0,1,0,1,1,1,0,1
207,208,141000,11.85651517,20,70.04995837,12493,4,0,TA,419,375,1100,1100,1100,1,6,312,355,2200,3968,0,2,0,0,0,1,0,1,0,1,1,2,0,1
208,209,277000,12.53177279,60,70.04995837,14364,7,128,Gd,1065,92,1157,1180,2062,1,7,454,60,3219,3996,209,3.5,0,1,1,1,0,1,0,1,1,1,0,1
209,210,145000,11.88448902,20,75,8250,6,260,TA,787,305,1092,1092,1092,1,6,504,0,2184,3972,0,2,0,0,0,0,0,1,0,0,1,1,1,1
210,211,98000,11.49272276,30,67,5604,5,0,TA,468,396,864,864,864,1,5,0,0,1728,3958,96,2,0,0,1,0,0,1,0,0,1,1,0,1
211,212,186000,12.13350195,20,83,10420,6,0,TA,36,1176,1212,1212,1212,1,6,460,100,2424,4019,22,2,0,0,1,1,0,1,0,0,1,2,0,1
212,213,252678,12.43987123,60,72,8640,7,0,TA,822,78,900,932,1852,1,7,644,168,2752,4018,108,3.5,0,1,1,1,0,1,0,0,1,2,0,1
213,214,156000,11.95761129,20,43,13568,5,0,TA,716,274,990,990,990,1,5,576,224,1980,4001,0,1.5,0,0,0,1,0,1,0,1,1,2,0,1
214,215,161750,11.99380721,60,70.04995837,10900,6,153,TA,378,311,689,689,1392,1,6,299,0,2081,3987,36,1.5,0,1,1,0,0,1,0,1,1,1,0,1
215,216,134450,11.80894766,20,72,10011,5,64,TA,360,710,1070,1236,1236,1,6,447,0,2306,4002,0,1.5,0,0,0,0,0,1,0,1,1,1,0,1
216,217,210000,12.25486281,20,65,8450,7,266,Gd,946,490,1436,1436,1436,1,8,484,139,2872,4012,98,3,0,0,1,1,0,1,0,0,1,2,0,1
217,218,107000,11.58058411,70,57,9906,4,0,TA,0,686,686,810,1328,1,8,210,0,2014,3956,232,1,0,1,1,0,0,1,0,0,1,1,0,1
218,219,311500,12.64915462,50,70.04995837,15660,7,312,Gd,341,457,798,1137,1954,1,8,431,0,2752,4014,269,2,0,1,1,0,0,1,0,1,1,1,0,1
219,220,167240,12.02718519,120,43,3010,7,16,Gd,16,1232,1248,1248,1248,1,5,438,108,2496,4012,0,2,0,0,0,1,0,1,0,0,1,2,0,1
220,221,204900,12.23027733,20,73,8990,7,0,Gd,0,1498,1498,1498,1498,1,5,675,351,2996,4012,33,2,0,0,1,1,0,1,0,1,1,2,0,1
221,222,200000,12.20607265,60,70.04995837,8068,6,0,Gd,0,1010,1010,1010,2267,1,8,390,120,3277,4011,46,2.5,0,1,1,1,0,1,0,1,1,2,0,1
222,223,179900,12.10015642,60,85,11475,6,0,TA,550,163,713,811,1552,1,6,434,209,2265,3981,208,3.5,0,1,1,1,0,1,0,0,1,1,0,1
223,224,97000,11.48246626,20,70,10500,4,0,TA,524,160,864,864,864,1,4,576,216,1728,3980,0,1,0,0,0,1,0,1,0,0,1,1,0,1
224,225,386250,12.86424011,20,103,13472,10,922,Ex,56,2336,2392,2392,2392,1,8,968,248,4784,4012,105,2,3,0,1,1,0,2,1,0,1,2,0,2
225,226,112000,11.62625415,160,21,1680,5,142,TA,0,630,630,630,1302,1,6,280,0,1932,3980,0,2.5,0,1,0,0,0,1,0,0,1,1,0,0
226,227,290000,12.5776362,60,82,9950,7,290,Gd,565,638,1203,1214,2520,1,9,721,224,3723,4002,114,2.5,3,1,1,1,0,1,0,1,1,2,0,2
227,228,106000,11.57119437,160,21,1869,6,127,TA,321,162,483,483,987,1,5,280,0,1470,3978,0,1.5,0,1,0,0,0,1,0,0,1,1,0,0
228,229,125000,11.73606902,20,70,8521,5,0,TA,842,70,912,912,912,1,5,336,0,1824,3977,0,1,0,0,0,0,0,1,0,0,1,1,0,1
229,230,192500,12.16785143,120,43,3182,7,16,Gd,16,1357,1373,1555,1555,1,7,430,143,2928,4015,20,2,0,0,1,1,0,1,0,0,1,2,0,1
230,231,148000,11.90496755,20,73,8760,6,220,TA,0,1194,1194,1194,1194,1,6,312,0,2388,3969,120,2,0,0,1,0,0,1,0,0,1,1,0,1
231,232,403000,12.90669184,60,174,15138,8,506,Gd,689,773,1462,1490,2794,1,9,810,0,4256,4005,348,3.5,3,1,1,0,0,1,0,1,1,2,0,2
232,233,94500,11.45635511,160,21,1680,6,297,TA,0,483,483,483,987,1,5,288,0,1470,3978,0,1.5,0,1,0,0,0,1,0,0,1,1,0,0
233,234,128200,11.76134682,20,75,10650,5,0,TA,182,0,894,894,894,1,5,308,365,1788,3986,0,2,0,0,0,1,0,1,0,0,1,1,0,1
234,235,216500,12.28534583,60,70.04995837,7851,6,103.6852617,Gd,625,235,860,860,1960,1,8,440,288,2820,4012,48,3.5,0,1,1,1,0,1,0,0,1,2,0,1
235,236,89500,11.4019939,160,21,1680,6,604,TA,358,125,483,483,987,1,5,264,0,1470,3979,0,1.5,0,1,0,0,0,1,0,0,1,1,0,0
236,237,185500,12.13081016,20,65,8773,7,98,Gd,24,1390,1414,1414,1414,1,6,494,132,2828,4014,105,2,0,0,1,1,0,1,0,0,1,2,0,1
237,238,194500,12.17818744,60,70.04995837,9453,7,0,Gd,402,594,996,1014,1744,1,7,457,370,2740,4013,308,2.5,0,1,1,1,0,1,0,1,1,2,0,1
238,239,318000,12.66980666,20,93,12030,8,254,Ex,0,1694,1694,1694,1694,1,7,818,168,3388,4014,228,2,3,0,1,1,0,1,1,0,1,2,0,2
239,240,113000,11.6351431,50,52,8741,6,0,TA,94,641,735,798,1487,1,7,220,0,2222,3960,140,1.5,0,1,1,0,0,1,0,0,1,1,0,1
240,241,262500,12.47800636,20,75,9000,8,36,Gd,1078,488,1566,1566,1566,1,7,750,144,3132,4018,168,3,0,0,1,1,0,1,0,0,1,2,1,1
241,242,110500,11.6127708,30,40,3880,5,0,TA,329,357,686,866,866,1,4,0,58,1552,4004,42,1,0,0,1,1,0,1,0,0,1,1,0,1
242,243,79000,11.27720313,50,63,5000,5,0,TA,0,540,540,889,1440,1,6,352,0,1980,3956,77,1,0,1,1,0,0,1,0,0,1,0,0,1
243,244,120000,11.69524702,160,75,10762,6,0,TA,0,626,626,626,1217,1,6,288,0,1843,3989,28,1.5,0,1,1,0,0,1,0,0,1,1,0,1
244,245,205000,12.23076526,60,70.04995837,8880,7,0,Gd,695,253,948,1222,2110,1,8,463,0,3058,4012,130,3.5,0,1,1,0,0,1,0,1,1,2,0,1
245,246,241500,12.39462475,20,80,10400,7,102,TA,929,916,1845,1872,1872,1,6,604,197,3717,3994,39,2.5,0,0,1,1,0,1,0,0,1,1,0,1
246,247,137000,11.8277362,190,69,9142,6,0,TA,0,1020,1020,908,1928,2,9,440,0,2948,3956,172,2,0,1,1,0,0,1,0,0,1,0,0,1
247,248,140000,11.8493977,20,75,11310,6,0,TA,0,1367,1367,1375,1375,1,5,451,0,2742,3960,30,1,0,0,1,0,0,1,0,0,1,1,0,1
248,249,180000,12.10071213,60,72,11317,7,101,Gd,0,840,840,840,1668,1,8,500,144,2508,4010,68,2.5,0,1,1,1,0,1,0,0,1,2,0,1
250,251,76500,11.24504602,30,55,5350,3,0,TA,0,728,728,1306,1306,1,6,0,263,2034,3976,0,1,0,0,0,1,0,1,0,1,1,1,0,1
251,252,235000,12.36734079,120,44,4750,8,481,Gd,1573,0,1573,1625,1625,1,5,538,123,3198,4014,153,3.5,0,0,1,1,0,1,0,1,1,2,1,1
252,253,173000,12.06104687,60,65,8366,6,0,Gd,0,798,798,798,1640,1,6,520,138,2438,4012,45,2.5,0,1,1,1,0,1,0,1,1,2,0,1
253,254,158000,11.97035031,80,85,9350,6,108,TA,270,452,1302,1302,1302,1,7,309,333,2604,3998,0,2.5,0,0,0,1,0,1,0,0,1,1,0,1
254,255,145000,11.88448902,20,70,8400,5,0,TA,922,392,1314,1314,1314,1,5,294,250,2628,3967,0,2,0,0,0,1,0,1,0,0,1,1,0,1
255,256,230000,12.34583459,60,66,8738,7,302,Gd,0,975,975,1005,2291,1,8,429,192,3266,4005,0,2.5,0,1,0,1,0,1,0,1,1,2,0,1
256,257,207500,12.24288662,60,64,8791,6,0,Gd,503,361,864,864,1728,1,7,673,216,2592,4011,56,2.5,0,1,1,1,0,1,0,1,1,2,0,1
257,258,220000,12.30138283,20,68,8814,7,180,Gd,1334,270,1604,1604,1604,1,8,660,123,3208,4015,110,3.5,0,0,1,1,0,1,0,0,1,2,1,1
258,259,231500,12.35233515,60,80,12435,7,172,Gd,361,602,963,963,1792,1,7,564,0,2755,4009,341,2.5,0,1,1,0,0,1,0,0,1,2,0,1
259,260,97000,11.48246626,20,70,12702,5,0,TA,0,0,0,882,882,1,4,308,0,882,3964,45,1,0,0,1,0,0,1,0,0,1,2,0,1
260,261,176000,12.07823927,80,120,19296,6,399,TA,672,0,1362,1382,1382,1,6,884,0,2744,3971,252,2,0,0,1,0,0,1,0,0,1,1,0,1
261,262,276000,12.52815614,60,69,9588,8,270,Gd,0,1482,1482,1482,2574,1,10,868,0,4056,4014,148,2.5,3,1,1,0,0,1,1,1,1,2,1,1
262,263,151000,11.92503512,80,88,8471,6,46,TA,506,0,506,1212,1212,1,6,492,292,1718,4001,12,2,0,0,1,1,0,1,0,1,1,1,0,1
263,264,130000,11.77528973,50,50,5500,5,0,TA,234,0,926,926,1316,1,6,484,0,2242,4011,0,2,0,0,0,0,0,1,0,0,1,0,0,1
264,265,73000,11.19821472,30,30,5232,5,0,TA,0,680,680,764,764,1,4,504,0,1444,4012,0,1,0,0,0,0,0,1,0,1,1,0,0,1
265,266,175500,12.07539432,20,78,12090,6,210,TA,588,606,1422,1422,1422,1,7,576,276,2844,3989,0,2,0,0,0,1,0,1,0,1,1,1,0,1
266,267,185000,12.1281111,60,70,11207,6,0,TA,714,88,802,802,1511,1,8,413,95,2313,4003,75,3.5,0,1,1,1,0,1,0,1,1,2,0,1
267,268,179500,12.09793049,75,60,8400,5,0,TA,378,342,720,1052,2192,1,8,240,262,2912,4005,24,2.5,0,1,1,1,0,1,0,0,1,2,0,1
268,269,120500,11.69940503,30,71,6900,5,0,TA,403,212,740,778,778,1,4,924,0,1518,3963,25,1,0,0,1,0,0,1,0,0,1,1,0,0
269,270,148000,11.90496755,20,70.04995837,7917,6,174,TA,751,392,1143,1113,1113,1,6,504,370,2256,3983,30,2.5,0,0,1,1,0,1,0,1,1,1,0,1
270,271,266000,12.49125159,60,84,10728,8,0,Gd,0,1095,1095,1095,1939,1,8,1053,192,3034,4012,51,2.5,3,1,1,1,0,1,0,0,1,2,0,1
271,272,241500,12.39462475,20,73,39104,7,0,TA,226,96,1385,1363,1363,1,5,439,81,2748,4013,0,2,0,0,0,1,0,1,0,1,1,1,0,1
272,273,290000,12.5776362,60,92,11764,8,348,Gd,524,628,1152,1164,2270,1,9,671,132,3422,4017,57,2.5,3,1,1,1,0,1,0,1,1,2,0,2
273,274,139000,11.84222921,20,80,9600,6,183,TA,620,0,1240,1632,1632,1,6,338,289,2872,3997,0,3,0,0,0,1,0,1,0,0,1,1,0,1
274,275,124500,11.73206099,20,76,8314,5,0,TA,546,270,816,816,816,1,5,264,168,1632,3989,0,1,0,0,0,1,0,1,0,0,1,1,0,1
275,276,205000,12.23076526,50,55,7264,7,0,Gd,0,952,952,952,1548,1,5,672,74,2500,4016,144,2.5,0,1,1,1,0,1,0,0,1,0,0,1
276,277,201000,12.21106019,20,129,9196,7,0,Gd,0,1560,1560,1560,1560,1,7,573,100,3120,4013,150,2,0,0,1,1,0,1,1,1,1,2,0,1
277,278,141000,11.85651517,20,140,19138,4,0,TA,120,744,864,864,864,1,4,400,0,1728,3961,0,1,0,0,0,0,0,1,0,0,1,1,0,1
278,279,415298,12.93675161,20,107,14450,9,315,Ex,0,2121,2121,2121,2121,1,8,732,124,4242,4014,240,2.5,3,0,1,1,0,2,1,0,1,2,0,2
279,280,192000,12.16525065,60,83,10005,7,299,TA,392,768,1160,1156,2022,1,8,505,288,3182,3985,117,2.5,0,1,1,1,0,1,0,0,1,1,0,1
280,281,228500,12.33929149,60,82,11287,7,340,Gd,421,386,807,1175,1982,1,7,575,0,2789,3996,280,2.5,0,1,1,0,0,1,0,0,1,1,0,1
281,282,185000,12.1281111,20,60,7200,6,68,Gd,905,357,1262,1262,1262,1,5,572,0,2524,4012,120,2,0,0,1,0,0,1,0,0,1,2,1,1
282,283,207500,12.24288662,120,34,5063,7,166,Gd,904,410,1314,1314,1314,1,6,626,172,2628,4017,62,3,0,0,1,1,0,1,0,0,1,2,1,2
283,284,244600,12.4073795,20,74,9612,8,72,Gd,0,1468,1468,1468,1468,1,6,898,210,2936,4018,150,2,3,0,1,1,0,1,0,0,1,2,1,1
284,285,179200,12.09625778,120,50,8012,6,0,Gd,430,1145,1575,1575,1575,1,5,529,0,3150,3999,52,3,0,0,1,0,0,1,0,0,1,2,0,1
285,286,164700,12.01188092,160,35,4251,7,0,Gd,0,625,625,625,1250,1,5,528,0,1875,4014,54,2.5,0,1,1,0,0,1,0,1,1,2,0,1
286,287,159000,11.97665948,50,77,9786,6,0,TA,600,312,912,1085,1734,1,7,440,0,2646,3987,128,1.5,0,1,1,0,0,1,0,1,1,1,0,1
287,288,88000,11.38509209,20,70.04995837,8125,4,0,TA,614,244,858,858,858,1,5,0,0,1716,3977,0,1,0,0,0,0,0,1,0,1,1,1,0,1
288,289,122000,11.71177632,20,70.04995837,9819,5,31,TA,450,432,882,900,900,1,5,280,0,1782,3977,0,1,0,0,0,0,0,1,0,1,1,1,0,1
289,290,153575,11.94194433,70,60,8730,6,0,TA,0,698,698,698,1396,1,7,384,0,2094,4010,259,1,0,1,1,0,0,1,0,0,1,0,0,1
290,291,233230,12.35978037,60,120,15611,8,0,Gd,0,1079,1079,1079,1919,1,8,685,0,2998,4012,51,2.5,0,1,1,0,0,1,0,0,1,2,0,1
291,292,135900,11.8196746,190,55,5687,5,0,TA,210,570,780,936,1716,1,9,0,0,2496,4008,184,3,0,1,1,0,0,1,0,0,1,2,0,1
292,293,131000,11.7829526,50,60,11409,5,0,TA,292,476,768,1148,1716,1,8,281,0,2484,4017,160,1.5,0,1,1,0,0,1,0,0,1,1,0,1
293,294,235000,12.36734079,60,70.04995837,16659,7,34,TA,795,0,795,1468,2263,1,9,539,0,3058,4000,250,3.5,0,1,1,0,0,1,0,1,1,1,0,1
294,295,167000,12.02574909,20,80,9600,6,238,TA,1285,131,1416,1644,1644,1,7,418,110,3060,3962,0,2,0,0,0,1,0,1,0,0,1,1,1,1
295,296,142500,11.86709728,80,37,7937,6,0,TA,819,184,1003,1003,1003,1,6,588,120,2006,3990,0,2,0,0,0,1,0,1,0,1,1,1,0,1
296,297,152000,11.9316358,50,75,13710,5,0,TA,420,490,910,910,1558,1,6,282,289,2468,3957,0,1.5,0,1,0,1,0,1,0,0,1,1,0,0
298,299,175000,12.07254125,60,90,11700,6,365,Gd,384,143,702,1041,1743,1,7,539,224,2445,3975,0,2.5,0,1,0,1,0,1,0,0,1,1,0,1
299,300,158500,11.97350987,20,80,14000,6,0,TA,0,1092,1092,1152,1152,1,6,300,0,2244,4013,36,1.5,0,0,1,0,0,1,0,0,1,1,0,1
300,301,157000,11.96400108,190,90,15750,5,56,TA,841,324,1165,1336,1336,1,5,375,0,2501,3959,0,2,0,0,0,0,0,1,0,0,1,1,0,1
301,302,267000,12.49500394,60,66,16226,8,0,Gd,281,747,1028,1210,2452,1,9,683,208,3480,4006,50,2.5,0,1,1,1,0,1,0,1,1,2,0,1
302,303,205000,12.23076526,20,118,13704,7,150,Gd,0,1541,1541,1541,1541,1,6,843,468,3082,4008,81,2,3,0,1,1,0,1,0,1,1,2,0,1
303,304,149900,11.91772368,20,70,9800,5,0,TA,894,0,894,894,894,1,5,552,256,1788,3978,0,2,0,0,0,1,0,1,0,0,1,2,0,1
304,305,295000,12.59473064,75,87,18386,7,0,TA,0,1470,1470,1675,3493,1,10,870,302,4963,4010,0,3,3,1,0,1,0,2,0,0,1,0,0,1
305,306,305900,12.63101353,20,80,10386,8,246,Gd,1464,536,2000,2000,2000,1,8,888,168,4000,4012,0,3,3,0,0,1,0,1,0,0,1,2,1,1
306,307,225000,12.32385568,60,116,13474,7,246,Gd,700,0,700,1122,2243,1,8,746,127,2943,3998,268,3.5,3,1,1,1,0,1,0,0,1,1,0,1
307,308,89500,11.4019939,50,70.04995837,7920,6,0,TA,0,319,319,1035,1406,1,6,0,0,1725,3958,144,1,0,1,1,0,0,1,0,1,1,1,0,0
308,309,82500,11.32055357,30,70.04995837,12342,4,0,TA,262,599,861,861,861,1,4,539,158,1722,3959,0,1,0,0,0,1,0,1,0,1,1,1,0,1
309,310,360000,12.79385931,20,90,12378,9,0,Gd,1274,622,1896,1944,1944,1,8,708,208,3840,4010,175,3,3,0,1,1,0,2,1,1,1,2,0,2
310,311,165600,12.01733052,60,70.04995837,7685,6,112,TA,518,179,697,697,1501,1,6,420,190,2198,4000,63,2.5,0,1,1,1,0,1,0,1,1,2,0,1
311,312,132000,11.7905572,20,50,8000,6,0,TA,680,292,972,972,972,1,5,240,0,1944,4011,0,2,0,0,0,0,0,1,0,0,1,1,0,1
312,313,119900,11.69441334,190,65,7800,5,0,TA,507,286,793,793,1118,1,5,410,0,1911,3956,271,2,0,1,1,0,0,1,0,0,1,1,0,1
314,315,178000,12.08953883,70,60,9600,7,0,TA,16,712,728,832,1641,1,6,546,0,2369,3996,234,2,0,1,1,0,0,1,0,0,1,0,0,1
315,316,188500,12.14685329,60,71,7795,7,0,Gd,425,291,716,716,1432,1,6,432,100,2148,4014,51,3.5,0,1,1,1,0,1,0,1,1,2,0,1
316,317,260000,12.46843691,60,94,13005,7,278,Gd,692,153,845,1153,2353,1,10,484,288,3198,3989,195,3.5,0,1,1,1,0,1,0,1,1,1,0,1
317,318,270000,12.50617724,60,75,9000,8,0,Gd,0,1088,1088,1088,1959,1,8,1025,208,3047,4013,46,2.5,3,1,1,1,0,1,0,0,1,2,0,1
318,319,260000,12.46843691,60,90,9900,7,256,Gd,987,360,1347,1372,2646,1,9,656,340,3993,4002,204,3.5,3,1,1,1,0,1,0,0,1,2,0,2
319,320,187500,12.14153412,80,70.04995837,14115,7,225,TA,1036,336,1372,1472,1472,1,6,588,233,2844,3989,48,3,0,0,1,1,0,1,0,0,1,1,0,1
320,321,342643,12.74444437,60,111,16259,9,370,TA,0,1249,1249,1249,2596,1,9,840,240,3845,4012,154,3.5,3,1,1,1,0,1,1,0,1,2,1,2
321,322,354000,12.77705219,60,99,12099,8,388,Gd,970,166,1136,1136,2468,1,10,872,184,3604,4011,154,3.5,3,1,1,1,0,1,1,1,1,2,0,2
322,323,301000,12.61486554,60,86,10380,7,172,Gd,28,0,1502,1553,2730,1,8,576,201,4232,3994,96,3.5,0,1,1,1,0,1,0,1,1,1,0,1
323,324,126175,11.74542511,20,49,5820,3,0,TA,256,906,1162,1163,1163,1,6,220,142,2325,4011,98,2,0,0,1,1,0,1,0,0,1,1,0,1
324,325,242000,12.39669301,80,96,11275,7,300,Gd,0,710,710,1898,2978,1,11,564,240,3688,4017,0,2.5,0,1,0,1,0,1,0,0,1,1,0,1
325,326,87000,11.3736634,45,50,5000,5,0,TA,116,604,720,803,803,1,5,360,0,1523,3957,244,1,0,0,1,0,0,1,0,0,1,1,0,0
326,327,324000,12.68849879,120,32,10846,8,0,Gd,1619,100,1719,1719,1719,1,6,473,122,3438,4001,30,3.5,0,0,1,1,0,1,0,1,1,2,0,1
327,328,145250,11.88621167,20,80,11600,6,175,TA,565,818,1383,1383,1383,1,7,292,0,2766,3966,45,1.5,0,0,1,0,0,1,0,0,1,1,0,1
328,329,214500,12.27606502,75,70.04995837,11888,6,0,TA,0,844,844,1445,2134,1,10,441,0,2978,4003,328,2,0,1,1,0,0,1,0,1,1,0,0,1
329,330,78000,11.26446411,70,60,6402,5,0,TA,0,596,596,596,1192,1,6,189,0,1788,3959,137,1,0,1,1,0,0,1,0,0,1,2,0,0
