,Id,MSSubClass,LotFrontage,LotArea,OverallQual,YearBuilt,MasVnrArea,ExterQual,BsmtCond,BsmtFinType1,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,GarageType,GarageFinish,GarageArea,GarageQual,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,SalePrice,SalePrice_log,TotalSF,Age,TotPorchSF,TotBaths,TotCarGarage,Has2ndFl,HasPorch,HasDeck,HasPool,HasFirePlace,HasGasHeating,HasSBrkr,HasExBsmtQual,HasGd,HasGLQ,HasPavedDrive,HasIrregularLotShape,HasLandSlope,FoundationType,HasStoneMas,NeighborhoodType
315,316,60,71.0,7795,7,2004,0.0,Gd,TA,GLQ,425,291,716,Ex,Y,716,716,1432,1,0,2,1,1,Gd,6,Attchd,Fin,432,TA,100,51,0,0,0,188500,12.146853285870202,2148,4,51,3.5,0,1,1,1,0,1,1,1,0,0,1,1,1,0,2,0,1
316,317,60,94.0,13005,7,1980,278.0,Gd,TA,GLQ,692,153,845,TA,Y,1153,1200,2353,1,0,2,1,1,Ex,10,Attchd,RFn,484,TA,288,195,0,0,0,260000,12.468436909997665,3198,29,195,3.5,0,1,1,1,0,1,1,1,0,0,1,1,1,0,1,0,1
317,318,60,75.0,9000,8,2006,0.0,Gd,TA,Unf,0,1088,1088,Ex,Y,1088,871,1959,0,0,2,1,1,Gd,8,Attchd,RFn,1025,TA,208,46,0,0,0,270000,12.506177237980511,3047,1,46,2.5,3,1,1,1,0,1,1,1,0,0,0,1,0,0,2,0,1
318,319,60,90.0,9900,7,1993,256.0,Gd,TA,GLQ,987,360,1347,Ex,Y,1372,1274,2646,1,0,2,1,1,Gd,9,Attchd,RFn,656,TA,340,60,144,0,0,260000,12.468436909997665,3993,16,204,3.5,3,1,1,1,0,1,1,1,0,1,1,1,0,1,2,0,2
319,320,80,70.04995836802665,14115,7,1980,225.0,TA,TA,GLQ,1036,336,1372,TA,Y,1472,0,1472,1,0,2,0,1,TA,6,Attchd,Unf,588,TA,233,48,0,0,0,187500,12.141534124392603,2844,29,48,3.0,0,0,1,1,0,1,1,1,0,0,1,1,0,0,1,0,1
320,321,60,111.0,16259,9,2006,370.0,TA,Gd,Unf,0,1249,1249,Ex,Y,1249,1347,2596,0,0,3,1,1,Gd,9,Attchd,RFn,840,TA,240,154,0,0,0,342643,12.7444443677961,3845,0,154,3.5,3,1,1,1,0,1,1,1,1,0,0,1,0,0,2,1,2
321,322,60,99.0,12099,8,2004,388.0,Gd,TA,GLQ,970,166,1136,Ex,Y,1136,1332,2468,1,0,2,1,1,Gd,10,BuiltIn,Fin,872,TA,184,154,0,0,0,354000,12.777052192115912,3604,3,154,3.5,3,1,1,1,0,1,1,1,1,0,1,1,1,0,2,0,2
322,323,60,86.0,10380,7,1986,172.0,Gd,TA,LwQ,28,0,1502,Ex,Y,1553,1177,2730,1,0,2,1,1,Gd,8,Attchd,Fin,576,TA,201,96,0,0,0,301000,12.614865543731012,4232,20,96,3.5,0,1,1,1,0,1,1,1,0,1,0,1,1,0,1,0,1
323,324,20,49.0,5820,3,1955,0.0,TA,TA,ALQ,256,906,1162,Ex,Y,1163,0,1163,1,0,1,0,1,TA,6,Attchd,Unf,220,Fa,142,98,0,0,0,126175,11.745425111208464,2325,1,98,2.0,0,0,1,1,0,1,1,1,0,0,0,1,0,0,1,0,1
324,325,80,96.0,11275,7,1967,300.0,Gd,TA,Unf,0,710,710,Ex,Y,1898,1080,2978,0,0,2,1,1,Gd,11,BuiltIn,Fin,564,TA,240,0,0,0,0,242000,12.396693005138824,3688,3,0,2.5,0,1,0,1,0,1,1,1,0,0,0,1,0,0,1,0,1
325,326,45,50.0,5000,5,1941,0.0,TA,TA,BLQ,116,604,720,Po,N,803,0,803,0,0,1,0,1,TA,5,Detchd,Unf,360,TA,0,0,244,0,0,87000,11.37366339763672,1523,57,244,1.0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0
326,327,120,32.0,10846,8,1993,0.0,Gd,TA,GLQ,1619,100,1719,Ex,Y,1719,0,1719,2,0,1,1,1,Gd,6,Attchd,Fin,473,TA,122,30,0,0,0,324000,12.688498794774466,3438,15,30,3.5,0,0,1,1,0,1,1,1,0,1,1,1,1,0,2,0,1
327,328,20,80.0,11600,6,1960,175.0,TA,TA,Rec,565,818,1383,TA,Y,1383,0,1383,0,0,1,1,1,TA,7,Attchd,RFn,292,TA,0,45,0,0,0,145250,11.886211674714158,2766,46,45,1.5,0,0,1,0,0,1,1,1,0,0,0,1,0,0,1,0,1
328,329,75,70.04995836802665,11888,6,1916,0.0,TA,TA,Unf,0,844,844,Gd,N,1445,689,2134,0,0,2,0,1,Gd,10,Detchd,Unf,441,TA,0,60,268,0,0,214500,12.27606501735021,2978,15,328,2.0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1
329,330,70,60.0,6402,5,1920,0.0,TA,TA,Unf,0,596,596,TA,N,596,596,1192,0,0,1,0,1,TA,6,Detchd,Unf,189,Fa,0,0,137,0,0,78000,11.26446410567173,1788,59,137,1.0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,2,0,0
330,331,90,70.04995836802665,10624,5,1964,84.0,TA,TA,GLQ,40,1424,1728,TA,Y,1728,0,1728,0,1,2,0,2,TA,10,Detchd,Unf,352,TA,155,0,0,0,0,119000,11.686878772093667,3456,43,0,2.5,0,0,0,1,0,1,1,1,0,0,1,1,1,0,1,0,1
331,332,20,70.0,8176,5,1958,0.0,TA,TA,Rec,846,210,1056,Fa,Y,1056,0,1056,1,0,1,0,1,TA,6,Attchd,RFn,308,TA,0,0,0,0,0,139000,11.842229212112828,2112,15,0,2.0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,1
332,333,20,85.0,10655,8,2003,296.0,Gd,TA,GLQ,1124,1603,3206,Ex,Y,1629,0,1629,1,0,2,0,1,Gd,7,Attchd,RFn,880,TA,0,0,0,0,0,284000,12.556729517143344,4835,5,0,3.0,3,0,0,0,0,1,1,1,0,0,1,1,1,0,2,0,2
333,334,120,59.0,8198,7,2004,146.0,Gd,TA,GLQ,720,638,1358,Ex,Y,1358,0,1358,1,0,2,0,1,Gd,6,Attchd,RFn,484,TA,192,30,0,0,0,207000,12.240474072247506,2716,4,30,3.0,0,0,1,1,0,1,1,1,0,0,1,1,0,0,2,1,2
334,335,60,59.0,9042,6,1998,0.0,TA,TA,GLQ,828,115,943,Gd,Y,943,695,1638,1,0,2,1,1,TA,7,Attchd,Fin,472,TA,100,38,0,0,0,192000,12.165250651009918,2581,10,38,3.5,0,1,1,1,0,1,1,1,0,1,1,1,1,0,2,0,1
336,337,20,86.0,14157,9,2005,200.0,Gd,TA,GLQ,1249,673,1922,Ex,Y,1922,0,1922,1,0,2,0,1,Gd,8,Attchd,Fin,676,TA,178,51,0,0,0,377426,12.841129801965447,3844,1,51,3.0,3,0,1,1,0,1,1,1,1,1,1,1,1,0,2,1,2
337,338,20,70.0,9135,7,2002,113.0,Gd,TA,GLQ,810,726,1536,Ex,Y,1536,0,1536,1,0,2,0,1,Gd,7,Attchd,RFn,532,TA,192,74,0,0,0,214000,12.273731294003989,3072,5,74,3.0,0,0,1,1,0,1,1,1,0,0,1,1,0,0,2,0,1
338,339,20,91.0,14145,7,1984,0.0,Gd,TA,ALQ,213,995,1208,Ex,Y,1621,0,1621,1,0,2,0,1,Gd,8,Attchd,RFn,440,TA,108,45,0,0,0,202500,12.218495165528731,2829,8,45,3.0,0,0,1,1,0,1,1,1,0,0,0,1,0,0,1,0,1
339,340,20,66.0,12400,6,1958,176.0,TA,Fa,Rec,585,630,1215,TA,Y,1215,0,1215,0,0,1,0,1,TA,6,Attchd,Unf,297,TA,0,0,0,0,234,155000,11.951180395901384,2430,11,234,1.0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,1
340,341,60,85.0,14191,8,2002,0.0,Gd,TA,Unf,0,967,967,Ex,Y,993,915,1908,0,0,2,1,1,Gd,9,Attchd,Fin,431,TA,135,0,0,0,0,202900,12.220468525813907,2875,8,0,2.5,0,1,0,1,0,1,1,1,0,0,0,1,0,0,2,0,1
341,342,20,60.0,8400,4,1950,0.0,Fa,Fa,Unf,0,721,721,Gd,Y,841,0,841,0,0,1,0,1,TA,4,CarPort,Unf,294,TA,250,0,24,0,0,82000,11.314474526246391,1562,59,24,1.0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0,1
342,343,90,70.04995836802665,8544,3,1949,340.0,TA,None,None,0,0,0,Fa,N,1040,0,1040,0,0,2,0,2,TA,6,Detchd,Unf,400,TA,0,0,0,0,0,87500,11.379394072345706,1040,56,0,2.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
343,344,120,63.0,8849,9,2005,616.0,Ex,TA,GLQ,28,1656,1684,Ex,Y,1684,0,1684,0,0,2,0,1,Ex,6,Attchd,RFn,564,TA,495,72,0,0,0,266000,12.491251587763836,3368,3,72,2.0,0,0,1,1,0,2,1,1,1,0,1,1,1,0,2,0,2
344,345,160,36.0,2592,5,1976,0.0,TA,TA,Rec,129,175,536,TA,Y,536,576,1112,0,0,1,1,1,TA,4,Attchd,Unf,336,TA,182,0,0,0,0,85000,11.350406535472453,1648,34,0,1.5,0,1,0,1,0,1,1,1,0,0,0,1,0,0,1,0,0
345,346,50,65.0,6435,6,1939,0.0,TA,TA,Unf,0,972,972,Gd,Y,972,605,1577,0,0,1,0,1,Fa,6,Detchd,Unf,312,TA,0,0,0,0,0,140200,11.850825253582627,2549,56,0,1.0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1
346,347,20,70.04995836802665,12772,6,1960,0.0,TA,TA,BLQ,498,460,958,TA,Y,958,0,958,0,0,1,0,1,TA,5,Attchd,RFn,301,TA,0,0,0,0,0,151500,11.928340903931561,1916,9,0,1.0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,1,0,1
347,348,20,70.04995836802665,17600,6,1960,30.0,TA,TA,BLQ,1270,208,1478,Ex,Y,1478,0,1478,1,0,2,0,1,TA,6,Attchd,Unf,498,TA,0,40,0,0,0,157500,11.967180737247824,2956,49,40,3.0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,1
348,349,160,36.0,2448,7,2003,106.0,Gd,TA,GLQ,573,191,764,Ex,Y,764,862,1626,1,0,2,1,1,Gd,6,BuiltIn,RFn,474,TA,0,27,0,0,0,154000,11.944707881395766,2390,4,27,3.5,0,1,1,0,0,1,1,1,0,0,1,1,0,0,2,1,2
349,350,60,56.0,20431,9,2005,870.0,Ex,TA,GLQ,1410,438,1848,Ex,Y,1848,880,2728,1,0,2,1,1,Ex,10,Attchd,Fin,706,TA,0,0,0,0,0,437154,12.988040814744458,4576,0,0,3.5,3,1,0,0,0,2,1,1,1,0,1,1,1,0,2,0,2
350,351,120,68.0,7820,9,2007,362.0,Ex,TA,Unf,0,1869,1869,Ex,Y,1869,0,1869,0,0,2,0,1,Ex,6,Attchd,RFn,617,TA,210,54,0,0,0,318061,12.669998467265833,3738,0,54,2.0,0,0,1,1,0,1,1,1,1,0,0,1,1,0,2,0,2
351,352,120,70.04995836802665,5271,7,1986,0.0,TA,TA,GLQ,1082,371,1453,Gd,Y,1453,0,1453,1,0,1,1,1,Gd,6,Attchd,RFn,445,TA,0,80,0,0,184,190000,12.154779351142624,2906,20,264,2.5,0,0,1,0,0,1,1,1,0,1,1,1,1,1,2,0,1
352,353,50,60.0,9084,5,1941,0.0,TA,Fa,LwQ,236,0,616,TA,N,616,495,1111,0,1,1,0,1,TA,5,Detchd,Unf,200,TA,48,0,0,0,0,95000,11.461632170582678,1727,58,0,1.5,0,1,0,1,0,1,1,1,0,0,0,1,0,0,1,0,1
353,354,30,60.0,8520,6,1928,0.0,TA,TA,Unf,0,624,624,Gd,Y,720,0,720,0,0,1,0,1,TA,5,Detchd,Unf,484,TA,106,0,0,0,0,105900,11.570250531589497,1344,7,0,1.0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,1
354,355,50,60.0,8400,6,1940,0.0,TA,TA,LwQ,388,552,940,Ex,Y,1192,403,1595,0,0,1,0,1,TA,6,Attchd,Unf,240,TA,0,0,108,0,0,140000,11.84939770159144,2535,6,108,1.0,0,1,1,0,0,1,1,1,0,0,0,1,0,0,1,0,1
355,356,20,105.0,11249,6,1995,0.0,Gd,Gd,ALQ,334,322,1200,Ex,Y,1200,0,1200,1,0,2,0,1,Gd,6,Attchd,RFn,521,TA,0,26,0,0,0,177500,12.086725887897607,2400,12,26,3.0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,2,0,1
356,357,20,70.04995836802665,9248,6,1992,106.0,TA,TA,GLQ,560,598,1158,Gd,Y,1167,0,1167,1,0,2,0,1,Gd,6,Attchd,RFn,400,TA,120,26,0,0,0,173000,12.061046873479915,2325,17,26,3.0,0,0,1,1,0,1,1,1,0,0,1,1,1,0,2,0,1
357,358,120,44.0,4224,5,1976,0.0,TA,TA,ALQ,874,268,1142,TA,Y,1142,0,1142,1,0,1,1,1,TA,6,Attchd,Fin,528,TA,536,90,0,0,0,134000,11.805595078933049,2284,31,90,2.5,0,0,1,1,0,1,1,1,0,0,0,1,0,0,2,0,0
358,359,80,92.0,6930,5,1958,120.0,TA,TA,BLQ,300,468,1062,Ex,Y,1352,0,1352,0,1,1,0,1,Gd,6,BuiltIn,Unf,288,TA,168,0,294,0,0,130000,11.77528972943772,2414,48,294,1.5,0,0,1,1,0,1,1,0,0,0,0,1,1,0,1,0,1
359,360,60,78.0,12011,8,1998,530.0,Gd,TA,GLQ,956,130,1086,Ex,Y,1086,838,1924,1,0,2,1,1,Gd,7,Attchd,RFn,592,TA,208,75,0,0,374,280000,12.542544882151386,3010,8,449,3.5,0,1,1,1,0,1,1,1,0,0,1,1,1,0,2,0,2
360,361,85,70.04995836802665,7540,6,1978,0.0,TA,TA,GLQ,773,115,888,Ex,Y,912,0,912,1,0,1,0,1,TA,5,Attchd,RFn,470,TA,0,0,0,0,192,156000,11.957611286231675,1800,29,192,2.0,0,0,1,0,0,1,1,1,0,0,1,1,1,0,1,0,1
361,362,50,70.04995836802665,9144,5,1940,0.0,TA,TA,Rec,399,484,883,Gd,Y,988,517,1505,1,0,1,0,1,TA,8,Detchd,Unf,240,TA,0,0,0,0,0,145000,11.884489021402711,2388,26,0,2.0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1
362,363,85,64.0,7301,7,2003,500.0,Gd,None,None,0,0,0,Ex,Y,495,1427,1922,0,0,3,0,1,Gd,7,BuiltIn,RFn,672,TA,0,0,177,0,0,198500,12.198544379109382,1922,6,177,3.0,0,1,1,0,0,2,1,1,0,0,0,1,0,0,0,0,1
363,364,160,21.0,1680,6,1972,510.0,TA,TA,ALQ,162,321,483,Gd,Y,483,504,987,0,0,1,1,1,Gd,5,Detchd,Unf,264,TA,250,0,0,0,0,118000,11.678439903447801,1470,2,0,1.5,0,1,0,1,0,1,1,1,0,0,0,1,0,0,1,0,0
364,365,60,70.04995836802665,18800,6,1976,120.0,TA,TA,GLQ,712,84,796,TA,Y,790,784,1574,1,0,2,1,1,TA,6,Attchd,Fin,566,TA,306,111,0,0,0,190000,12.154779351142624,2370,30,111,3.5,0,1,1,1,0,1,1,1,0,0,1,1,1,0,2,0,1
365,366,70,59.0,10690,5,1920,0.0,TA,Fa,Rec,456,216,672,Gd,Y,672,672,1344,0,0,1,0,1,TA,6,Detchd,Unf,468,TA,0,128,218,0,0,147000,11.898187865760873,2016,12,346,1.0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0
366,367,20,70.04995836802665,9500,6,1963,247.0,TA,TA,BLQ,609,785,1394,Gd,Y,1394,0,1394,1,0,1,1,1,TA,6,Attchd,RFn,514,TA,0,76,0,0,185,159000,11.976659481202368,2788,46,261,2.5,0,0,1,0,0,1,1,1,0,0,0,1,1,0,1,0,1
367,368,80,101.0,9150,6,1962,305.0,TA,TA,GLQ,371,728,1099,Gd,Y,1431,0,1431,0,1,1,0,1,TA,6,Basment,RFn,296,TA,64,110,0,0,0,165000,12.013700752882718,2530,46,110,1.5,0,0,1,1,0,1,1,1,0,1,1,1,1,0,1,0,1
368,369,20,78.0,7800,5,1954,200.0,TA,TA,LwQ,540,728,1268,Gd,Y,1268,0,1268,0,0,1,0,1,TA,7,Attchd,Fin,244,TA,0,98,0,0,0,132000,11.790557201568507,2536,56,98,1.0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,2,0,1
369,370,20,70.04995836802665,9830,5,1959,0.0,TA,TA,ALQ,72,733,1063,Ex,Y,1287,0,1287,1,0,1,0,1,Gd,7,Detchd,Fin,576,TA,364,17,0,0,182,162000,11.99535161421452,2350,4,199,2.0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,1,0,1
370,371,60,70.04995836802665,8121,6,2000,0.0,TA,TA,Unf,0,953,953,Ex,Y,953,711,1664,0,0,2,1,1,TA,7,Attchd,RFn,460,TA,100,40,0,0,0,172400,12.05757263721173,2617,6,40,2.5,0,1,1,1,0,1,1,1,0,0,0,1,1,0,2,0,1
371,372,50,80.0,17120,4,1959,0.0,TA,None,None,0,0,0,TA,Y,1120,468,1588,0,0,2,0,1,TA,7,Detchd,Fin,680,TA,0,59,0,0,0,134432,11.808813773969108,1588,49,59,2.0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1
372,373,120,50.0,7175,6,1984,0.0,TA,TA,ALQ,623,0,744,TA,Y,752,0,752,1,0,1,0,1,TA,4,Attchd,Unf,264,TA,353,0,0,0,90,125000,11.736069016284437,1496,26,90,2.0,0,0,1,1,0,1,1,1,0,0,0,1,0,0,1,0,1
373,374,20,79.0,10634,5,1953,0.0,TA,TA,BLQ,428,0,608,TA,Y,1319,0,1319,1,0,1,0,1,TA,5,Attchd,Unf,270,TA,66,0,0,0,0,123000,11.719939634354555,1927,56,0,2.0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,2,0,1
374,375,60,65.0,8200,7,2003,0.0,Gd,TA,Unf,0,847,847,Ex,Y,847,1081,1928,0,0,2,1,1,Gd,8,BuiltIn,Fin,434,TA,100,48,0,0,0,219500,12.299107511497363,2775,3,48,2.5,0,1,1,1,0,1,1,1,0,0,0,1,0,0,2,0,1
375,376,30,70.04995836802665,10020,1,1922,0.0,Fa,Po,BLQ,350,333,683,Gd,N,904,0,904,1,0,0,1,1,Fa,4,None,None,0,None,0,0,0,0,0,61000,11.018629143155449,1587,59,0,1.5,0,0,0,0,0,1,1,0,0,1,0,1,1,1,0,0,1
376,377,85,57.0,8846,5,1996,0.0,Gd,TA,GLQ,298,572,870,Ex,Y,914,0,914,0,0,1,0,1,TA,5,Detchd,Unf,576,TA,0,0,0,0,0,148000,11.904967552746252,1784,10,0,1.0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,2,0,1
377,378,60,102.0,11143,8,2004,0.0,Gd,TA,Unf,0,1580,1580,Ex,Y,1580,886,2466,0,0,3,0,1,Gd,8,Attchd,RFn,610,TA,159,214,0,0,0,340000,12.736700896592344,4046,2,214,3.0,0,1,1,1,0,1,1,1,0,0,0,1,1,0,2,0,1
378,379,20,88.0,11394,9,2010,350.0,Gd,TA,GLQ,1445,411,1856,Ex,Y,1856,0,1856,1,0,1,1,1,Ex,8,Attchd,Fin,834,TA,113,0,0,0,0,394432,12.885202034321916,3712,0,0,2.5,3,0,0,1,0,2,1,1,1,0,1,1,0,0,2,1,2
379,380,60,60.0,8123,6,2000,16.0,TA,TA,Unf,0,982,982,Ex,Y,1007,793,1800,0,0,2,1,1,TA,7,Attchd,Fin,463,TA,100,63,0,0,0,179000,12.095141084822892,2782,9,63,2.5,0,1,1,1,0,1,1,1,0,0,0,1,1,0,2,0,1
380,381,50,50.0,5000,5,1924,0.0,TA,TA,LwQ,218,808,1026,TA,Y,1026,665,1691,0,0,2,0,1,Gd,6,Detchd,Unf,308,TA,0,0,242,0,0,127000,11.751942365440728,2717,60,242,2.0,0,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,1
381,382,20,60.0,7200,7,2006,0.0,Gd,Gd,Unf,0,1293,1293,Ex,Y,1301,0,1301,1,0,2,0,1,Gd,5,Attchd,RFn,572,TA,216,121,0,0,0,187750,12.142866569626381,2594,0,121,3.0,0,0,1,1,0,1,1,1,0,0,0,1,0,0,2,0,1
382,383,60,79.0,9245,7,2006,0.0,Gd,TA,Unf,0,939,939,Ex,Y,939,858,1797,0,0,2,1,1,Gd,8,Attchd,RFn,639,TA,144,53,0,0,0,213500,12.271392111650817,2736,1,53,2.5,0,1,1,1,0,1,1,1,0,0,0,1,1,0,2,0,1
383,384,45,60.0,9000,6,1928,0.0,TA,Fa,Unf,0,784,784,TA,N,784,0,784,0,0,1,0,1,TA,5,Detchd,Unf,360,Fa,0,0,91,0,0,76000,11.238488619268468,1568,59,91,1.0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1
384,385,60,70.04995836802665,53107,6,1992,0.0,Gd,TA,GLQ,985,595,1580,Ex,Y,1079,874,1953,1,0,2,1,1,Gd,9,Attchd,Fin,501,TA,216,231,0,0,0,240000,12.388394202324129,3533,15,231,3.5,0,1,1,1,0,1,1,1,0,0,1,1,1,1,2,0,1
385,386,120,43.0,3182,8,2004,16.0,Gd,TA,GLQ,24,1232,1256,Ex,Y,1269,0,1269,0,0,2,0,1,Gd,6,Attchd,Fin,430,TA,146,20,0,0,144,192000,12.165250651009918,2525,5,164,2.0,0,0,1,1,0,1,1,1,0,0,1,1,0,0,2,0,1
386,387,50,58.0,8410,5,1910,0.0,TA,TA,Unf,0,658,658,TA,Y,658,526,1184,0,0,1,0,1,TA,8,None,None,0,None,0,151,0,0,0,81000,11.302204433654575,1842,10,151,1.0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,2,0,1
387,388,80,72.0,7200,6,1976,255.0,TA,TA,ALQ,631,410,1041,Ex,Y,1125,0,1125,1,0,1,0,1,TA,6,Detchd,Unf,352,TA,296,0,0,0,0,125000,11.736069016284437,2166,33,0,2.0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,1,0,1
388,389,20,93.0,9382,7,1999,125.0,Gd,TA,Unf,0,1468,1468,Ex,Y,1479,0,1479,0,0,2,0,1,Gd,6,Attchd,RFn,577,TA,120,25,0,0,0,191000,12.160028707028767,2947,8,25,2.0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,2,0,1
389,390,60,96.0,12474,10,2007,272.0,Ex,TA,GLQ,1280,402,1682,Ex,Y,1742,590,2332,1,0,2,1,1,Ex,9,BuiltIn,Fin,846,TA,196,134,0,0,0,426000,12.962194625251508,4014,0,134,3.5,3,1,1,1,0,2,1,1,1,0,1,1,0,0,2,1,2
390,391,50,50.0,8405,5,1900,0.0,TA,Gd,Rec,241,229,861,Ex,Y,961,406,1367,1,0,1,0,1,TA,7,Detchd,Unf,384,TA,0,130,112,0,0,119000,11.686878772093667,2228,58,242,2.0,0,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,1
391,392,60,71.0,12209,6,2001,0.0,TA,TA,ALQ,690,114,804,Ex,Y,804,1157,1961,1,0,2,1,1,Gd,7,BuiltIn,Fin,560,TA,125,192,0,0,0,215000,12.2783933071098,2765,7,192,3.5,0,1,1,1,0,1,1,1,1,0,0,1,1,0,2,0,1
392,393,20,70.04995836802665,8339,5,1959,0.0,TA,None,None,0,0,0,TA,Y,882,0,882,0,0,1,0,1,TA,5,Attchd,RFn,294,TA,0,0,0,0,0,106500,11.575900264131617,882,48,0,1.0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,1
393,394,30,70.04995836802665,7446,4,1941,0.0,TA,TA,Rec,266,522,788,TA,Y,788,0,788,0,0,1,0,1,TA,4,None,None,0,None,0,0,0,0,0,100000,11.512925464970229,1576,56,0,1.0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1
394,395,50,60.0,10134,5,1940,0.0,TA,TA,Unf,0,735,735,Gd,Y,735,299,1034,0,0,1,0,1,TA,5,Detchd,Unf,240,TA,0,39,0,0,0,109000,11.59910316121128,1769,57,39,1.0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1
395,396,20,68.0,9571,5,1956,0.0,TA,TA,BLQ,739,405,1144,TA,Y,1144,0,1144,1,0,1,0,1,TA,6,Attchd,Unf,596,TA,44,0,0,0,0,129000,11.76756768334381,2288,54,0,2.0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,1,0,1
396,397,20,60.0,7200,5,1972,0.0,TA,TA,Rec,777,117,894,TA,Y,894,0,894,0,0,1,0,1,TA,6,Detchd,RFn,600,TA,215,0,0,0,0,123000,11.719939634354555,1788,37,0,1.0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,1,0,1
397,398,60,69.0,7590,5,1962,288.0,TA,TA,ALQ,540,324,864,TA,Y,876,936,1812,0,0,2,0,1,TA,8,Attchd,RFn,264,TA,0,168,0,0,0,169500,12.040608205802641,2676,45,168,2.0,0,1,1,0,0,1,1,1,0,0,0,1,0,0,1,0,1
398,399,30,60.0,8967,5,1920,0.0,TA,Po,Unf,0,961,961,Gd,Y,1077,0,1077,0,0,1,0,1,TA,6,Detchd,Unf,338,Po,0,0,0,0,0,67000,11.112447898373103,2038,57,0,1.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
399,400,60,65.0,8125,7,2006,100.0,Gd,TA,GLQ,812,280,1092,Ex,Y,1112,438,1550,1,0,2,0,1,Gd,7,Attchd,Fin,438,TA,0,168,0,0,0,241000,12.392552212472792,2642,2,168,3.0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,2,1,1
400,401,120,38.0,14963,8,1996,0.0,Gd,TA,GLQ,786,474,1260,Ex,Y,1288,0,1288,1,0,1,1,1,Ex,4,Attchd,Fin,500,TA,120,30,0,0,224,245500,12.411052226216713,2548,12,254,2.5,0,0,1,1,0,1,1,1,0,0,1,1,1,0,2,0,1
401,402,20,65.0,8767,7,2005,0.0,Gd,TA,GLQ,24,1286,1310,Ex,Y,1310,0,1310,0,0,2,0,1,Gd,6,Attchd,Fin,400,TA,0,0,0,0,0,164990,12.01364014498549,2620,1,0,2.0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,2,0,1
402,403,30,60.0,10200,5,1940,0.0,TA,TA,Unf,0,672,672,Ex,Y,672,0,672,0,0,1,0,1,TA,4,Detchd,Unf,240,TA,168,0,0,0,0,108000,11.589886506106357,1344,11,0,1.0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,2,0,1
403,404,60,93.0,12090,8,1998,650.0,Gd,TA,Unf,0,1141,1141,Gd,Y,1165,1098,2263,0,0,2,1,1,Gd,10,BuiltIn,Fin,420,TA,144,123,0,0,0,258000,12.460714863903755,3404,8,123,2.5,0,1,1,1,0,1,1,1,0,0,0,1,0,0,2,0,2
404,405,60,70.04995836802665,10364,6,1995,0.0,TA,TA,Unf,0,806,806,Gd,Y,806,766,1572,0,0,2,1,1,TA,7,BuiltIn,Fin,373,TA,0,40,0,0,0,168000,12.031719258385396,2378,11,40,2.5,0,1,1,0,0,1,1,1,0,0,0,1,1,0,2,0,1
405,406,20,70.04995836802665,9991,4,1976,0.0,TA,TA,BLQ,1116,165,1281,Ex,Y,1620,0,1620,1,0,2,0,1,TA,8,Attchd,Unf,490,TA,120,78,0,0,0,150000,11.918390573078392,2901,16,78,3.0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,1,0,1
