,Id,LotFrontage,LotArea,LotShape,LandSlope,Neighborhood,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrType,MasVnrArea,Foundation,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SalePrice,SalePrice_log
298,299,90.0,11700,Reg,Gtl,NWAmes,6,6,1968,1968,BrkFace,365.0,CBlock,384,175,143,702,1041,702,0,1743,0,1,1,2,3,1,7,1,1968.0,2,539,224,0,0,0,0,0,0,6,2007,175000,12.072541252905651
299,300,80.0,14000,Reg,Gtl,Crawfor,6,8,1950,2004,None,0.0,CBlock,0,0,1092,1092,1152,0,0,1152,0,1,1,0,3,1,6,1,1950.0,1,300,0,36,0,0,0,0,0,8,2009,158500,11.973509872299472
300,301,90.0,15750,Reg,Gtl,Crawfor,5,5,1953,1953,BrkFace,56.0,CBlock,841,0,324,1165,1336,0,0,1336,1,0,1,0,2,1,5,2,1953.0,1,375,0,0,0,0,0,0,0,6,2006,157000,11.964001084330445
301,302,66.0,16226,IR3,Gtl,CollgCr,8,5,1998,1999,None,0.0,PConc,281,0,747,1028,1210,1242,0,2452,0,0,2,1,4,1,9,1,1998.0,2,683,208,50,0,0,0,0,0,5,2007,267000,12.495003937382387
302,303,118.0,13704,IR1,Gtl,CollgCr,7,5,2001,2002,BrkFace,150.0,PConc,0,0,1541,1541,1541,0,0,1541,0,0,2,0,3,1,6,1,2001.0,3,843,468,81,0,0,0,0,0,1,2006,205000,12.230765258120545
303,304,70.0,9800,Reg,Gtl,CollgCr,5,7,1972,1972,None,0.0,PConc,894,0,0,894,894,0,0,894,1,0,1,0,3,1,5,0,1975.0,2,552,256,0,0,0,0,0,0,7,2006,149900,11.917723684090689
304,305,87.0,18386,Reg,Gtl,OldTown,7,9,1880,2002,None,0.0,BrkTil,0,0,1470,1470,1675,1818,0,3493,0,0,3,0,3,1,10,1,2003.0,3,870,302,0,0,0,0,0,0,5,2008,295000,12.594730635321957
305,306,80.0,10386,Reg,Gtl,CollgCr,8,5,2004,2005,Stone,246.0,PConc,1464,0,536,2000,2000,0,0,2000,1,0,2,0,3,1,8,0,2004.0,3,888,168,0,0,0,0,0,0,7,2007,305900,12.631013530138995
306,307,116.0,13474,Reg,Gtl,SawyerW,7,5,1990,1991,BrkFace,246.0,CBlock,700,0,0,700,1122,1121,0,2243,1,0,2,1,4,1,8,1,1990.0,3,746,127,44,224,0,0,0,0,6,2007,225000,12.323855681186558
307,308,70.04995836802665,7920,IR1,Gtl,IDOTRR,6,7,1920,1950,None,0.0,CBlock,0,0,319,319,1035,371,0,1406,0,0,1,0,3,1,6,0,1920.0,0,0,0,144,0,0,0,0,0,3,2008,89500,11.401993904262946
308,309,70.04995836802665,12342,IR1,Gtl,Edwards,4,5,1940,1950,None,0.0,CBlock,262,0,599,861,861,0,0,861,0,0,1,0,1,1,4,0,1961.0,2,539,158,0,0,0,0,0,0,3,2009,82500,11.320553572322773
309,310,90.0,12378,IR1,Gtl,NridgHt,9,5,2003,2004,None,0.0,PConc,1274,0,622,1896,1944,0,0,1944,1,0,2,0,3,1,8,3,2003.0,3,708,208,175,0,0,0,0,0,11,2006,360000,12.793859310432293
310,311,70.04995836802665,7685,IR1,Gtl,Gilbert,6,5,1993,1994,BrkFace,112.0,PConc,518,0,179,697,697,804,0,1501,0,0,2,1,3,1,6,1,1993.0,2,420,190,63,0,0,0,0,0,5,2006,165600,12.017330520933296
311,312,50.0,8000,Reg,Gtl,NAmes,6,6,1948,2002,None,0.0,CBlock,680,0,292,972,972,0,0,972,1,0,1,0,2,1,5,1,1948.0,1,240,0,0,0,0,0,0,0,5,2009,132000,11.790557201568507
312,313,65.0,7800,Reg,Gtl,OldTown,5,7,1939,1950,None,0.0,CBlock,507,0,286,793,793,325,0,1118,1,0,1,0,3,1,5,1,1939.0,2,410,0,0,0,0,271,0,0,5,2006,119900,11.694413341015606
314,315,60.0,9600,Reg,Gtl,OldTown,7,7,1925,1990,None,0.0,BrkTil,16,0,712,728,832,809,0,1641,0,1,1,1,3,1,6,1,1925.0,2,546,0,0,234,0,0,0,0,8,2006,178000,12.089538829274222
315,316,71.0,7795,IR1,Gtl,Gilbert,7,5,2004,2005,None,0.0,PConc,425,0,291,716,716,716,0,1432,1,0,2,1,3,1,6,1,2004.0,2,432,100,51,0,0,0,0,0,7,2009,188500,12.146853285870202
316,317,94.0,13005,IR1,Gtl,NWAmes,7,7,1980,1980,BrkFace,278.0,CBlock,692,0,153,845,1153,1200,0,2353,1,0,2,1,4,1,10,1,1983.0,2,484,288,195,0,0,0,0,0,8,2009,260000,12.468436909997665
317,318,75.0,9000,Reg,Gtl,Somerst,8,5,2006,2006,None,0.0,PConc,0,0,1088,1088,1088,871,0,1959,0,0,2,1,3,1,8,1,2006.0,3,1025,208,46,0,0,0,0,0,12,2007,270000,12.506177237980511
318,319,90.0,9900,Reg,Mod,NoRidge,7,5,1993,1993,BrkFace,256.0,PConc,987,0,360,1347,1372,1274,0,2646,1,0,2,1,4,1,9,1,1993.0,3,656,340,60,144,0,0,0,0,4,2009,260000,12.468436909997665
319,320,70.04995836802665,14115,Reg,Gtl,NWAmes,7,5,1980,1980,BrkFace,225.0,CBlock,1036,0,336,1372,1472,0,0,1472,1,0,2,0,3,1,6,2,1980.0,2,588,233,48,0,0,0,0,0,6,2009,187500,12.141534124392603
320,321,111.0,16259,Reg,Gtl,NridgHt,9,5,2006,2006,Stone,370.0,PConc,0,0,1249,1249,1249,1347,0,2596,0,0,3,1,4,1,9,0,2006.0,3,840,240,154,0,0,0,0,0,9,2006,342643,12.7444443677961
321,322,99.0,12099,IR1,Gtl,NridgHt,8,5,2004,2004,BrkFace,388.0,PConc,970,0,166,1136,1136,1332,0,2468,1,0,2,1,4,1,10,1,2004.0,3,872,184,154,0,0,0,0,0,6,2007,354000,12.777052192115912
322,323,86.0,10380,IR1,Gtl,SawyerW,7,5,1986,1987,BrkFace,172.0,CBlock,28,1474,0,1502,1553,1177,0,2730,1,0,2,1,4,1,8,1,1987.0,2,576,201,96,0,0,0,0,0,8,2007,301000,12.614865543731012
323,324,49.0,5820,Reg,Gtl,OldTown,3,8,1955,2005,None,0.0,CBlock,256,0,906,1162,1163,0,0,1163,1,0,1,0,3,1,6,0,1955.0,1,220,142,98,0,0,0,0,0,7,2006,126175,11.745425111208464
324,325,96.0,11275,Reg,Gtl,NAmes,7,7,1967,2007,BrkFace,300.0,CBlock,0,0,710,710,1898,1080,0,2978,0,0,2,1,5,1,11,1,1961.0,2,564,240,0,0,0,0,0,0,6,2010,242000,12.396693005138824
325,326,50.0,5000,Reg,Gtl,IDOTRR,5,6,1941,1950,None,0.0,CBlock,116,0,604,720,803,0,0,803,0,0,1,0,2,1,5,0,1941.0,2,360,0,0,244,0,0,0,0,12,2007,87000,11.37366339763672
326,327,32.0,10846,IR1,Gtl,Veenker,8,5,1993,1993,None,0.0,PConc,1619,0,100,1719,1719,0,0,1719,2,0,1,1,1,1,6,2,1993.0,2,473,122,30,0,0,0,0,0,5,2008,324000,12.688498794774466
327,328,80.0,11600,Reg,Gtl,NAmes,6,5,1960,1960,BrkFace,175.0,CBlock,565,0,818,1383,1383,0,0,1383,0,0,1,1,3,1,7,0,1960.0,1,292,0,45,0,0,0,0,0,4,2006,145250,11.886211674714158
328,329,70.04995836802665,11888,IR1,Gtl,BrkSide,6,6,1916,1994,None,0.0,BrkTil,0,0,844,844,1445,689,0,2134,0,0,2,0,5,1,10,0,1930.0,2,441,0,60,268,0,0,0,0,7,2009,214500,12.27606501735021
329,330,60.0,6402,Reg,Gtl,IDOTRR,5,5,1920,1950,None,0.0,PConc,0,0,596,596,596,596,0,1192,0,0,1,0,3,1,6,0,1920.0,1,189,0,0,137,0,0,0,0,7,2009,78000,11.26446410567173
330,331,70.04995836802665,10624,IR1,Gtl,NAmes,5,4,1964,1964,BrkFace,84.0,CBlock,40,264,1424,1728,1728,0,0,1728,0,1,2,0,6,2,10,0,2002.0,1,352,155,0,0,0,0,0,0,11,2007,119000,11.686878772093667
331,332,70.0,8176,Reg,Gtl,NAmes,5,6,1958,1992,None,0.0,CBlock,846,0,210,1056,1056,0,0,1056,1,0,1,0,3,1,6,0,1958.0,1,308,0,0,0,0,0,0,0,8,2007,139000,11.842229212112828
332,333,85.0,10655,IR1,Gtl,NridgHt,8,5,2003,2004,BrkFace,296.0,PConc,1124,479,1603,3206,1629,0,0,1629,1,0,2,0,3,1,7,1,2003.0,3,880,0,0,0,0,0,0,0,10,2009,284000,12.556729517143344
333,334,59.0,8198,Reg,Gtl,NridgHt,7,5,2004,2004,Stone,146.0,PConc,720,0,638,1358,1358,0,0,1358,1,0,2,0,2,1,6,1,2004.0,2,484,192,30,0,0,0,0,0,7,2008,207000,12.240474072247506
334,335,59.0,9042,IR1,Gtl,Gilbert,6,5,1998,1998,None,0.0,PConc,828,0,115,943,943,695,0,1638,1,0,2,1,3,1,7,2,1998.0,2,472,100,38,0,0,0,0,0,7,2008,192000,12.165250651009918
336,337,86.0,14157,IR1,Gtl,StoneBr,9,5,2005,2006,Stone,200.0,PConc,1249,0,673,1922,1922,0,0,1922,1,0,2,0,3,1,8,1,2005.0,3,676,178,51,0,0,0,0,0,7,2007,377426,12.841129801965447
337,338,70.0,9135,Reg,Gtl,CollgCr,7,5,2002,2003,BrkFace,113.0,PConc,810,0,726,1536,1536,0,0,1536,1,0,2,0,3,1,7,0,2002.0,2,532,192,74,0,0,0,0,0,12,2008,214000,12.273731294003989
338,339,91.0,14145,Reg,Gtl,NWAmes,7,7,1984,1998,None,0.0,CBlock,213,0,995,1208,1621,0,0,1621,1,0,2,0,3,1,8,0,1984.0,2,440,108,45,0,0,0,0,400,5,2006,202500,12.218495165528731
339,340,66.0,12400,IR1,Gtl,NAmes,6,7,1958,1998,BrkFace,176.0,CBlock,585,0,630,1215,1215,0,0,1215,0,0,1,0,3,1,6,0,1958.0,1,297,0,0,0,0,234,0,0,6,2009,155000,11.951180395901384
340,341,85.0,14191,Reg,Gtl,Timber,8,5,2002,2002,None,0.0,PConc,0,0,967,967,993,915,0,1908,0,0,2,1,4,1,9,0,2002.0,2,431,135,0,0,0,0,0,0,4,2010,202900,12.220468525813907
341,342,60.0,8400,Reg,Gtl,SawyerW,4,4,1950,1950,None,0.0,CBlock,0,0,721,721,841,0,0,841,0,0,1,0,2,1,4,0,1950.0,1,294,250,0,24,0,0,0,0,9,2009,82000,11.314474526246391
342,343,70.04995836802665,8544,Reg,Gtl,NAmes,3,4,1949,1950,BrkFace,340.0,Slab,0,0,0,0,1040,0,0,1040,0,0,2,0,2,2,6,0,1949.0,2,400,0,0,0,0,0,0,0,5,2006,87500,11.379394072345706
343,344,63.0,8849,IR1,Gtl,NridgHt,9,5,2005,2005,BrkFace,616.0,PConc,28,0,1656,1684,1684,0,0,1684,0,0,2,0,2,1,6,1,2005.0,2,564,495,72,0,0,0,0,0,7,2008,266000,12.491251587763836
344,345,36.0,2592,Reg,Gtl,MeadowV,5,3,1976,1976,None,0.0,CBlock,129,232,175,536,536,576,0,1112,0,0,1,1,3,1,4,0,1976.0,1,336,182,0,0,0,0,0,0,4,2010,85000,11.350406535472453
345,346,65.0,6435,Reg,Gtl,BrkSide,6,5,1939,1950,None,0.0,BrkTil,0,0,972,972,972,605,0,1577,0,0,1,0,3,1,6,1,1939.0,1,312,0,0,0,0,0,0,0,10,2006,140200,11.850825253582627
346,347,70.04995836802665,12772,IR1,Gtl,NAmes,6,8,1960,1998,None,0.0,CBlock,498,0,460,958,958,0,0,958,0,0,1,0,2,1,5,0,1960.0,1,301,0,0,0,0,0,0,15500,4,2007,151500,11.928340903931561
347,348,70.04995836802665,17600,IR1,Gtl,NAmes,6,5,1960,1960,BrkFace,30.0,CBlock,1270,0,208,1478,1478,0,0,1478,1,0,2,0,3,1,6,2,1960.0,2,498,0,40,0,0,0,0,0,12,2009,157500,11.967180737247824
348,349,36.0,2448,Reg,Gtl,NridgHt,7,5,2003,2004,Stone,106.0,PConc,573,0,191,764,764,862,0,1626,1,0,2,1,2,1,6,0,2003.0,2,474,0,27,0,0,0,0,0,10,2008,154000,11.944707881395766
349,350,56.0,20431,IR2,Gtl,NridgHt,9,5,2005,2006,BrkFace,870.0,PConc,1410,0,438,1848,1848,880,0,2728,1,0,2,1,4,1,10,2,2006.0,3,706,0,0,0,0,0,0,0,4,2006,437154,12.988040814744458
350,351,68.0,7820,IR1,Gtl,NridgHt,9,5,2007,2007,BrkFace,362.0,PConc,0,0,1869,1869,1869,0,0,1869,0,0,2,0,2,1,6,1,2007.0,2,617,210,54,0,0,0,0,0,12,2007,318061,12.669998467265833
351,352,70.04995836802665,5271,IR1,Mod,ClearCr,7,5,1986,1986,None,0.0,PConc,1082,0,371,1453,1453,0,0,1453,1,0,1,1,2,1,6,1,1986.0,2,445,0,80,0,0,184,0,0,12,2006,190000,12.154779351142624
352,353,60.0,9084,Reg,Gtl,Edwards,5,6,1941,1950,None,0.0,CBlock,236,380,0,616,616,495,0,1111,0,1,1,0,3,1,5,0,1941.0,1,200,48,0,0,0,0,0,0,3,2008,95000,11.461632170582678
353,354,60.0,8520,Reg,Gtl,OldTown,6,8,1928,2003,None,0.0,BrkTil,0,0,624,624,720,0,0,720,0,0,1,0,2,1,5,0,2005.0,2,484,106,0,0,0,0,0,0,5,2010,105900,11.570250531589497
354,355,60.0,8400,Reg,Gtl,SWISU,6,5,1940,2000,None,0.0,CBlock,388,0,552,940,1192,403,0,1595,0,0,1,0,2,1,6,2,1940.0,1,240,0,0,108,0,0,0,0,6,2006,140000,11.84939770159144
355,356,105.0,11249,IR2,Gtl,CollgCr,6,5,1995,1995,None,0.0,PConc,334,544,322,1200,1200,0,0,1200,1,0,2,0,3,1,6,0,1995.0,2,521,0,26,0,0,0,0,0,8,2007,177500,12.086725887897607
356,357,70.04995836802665,9248,IR1,Gtl,Gilbert,6,6,1992,1992,BrkFace,106.0,PConc,560,0,598,1158,1167,0,0,1167,1,0,2,0,3,1,6,0,1992.0,2,400,120,26,0,0,0,0,0,7,2009,173000,12.061046873479915
357,358,44.0,4224,Reg,Gtl,MeadowV,5,5,1976,1976,None,0.0,PConc,874,0,268,1142,1142,0,0,1142,1,0,1,1,3,1,6,1,1976.0,2,528,536,90,0,0,0,0,0,8,2007,134000,11.805595078933049
358,359,92.0,6930,IR1,Gtl,ClearCr,5,4,1958,1958,BrkFace,120.0,CBlock,300,294,468,1062,1352,0,0,1352,0,1,1,0,3,1,6,0,1958.0,1,288,168,0,294,0,0,0,0,7,2006,130000,11.77528972943772
359,360,78.0,12011,IR1,Gtl,NoRidge,8,5,1998,1998,BrkFace,530.0,PConc,956,0,130,1086,1086,838,0,1924,1,0,2,1,3,1,7,1,1998.0,2,592,208,75,0,0,374,0,0,6,2006,280000,12.542544882151386
360,361,70.04995836802665,7540,IR1,Gtl,Mitchel,6,6,1978,1978,None,0.0,CBlock,773,0,115,888,912,0,0,912,1,0,1,0,2,1,5,1,1978.0,2,470,0,0,0,0,192,0,0,6,2007,156000,11.957611286231675
361,362,70.04995836802665,9144,Reg,Gtl,BrkSide,5,5,1940,1982,None,0.0,CBlock,399,0,484,883,988,517,0,1505,1,0,1,0,3,1,8,0,1940.0,1,240,0,0,0,0,0,0,0,7,2008,145000,11.884489021402711
362,363,64.0,7301,Reg,Gtl,Edwards,7,5,2003,2003,BrkFace,500.0,Slab,0,0,0,0,495,1427,0,1922,0,0,3,0,4,1,7,1,2003.0,2,672,0,0,177,0,0,0,0,7,2009,198500,12.198544379109382
363,364,21.0,1680,Reg,Gtl,BrDale,6,8,1972,2007,BrkFace,510.0,CBlock,162,0,321,483,483,504,0,987,0,0,1,1,2,1,5,0,1972.0,1,264,250,0,0,0,0,0,0,5,2009,118000,11.678439903447801
364,365,70.04995836802665,18800,IR1,Gtl,NWAmes,6,5,1976,1976,BrkFace,120.0,PConc,712,0,84,796,790,784,0,1574,1,0,2,1,3,1,6,1,1976.0,2,566,306,111,0,0,0,0,0,7,2006,190000,12.154779351142624
365,366,59.0,10690,Reg,Gtl,IDOTRR,5,7,1920,1997,None,0.0,CBlock,456,0,216,672,672,672,0,1344,0,0,1,0,3,1,6,0,1964.0,1,468,0,128,218,0,0,0,0,7,2009,147000,11.898187865760873
366,367,70.04995836802665,9500,IR1,Gtl,NAmes,6,5,1963,1963,BrkFace,247.0,CBlock,609,0,785,1394,1394,0,0,1394,1,0,1,1,3,1,6,2,1963.0,2,514,0,76,0,0,185,0,0,7,2009,159000,11.976659481202368
367,368,101.0,9150,IR1,Gtl,NAmes,6,5,1962,1962,BrkFace,305.0,CBlock,371,0,728,1099,1431,0,0,1431,0,1,1,0,3,1,6,1,1962.0,1,296,64,110,0,0,0,0,0,12,2008,165000,12.013700752882718
368,369,78.0,7800,Reg,Gtl,NAmes,5,6,1954,1954,BrkFace,200.0,PConc,540,0,728,1268,1268,0,0,1268,0,0,1,0,2,1,7,1,1954.0,1,244,0,98,0,0,0,0,0,3,2010,132000,11.790557201568507
369,370,70.04995836802665,9830,IR1,Gtl,NAmes,5,7,1959,2006,None,0.0,CBlock,72,258,733,1063,1287,0,0,1287,1,0,1,0,3,1,7,1,1997.0,2,576,364,17,0,0,182,0,0,3,2010,162000,11.99535161421452
370,371,70.04995836802665,8121,IR1,Gtl,Gilbert,6,5,2000,2000,None,0.0,PConc,0,0,953,953,953,711,0,1664,0,0,2,1,3,1,7,1,2000.0,2,460,100,40,0,0,0,0,0,1,2006,172400,12.05757263721173
371,372,80.0,17120,Reg,Gtl,ClearCr,4,4,1959,1959,None,0.0,CBlock,0,0,0,0,1120,468,0,1588,0,0,2,0,4,1,7,1,1991.0,2,680,0,59,0,0,0,0,0,7,2008,134432,11.808813773969108
372,373,50.0,7175,Reg,Gtl,SawyerW,6,5,1984,1984,None,0.0,CBlock,623,121,0,744,752,0,0,752,1,0,1,0,2,1,4,0,1984.0,1,264,353,0,0,0,90,0,0,2,2010,125000,11.736069016284437
373,374,79.0,10634,Reg,Gtl,NAmes,5,6,1953,1953,None,0.0,PConc,428,180,0,608,1319,0,0,1319,1,0,1,0,3,1,5,0,1953.0,1,270,66,0,0,0,0,0,0,11,2009,123000,11.719939634354555
374,375,65.0,8200,Reg,Gtl,CollgCr,7,5,2003,2004,None,0.0,PConc,0,0,847,847,847,1081,0,1928,0,0,2,1,4,1,8,1,2003.0,2,434,100,48,0,0,0,0,0,7,2007,219500,12.299107511497363
375,376,70.04995836802665,10020,IR1,Sev,Edwards,1,1,1922,1950,None,0.0,BrkTil,350,0,333,683,904,0,0,904,1,0,0,1,1,1,4,0,1922.0,0,0,0,0,0,0,0,0,0,3,2009,61000,11.018629143155449
376,377,57.0,8846,IR1,Gtl,CollgCr,5,5,1996,1996,None,0.0,PConc,298,0,572,870,914,0,0,914,0,0,1,0,2,1,5,0,1998.0,2,576,0,0,0,0,0,0,0,7,2006,148000,11.904967552746252
377,378,102.0,11143,IR1,Gtl,Somerst,8,5,2004,2005,None,0.0,PConc,0,0,1580,1580,1580,886,0,2466,0,0,3,0,4,1,8,1,2004.0,2,610,159,214,0,0,0,0,0,12,2007,340000,12.736700896592344
378,379,88.0,11394,Reg,Gtl,StoneBr,9,2,2010,2010,Stone,350.0,PConc,1445,0,411,1856,1856,0,0,1856,1,0,1,1,1,1,8,1,2010.0,3,834,113,0,0,0,0,0,0,6,2010,394432,12.885202034321916
379,380,60.0,8123,IR1,Gtl,Gilbert,6,5,2000,2000,BrkFace,16.0,PConc,0,0,982,982,1007,793,0,1800,0,0,2,1,3,1,7,1,2000.0,2,463,100,63,0,0,0,0,0,6,2009,179000,12.095141084822892
380,381,50.0,5000,Reg,Gtl,SWISU,5,6,1924,1950,None,0.0,BrkTil,218,0,808,1026,1026,665,0,1691,0,0,2,0,3,1,6,1,1924.0,1,308,0,0,242,0,0,0,0,5,2010,127000,11.751942365440728
381,382,60.0,7200,Reg,Gtl,Somerst,7,5,2006,2006,None,0.0,PConc,0,0,1293,1293,1301,0,0,1301,1,0,2,0,2,1,5,1,2006.0,2,572,216,121,0,0,0,0,0,8,2006,187750,12.142866569626381
382,383,79.0,9245,IR1,Gtl,CollgCr,7,5,2006,2006,None,0.0,PConc,0,0,939,939,939,858,0,1797,0,0,2,1,3,1,8,0,2006.0,2,639,144,53,0,0,0,0,0,4,2007,213500,12.271392111650817
383,384,60.0,9000,Reg,Gtl,SawyerW,6,3,1928,1950,None,0.0,BrkTil,0,0,784,784,784,0,0,784,0,0,1,0,2,1,5,0,1950.0,2,360,0,0,91,0,0,0,0,10,2009,76000,11.238488619268468
384,385,70.04995836802665,53107,IR2,Mod,ClearCr,6,5,1992,1992,None,0.0,PConc,985,0,595,1580,1079,874,0,1953,1,0,2,1,3,1,9,2,1992.0,2,501,216,231,0,0,0,0,0,6,2007,240000,12.388394202324129
385,386,43.0,3182,Reg,Gtl,Blmngtn,8,5,2004,2005,BrkFace,16.0,PConc,24,0,1232,1256,1269,0,0,1269,0,0,2,0,2,1,6,1,2004.0,2,430,146,20,0,0,144,0,0,4,2010,192000,12.165250651009918
386,387,58.0,8410,Reg,Gtl,Edwards,5,3,1910,1996,None,0.0,PConc,0,0,658,658,658,526,0,1184,0,0,1,0,5,1,8,0,1910.0,0,0,0,151,0,0,0,0,0,5,2006,81000,11.302204433654575
387,388,72.0,7200,Reg,Gtl,Edwards,6,6,1976,1976,BrkFace,255.0,CBlock,631,0,410,1041,1125,0,0,1125,1,0,1,0,3,1,6,1,1977.0,1,352,296,0,0,0,0,0,0,10,2009,125000,11.736069016284437
388,389,93.0,9382,IR1,Gtl,CollgCr,7,5,1999,2000,BrkFace,125.0,PConc,0,0,1468,1468,1479,0,0,1479,0,0,2,0,3,1,6,0,1999.0,2,577,120,25,0,0,0,0,0,7,2008,191000,12.160028707028767
389,390,96.0,12474,Reg,Gtl,NridgHt,10,5,2007,2008,Stone,272.0,PConc,1280,0,402,1682,1742,590,0,2332,1,0,2,1,3,1,9,1,2008.0,3,846,196,134,0,0,0,0,0,8,2008,426000,12.962194625251508
390,391,50.0,8405,Reg,Gtl,Edwards,5,8,1900,1950,None,0.0,BrkTil,241,391,229,861,961,406,0,1367,1,0,1,0,4,1,7,0,1978.0,1,384,0,130,112,0,0,0,0,4,2008,119000,11.686878772093667
391,392,71.0,12209,IR1,Gtl,Mitchel,6,5,2001,2002,None,0.0,PConc,690,0,114,804,804,1157,0,1961,1,0,2,1,3,1,7,1,2001.0,2,560,125,192,0,0,0,0,0,6,2009,215000,12.2783933071098
392,393,70.04995836802665,8339,IR1,Gtl,NAmes,5,7,1959,1959,None,0.0,Slab,0,0,0,0,882,0,0,882,0,0,1,0,3,1,5,0,1959.0,1,294,0,0,0,0,0,0,1200,7,2007,106500,11.575900264131617
393,394,70.04995836802665,7446,Reg,Gtl,BrkSide,4,5,1941,1950,None,0.0,CBlock,266,0,522,788,788,0,0,788,0,0,1,0,2,1,4,2,1941.0,0,0,0,0,0,0,0,0,0,4,2006,100000,11.512925464970229
394,395,60.0,10134,Reg,Gtl,OldTown,5,6,1940,1950,None,0.0,CBlock,0,0,735,735,735,299,0,1034,0,0,1,0,2,1,5,0,1940.0,1,240,0,39,0,0,0,0,0,7,2007,109000,11.59910316121128
395,396,68.0,9571,Reg,Gtl,Edwards,5,6,1956,1956,None,0.0,CBlock,739,0,405,1144,1144,0,0,1144,1,0,1,0,3,1,6,0,1956.0,1,596,44,0,0,0,0,0,0,6,2010,129000,11.76756768334381
396,397,60.0,7200,Reg,Gtl,CollgCr,5,5,1972,1972,None,0.0,CBlock,777,0,117,894,894,0,0,894,0,0,1,0,2,1,6,0,1985.0,2,600,215,0,0,0,0,0,0,9,2009,123000,11.719939634354555
397,398,69.0,7590,Reg,Gtl,NAmes,5,5,1962,1962,BrkFace,288.0,CBlock,540,0,324,864,876,936,0,1812,0,0,2,0,4,1,8,1,1962.0,1,264,0,168,0,0,0,0,0,7,2007,169500,12.040608205802641
398,399,60.0,8967,Reg,Gtl,IDOTRR,5,2,1920,1950,None,0.0,BrkTil,0,0,961,961,1077,0,0,1077,0,0,1,0,2,1,6,0,1920.0,1,338,0,0,0,0,0,0,0,11,2007,67000,11.112447898373103
399,400,65.0,8125,Reg,Gtl,Somerst,7,5,2006,2007,Stone,100.0,PConc,812,0,280,1092,1112,438,0,1550,1,0,2,0,2,1,7,0,2007.0,2,438,0,168,0,0,0,0,0,10,2009,241000,12.392552212472792
400,401,38.0,14963,IR2,Gtl,Veenker,8,5,1996,1996,None,0.0,PConc,786,0,474,1260,1288,0,0,1288,1,0,1,1,1,1,4,2,1996.0,2,500,120,30,0,0,224,0,0,12,2008,245500,12.411052226216713
401,402,65.0,8767,IR1,Gtl,CollgCr,7,5,2005,2005,None,0.0,PConc,24,0,1286,1310,1310,0,0,1310,0,0,2,0,3,1,6,1,2005.0,2,400,0,0,0,0,0,0,0,7,2006,164990,12.01364014498549
402,403,60.0,10200,Reg,Gtl,Sawyer,5,8,1940,1997,None,0.0,PConc,0,0,672,672,672,0,0,672,0,0,1,0,2,1,4,0,1940.0,1,240,168,0,0,0,0,0,0,8,2008,108000,11.589886506106357
403,404,93.0,12090,Reg,Gtl,NoRidge,8,5,1998,1998,BrkFace,650.0,PConc,0,0,1141,1141,1165,1098,0,2263,0,0,2,1,4,1,10,1,1998.0,2,420,144,123,0,0,0,0,0,7,2006,258000,12.460714863903755
404,405,70.04995836802665,10364,IR1,Gtl,Gilbert,6,5,1995,1996,None,0.0,PConc,0,0,806,806,806,766,0,1572,0,0,2,1,3,1,7,1,1995.0,2,373,0,40,0,0,0,0,0,5,2007,168000,12.031719258385396
405,406,70.04995836802665,9991,IR1,Gtl,Sawyer,4,4,1976,1993,None,0.0,CBlock,1116,0,165,1281,1620,0,0,1620,1,0,2,0,3,1,8,1,1993.0,2,490,120,78,0,0,0,0,0,6,2009,150000,11.918390573078392
406,407,51.0,10480,Reg,Gtl,SWISU,6,5,1936,1950,None,0.0,BrkTil,0,0,1064,1064,1166,0,473,1639,0,0,1,0,3,1,6,0,1936.0,1,240,0,0,0,0,0,0,0,3,2008,115000,11.652687407345388
407,408,63.0,15576,Reg,Gtl,Crawfor,6,7,1915,1976,None,0.0,BrkTil,0,0,840,840,840,840,0,1680,0,0,2,0,4,1,8,0,1960.0,1,308,0,0,160,0,0,0,0,3,2008,177000,12.083905011555967
408,409,109.0,14154,Reg,Gtl,NridgHt,7,5,2006,2006,BrkFace,350.0,PConc,0,0,1063,1063,1071,1101,0,2172,0,0,2,1,3,1,9,1,2006.0,3,947,192,62,0,0,0,0,0,8,2007,280000,12.542544882151386
409,410,85.0,10800,Reg,Gtl,Somerst,8,5,2007,2008,Stone,100.0,PConc,789,0,245,1034,1050,1028,0,2078,1,0,2,1,3,1,8,1,2008.0,3,836,0,102,0,0,0,0,0,4,2008,339750,12.73596533201339
410,411,68.0,9571,Reg,Gtl,Edwards,5,3,1958,1958,None,0.0,CBlock,0,0,1276,1276,1276,0,0,1276,0,0,1,0,3,1,5,0,1958.0,1,350,0,0,0,0,0,0,0,6,2009,60000,11.002099841204238
411,412,100.0,34650,Reg,Gtl,Gilbert,5,5,1955,1955,None,0.0,CBlock,1056,0,0,1056,1056,0,0,1056,1,0,1,0,3,1,5,0,1955.0,2,572,264,0,0,0,0,0,0,1,2006,145000,11.884489021402711
