,Id,MSSubClass,LotFrontage,LotArea,OverallQual,OverallCond,MasVnrArea,ExterQual,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,1stFlrSF,GrLivArea,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageArea,WoodDeckSF,SalePrice,SalePrice_log,TotalSF,Age,AgeRemod,TotPorchSF,TotBaths,TotCarGarage,Has2ndFl,HasPorch,HasDeck,HasPool,HasIrregularLotShape,HasLandSlope,FoundationType,HasStoneMas,NeighborhoodType
369,370,20,70.04995836802665,9830,5,7,0.0,TA,72,733,1063,1287,1287,3,1,7,1,576,364,162000,11.99535161421452,2350,51,4,199,2.0,0,0,1,1,0,1,0,1,0,1
370,371,60,70.04995836802665,8121,6,5,0.0,TA,0,953,953,953,1664,3,1,7,1,460,100,172400,12.05757263721173,2617,6,6,40,2.5,0,1,1,1,0,1,0,2,0,1
371,372,50,80.0,17120,4,4,0.0,TA,0,0,0,1120,1588,4,1,7,1,680,0,134432,11.808813773969108,1588,49,49,59,2.0,0,1,1,0,0,0,0,1,0,1
372,373,120,50.0,7175,6,5,0.0,TA,623,0,744,752,752,2,1,4,0,264,353,125000,11.736069016284437,1496,26,26,90,2.0,0,0,1,1,0,0,0,1,0,1
373,374,20,79.0,10634,5,6,0.0,TA,428,0,608,1319,1319,3,1,5,0,270,66,123000,11.719939634354555,1927,56,56,0,2.0,0,0,0,1,0,0,0,2,0,1
374,375,60,65.0,8200,7,5,0.0,Gd,0,847,847,847,1928,4,1,8,1,434,100,219500,12.299107511497363,2775,4,3,48,2.5,0,1,1,1,0,0,0,2,0,1
375,376,30,70.04995836802665,10020,1,1,0.0,Fa,350,333,683,904,904,1,1,4,0,0,0,61000,11.018629143155449,1587,87,59,0,1.5,0,0,0,0,0,1,1,0,0,1
376,377,85,57.0,8846,5,5,0.0,Gd,298,572,870,914,914,2,1,5,0,576,0,148000,11.904967552746252,1784,10,10,0,1.0,0,0,0,0,0,1,0,2,0,1
377,378,60,102.0,11143,8,5,0.0,Gd,0,1580,1580,1580,2466,4,1,8,1,610,159,340000,12.736700896592344,4046,3,2,214,3.0,0,1,1,1,0,1,0,2,0,1
378,379,20,88.0,11394,9,2,350.0,Gd,1445,411,1856,1856,1856,1,1,8,1,834,113,394432,12.885202034321916,3712,0,0,0,2.5,3,0,0,1,0,0,0,2,1,2
379,380,60,60.0,8123,6,5,16.0,TA,0,982,982,1007,1800,3,1,7,1,463,100,179000,12.095141084822892,2782,9,9,63,2.5,0,1,1,1,0,1,0,2,0,1
380,381,50,50.0,5000,5,6,0.0,TA,218,808,1026,1026,1691,3,1,6,1,308,0,127000,11.751942365440728,2717,86,60,242,2.0,0,1,1,0,0,0,0,0,0,1
381,382,20,60.0,7200,7,5,0.0,Gd,0,1293,1293,1301,1301,2,1,5,1,572,216,187750,12.142866569626381,2594,0,0,121,3.0,0,0,1,1,0,0,0,2,0,1
382,383,60,79.0,9245,7,5,0.0,Gd,0,939,939,939,1797,3,1,8,0,639,144,213500,12.271392111650817,2736,1,1,53,2.5,0,1,1,1,0,1,0,2,0,1
383,384,45,60.0,9000,6,3,0.0,TA,0,784,784,784,784,2,1,5,0,360,0,76000,11.238488619268468,1568,81,59,91,1.0,0,0,1,0,0,0,0,0,0,1
384,385,60,70.04995836802665,53107,6,5,0.0,Gd,985,595,1580,1079,1953,3,1,9,2,501,216,240000,12.388394202324129,3533,15,15,231,3.5,0,1,1,1,0,1,1,2,0,1
385,386,120,43.0,3182,8,5,16.0,Gd,24,1232,1256,1269,1269,2,1,6,1,430,146,192000,12.165250651009918,2525,6,5,164,2.0,0,0,1,1,0,0,0,2,0,1
386,387,50,58.0,8410,5,3,0.0,TA,0,658,658,658,1184,5,1,8,0,0,0,81000,11.302204433654575,1842,96,10,151,1.0,0,1,1,0,0,0,0,2,0,1
387,388,80,72.0,7200,6,6,255.0,TA,631,410,1041,1125,1125,3,1,6,1,352,296,125000,11.736069016284437,2166,33,33,0,2.0,0,0,0,1,0,0,0,1,0,1
388,389,20,93.0,9382,7,5,125.0,Gd,0,1468,1468,1479,1479,3,1,6,0,577,120,191000,12.160028707028767,2947,9,8,25,2.0,0,0,1,1,0,1,0,2,0,1
389,390,60,96.0,12474,10,5,272.0,Ex,1280,402,1682,1742,2332,3,1,9,1,846,196,426000,12.962194625251508,4014,1,0,134,3.5,3,1,1,1,0,0,0,2,1,2
390,391,50,50.0,8405,5,8,0.0,TA,241,229,861,961,1367,4,1,7,0,384,0,119000,11.686878772093667,2228,108,58,242,2.0,0,1,1,0,0,0,0,0,0,1
391,392,60,71.0,12209,6,5,0.0,TA,690,114,804,804,1961,3,1,7,1,560,125,215000,12.2783933071098,2765,8,7,192,3.5,0,1,1,1,0,1,0,2,0,1
392,393,20,70.04995836802665,8339,5,7,0.0,TA,0,0,0,882,882,3,1,5,0,294,0,106500,11.575900264131617,882,48,48,0,1.0,0,0,0,0,0,1,0,0,0,1
393,394,30,70.04995836802665,7446,4,5,0.0,TA,266,522,788,788,788,2,1,4,2,0,0,100000,11.512925464970229,1576,65,56,0,1.0,0,0,0,0,0,0,0,1,0,1
394,395,50,60.0,10134,5,6,0.0,TA,0,735,735,735,1034,2,1,5,0,240,0,109000,11.59910316121128,1769,67,57,39,1.0,0,1,1,0,0,0,0,1,0,1
395,396,20,68.0,9571,5,6,0.0,TA,739,405,1144,1144,1144,3,1,6,0,596,44,129000,11.76756768334381,2288,54,54,0,2.0,0,0,0,1,0,0,0,1,0,1
396,397,20,60.0,7200,5,5,0.0,TA,777,117,894,894,894,2,1,6,0,600,215,123000,11.719939634354555,1788,37,37,0,1.0,0,0,0,1,0,0,0,1,0,1
397,398,60,69.0,7590,5,5,288.0,TA,540,324,864,876,1812,4,1,8,1,264,0,169500,12.040608205802641,2676,45,45,168,2.0,0,1,1,0,0,0,0,1,0,1
398,399,30,60.0,8967,5,2,0.0,TA,0,961,961,1077,1077,2,1,6,0,338,0,67000,11.112447898373103,2038,87,57,0,1.0,0,0,0,0,0,0,0,0,0,0
399,400,60,65.0,8125,7,5,100.0,Gd,812,280,1092,1112,1550,2,1,7,0,438,0,241000,12.392552212472792,2642,3,2,168,3.0,0,1,1,0,0,0,0,2,1,1
400,401,120,38.0,14963,8,5,0.0,Gd,786,474,1260,1288,1288,1,1,4,2,500,120,245500,12.411052226216713,2548,12,12,254,2.5,0,0,1,1,0,1,0,2,0,1
401,402,20,65.0,8767,7,5,0.0,Gd,24,1286,1310,1310,1310,3,1,6,1,400,0,164990,12.01364014498549,2620,1,1,0,2.0,0,0,0,0,0,1,0,2,0,1
402,403,30,60.0,10200,5,8,0.0,TA,0,672,672,672,672,2,1,4,0,240,168,108000,11.589886506106357,1344,68,11,0,1.0,0,0,0,1,0,0,0,2,0,1
403,404,60,93.0,12090,8,5,650.0,Gd,0,1141,1141,1165,2263,4,1,10,1,420,144,258000,12.460714863903755,3404,8,8,123,2.5,0,1,1,1,0,0,0,2,0,2
404,405,60,70.04995836802665,10364,6,5,0.0,TA,0,806,806,806,1572,3,1,7,1,373,0,168000,12.031719258385396,2378,12,11,40,2.5,0,1,1,0,0,1,0,2,0,1
405,406,20,70.04995836802665,9991,4,4,0.0,TA,1116,165,1281,1620,1620,3,1,8,1,490,120,150000,11.918390573078392,2901,33,16,78,3.0,0,0,1,1,0,1,0,1,0,1
406,407,50,51.0,10480,6,5,0.0,TA,0,1064,1064,1166,1639,3,1,6,0,240,0,115000,11.652687407345388,2703,72,58,0,1.0,0,0,0,0,0,0,0,0,0,1
407,408,70,63.0,15576,6,7,0.0,TA,0,840,840,840,1680,4,1,8,0,308,0,177000,12.083905011555967,2520,93,32,160,2.0,0,1,1,0,0,0,0,0,0,1
408,409,60,109.0,14154,7,5,350.0,Gd,0,1063,1063,1071,2172,3,1,9,1,947,192,280000,12.542544882151386,3235,1,1,62,2.5,3,1,1,1,0,0,0,2,0,2
409,410,60,85.0,10800,8,5,100.0,Gd,789,245,1034,1050,2078,3,1,8,1,836,0,339750,12.73596533201339,3112,1,0,102,3.5,3,1,1,0,0,0,0,2,1,1
410,411,20,68.0,9571,5,3,0.0,TA,0,1276,1276,1276,1276,3,1,5,0,350,0,60000,11.002099841204238,2552,51,51,0,1.0,0,0,0,0,0,0,0,1,0,1
411,412,190,100.0,34650,5,5,0.0,TA,1056,0,1056,1056,1056,3,1,5,0,572,264,145000,11.884489021402711,2112,51,51,0,2.0,0,0,0,1,0,0,0,1,0,1
412,413,20,70.04995836802665,4403,7,5,432.0,Ex,578,892,1470,1478,1478,2,1,7,1,484,0,222000,12.310432660854417,2948,1,1,144,3.5,0,0,1,0,0,1,0,2,1,1
413,414,30,56.0,8960,5,6,0.0,TA,0,1008,1008,1028,1028,2,1,5,1,360,0,115000,11.652687407345388,2036,83,60,130,1.0,0,0,1,0,0,0,0,1,0,1
414,415,60,59.0,11228,7,5,0.0,Gd,50,499,1080,1080,2097,3,1,9,1,678,196,228000,12.337100907936577,3177,15,15,187,3.0,3,1,1,1,0,1,0,2,0,1
415,416,20,73.0,8899,7,5,0.0,Gd,24,1316,1340,1340,1340,3,1,6,0,396,100,181134,12.106992367829498,2680,0,0,30,2.0,0,0,1,1,0,1,0,2,0,1
416,417,60,74.0,7844,6,7,203.0,TA,209,463,672,672,1400,3,1,6,1,440,0,149500,11.915051671812877,2072,28,28,0,1.5,0,1,0,0,0,0,0,1,0,1
417,418,70,86.0,22420,6,6,0.0,TA,1128,242,1370,1370,2624,4,1,10,1,864,0,239000,12.384218830913648,3994,89,57,0,3.5,3,1,0,0,0,1,0,0,0,1
418,419,50,60.0,8160,5,6,0.0,TA,312,444,756,756,1134,3,1,7,0,240,0,126000,11.744037185933616,1890,67,57,0,2.5,0,1,0,0,0,0,0,0,0,1
419,420,20,65.0,8450,5,6,0.0,TA,775,281,1056,1056,1056,3,1,6,1,304,0,142000,11.863582336583399,2112,42,42,269,2.0,0,0,1,0,0,0,0,1,0,1
420,421,90,78.0,7060,7,5,200.0,TA,1309,35,1344,1344,1344,2,2,8,0,784,0,206300,12.237086699059343,2688,11,10,0,4.0,3,0,0,0,0,0,0,2,0,1
421,422,20,70.04995836802665,16635,6,7,126.0,Gd,1246,356,1602,1602,1602,3,1,8,1,529,240,215000,12.2783933071098,3204,32,9,0,2.5,0,0,0,1,0,1,0,1,1,1
422,423,20,100.0,21750,5,5,0.0,TA,0,988,988,988,988,2,1,4,0,520,0,113000,11.635143097694478,1976,54,54,0,1.0,0,0,0,0,0,0,1,1,0,1
423,424,60,80.0,9200,8,5,473.0,Gd,986,484,1470,1470,2630,4,1,8,1,696,0,315000,12.66032791780777,4100,10,10,66,3.5,3,1,1,0,0,0,0,2,0,2
424,425,20,72.0,9000,6,5,74.0,TA,616,580,1196,1196,1196,2,1,6,1,297,0,139000,11.842229212112828,2392,52,52,44,2.0,0,0,1,0,0,0,0,1,0,1
425,426,60,60.0,3378,7,8,0.0,TA,0,651,651,707,1389,3,1,6,2,240,0,135000,11.813030057420567,2040,63,17,126,1.5,0,1,1,0,0,0,0,1,0,1
426,427,80,70.04995836802665,12800,7,5,145.0,Gd,1518,0,1518,1644,1644,2,1,5,1,569,80,275000,12.524526376648708,3162,20,20,396,3.5,0,0,1,1,0,0,1,2,0,1
427,428,20,77.0,8593,4,6,0.0,TA,288,619,907,907,907,3,1,5,0,352,0,109008,11.59917655301345,1814,51,51,0,1.0,0,0,0,0,0,1,0,1,0,1
428,429,20,64.0,6762,7,5,108.0,Gd,664,544,1208,1208,1208,2,1,6,0,628,105,195400,12.182804018590819,2416,0,0,54,3.0,0,0,1,1,0,0,0,2,0,1
429,430,20,130.0,11457,6,5,0.0,TA,1005,387,1392,1412,1412,3,1,6,1,576,0,175000,12.072541252905651,2804,21,21,169,3.0,0,0,1,0,0,1,0,1,0,1
430,431,160,21.0,1680,6,5,232.0,TA,387,96,483,483,987,2,1,4,0,264,0,85400,11.355101379776661,1470,37,37,0,1.5,0,1,0,0,0,0,0,1,0,0
431,432,50,60.0,5586,6,7,0.0,TA,0,901,901,1088,1198,4,1,7,0,0,0,79900,11.288531131754366,2099,88,10,98,1.0,0,1,1,0,0,1,0,0,0,1
432,433,160,24.0,1920,5,5,376.0,TA,471,294,765,765,1365,2,1,6,0,440,240,122500,11.715866308966918,2130,36,36,36,2.5,0,1,1,1,0,0,0,1,0,0
433,434,60,100.0,10839,6,5,0.0,TA,0,926,926,926,1604,3,1,7,1,470,0,181000,12.106252310247962,2530,11,10,36,2.5,0,1,1,0,0,1,0,2,0,1
434,435,180,21.0,1890,4,7,0.0,TA,495,135,630,630,630,1,1,3,0,0,88,81000,11.302204433654575,1260,36,36,0,2.0,0,0,0,1,0,0,0,1,0,0
435,436,60,43.0,10667,7,6,0.0,Gd,385,70,799,827,1661,3,1,6,1,550,158,212000,12.26434155365415,2460,13,13,61,3.5,0,1,1,1,0,1,0,2,0,1
436,437,50,40.0,4400,6,8,0.0,TA,0,648,648,734,1118,2,1,6,0,440,0,116000,11.661345470088502,1766,86,56,0,1.0,0,1,0,0,0,0,0,0,0,1
437,438,45,50.0,6000,6,7,0.0,Gd,0,884,884,904,904,2,1,4,0,180,0,119000,11.686878772093667,1788,83,5,105,1.0,0,0,1,0,0,0,0,2,0,1
438,439,30,40.0,4280,5,6,0.0,TA,365,75,440,694,694,2,1,4,1,352,0,90350,11.411446296020374,1134,94,5,34,1.0,0,0,1,0,0,0,0,2,0,1
439,440,50,67.0,12354,6,8,0.0,TA,0,684,684,684,1196,3,1,7,0,528,0,110000,11.608235644774552,1880,89,9,46,1.0,0,1,1,0,0,0,0,0,0,1
440,441,20,105.0,15431,10,5,200.0,Ex,1767,788,3094,2402,2402,2,1,10,2,672,0,555000,13.226723392728571,5496,1,1,242,3.0,3,0,1,0,0,0,0,2,1,2
441,442,90,92.0,12108,4,4,270.0,TA,133,1307,1440,1440,1440,4,2,8,0,0,0,118000,11.678439903447801,2880,53,53,0,2.0,0,0,0,0,0,0,0,1,0,1
442,443,50,52.0,6240,5,7,0.0,TA,0,1078,1078,1128,1573,3,1,8,1,360,0,162900,12.000891794590137,2651,78,16,0,2.0,0,1,0,0,0,0,0,2,0,1
443,444,120,53.0,3922,7,5,72.0,Gd,0,1258,1258,1258,1258,2,1,6,1,648,144,172500,12.058152515453552,2516,1,0,16,2.0,3,0,1,1,0,0,0,2,0,1
444,445,60,70.0,8750,7,5,0.0,Gd,642,273,915,933,1908,4,1,8,1,493,144,210000,12.254862809699606,2823,14,13,133,3.5,0,1,1,1,0,0,0,2,0,1
445,446,20,73.0,9855,6,5,0.0,TA,0,1436,1436,1689,1689,3,1,7,1,480,0,127500,11.755871643580617,3125,53,53,0,1.0,0,0,0,0,0,0,0,1,0,1
446,447,20,137.0,16492,6,6,0.0,Gd,247,557,1517,1888,1888,2,1,6,1,578,0,190000,12.154779351142624,3405,44,8,0,2.5,0,0,0,0,0,1,0,1,0,1
447,448,60,70.04995836802665,11214,7,5,0.0,Gd,0,930,930,956,1886,4,1,10,1,431,89,199900,12.205572520488492,2816,8,7,0,2.5,0,1,0,1,0,1,0,2,0,1
448,449,50,50.0,8600,6,6,0.0,TA,0,780,780,780,1376,3,1,7,1,198,0,119500,11.691071650353702,2156,69,56,0,2.0,0,1,0,0,0,0,0,0,0,0
449,450,50,50.0,6000,3,7,0.0,TA,331,318,649,679,1183,2,1,6,0,308,0,120000,11.695247021764184,1832,59,5,176,1.5,0,1,1,0,0,0,0,1,0,1
450,451,30,70.0,5684,6,8,0.0,TA,0,813,813,813,813,2,1,5,0,270,0,110000,11.608235644774552,1626,76,1,113,1.0,0,0,1,0,0,0,0,0,0,1
452,453,60,70.04995836802665,9303,6,5,42.0,Gd,742,130,872,888,1756,3,1,7,0,422,144,204000,12.225875272826354,2628,11,10,122,3.5,0,1,1,1,0,1,0,2,0,1
453,454,60,75.0,9000,8,5,0.0,Gd,0,768,768,786,1590,3,1,6,0,676,0,210000,12.254862809699606,2358,1,1,30,2.5,0,1,1,0,0,0,0,2,0,1
454,455,90,63.0,9297,5,5,0.0,TA,1606,122,1728,1728,1728,4,2,8,0,560,0,188000,12.144197241812087,3456,30,30,0,4.0,0,0,0,0,0,0,0,1,0,1
455,456,20,80.0,9600,7,6,320.0,TA,916,326,1242,1242,1242,3,1,6,1,528,0,175500,12.075394321888057,2484,34,34,0,1.5,0,0,0,0,0,0,0,1,0,1
456,457,70,34.0,4571,5,5,0.0,TA,0,624,624,624,1344,4,1,7,0,513,0,98000,11.49272275765271,1968,92,58,96,1.0,3,1,1,0,0,0,0,0,0,1
457,458,20,70.04995836802665,53227,4,6,0.0,TA,1116,248,1364,1663,1663,2,1,6,2,529,224,256000,12.4529327234617,3027,54,14,137,2.0,0,0,1,1,0,1,1,1,0,1
458,459,70,70.04995836802665,5100,8,7,0.0,TA,0,588,588,833,1666,3,1,7,1,228,192,161000,11.9891596439666,2254,83,12,63,1.0,0,1,1,1,0,0,0,2,0,1
459,460,50,70.04995836802665,7015,5,4,161.0,TA,185,524,709,979,1203,3,1,5,1,352,0,110000,11.608235644774552,1912,59,59,248,2.0,0,1,1,0,0,1,0,1,0,1
460,461,60,75.0,8004,8,5,110.0,Gd,544,288,832,832,1935,3,1,8,0,552,0,263435,12.481561937216318,2767,0,0,150,3.5,0,1,1,0,0,1,0,2,1,1
461,462,70,60.0,7200,7,9,0.0,Gd,350,0,560,575,1135,3,1,6,0,576,256,155000,11.951180395901384,1695,73,2,0,2.0,0,1,0,1,0,0,0,2,0,1
462,463,20,60.0,8281,5,5,0.0,TA,553,0,864,864,864,3,1,5,1,360,0,62383,11.041048081342682,1728,44,44,236,1.0,0,0,1,0,0,1,0,1,0,1
463,464,70,74.0,11988,6,7,0.0,TA,326,389,715,849,1660,3,1,6,1,240,0,188700,12.147913731356642,2375,74,13,0,1.5,0,1,0,0,0,1,1,1,0,1
464,465,20,60.0,8430,5,5,136.0,TA,616,424,1040,1040,1040,3,1,5,0,0,0,124000,11.728036844587175,2080,31,31,0,2.0,0,0,0,0,0,0,1,1,0,1
465,466,120,70.04995836802665,3072,7,5,18.0,Gd,0,1375,1375,1414,1414,2,1,6,1,398,144,178740,12.093687514935382,2789,2,2,20,2.0,0,0,1,1,0,0,0,2,0,1
466,467,20,85.0,10628,7,5,0.0,TA,778,499,1277,1277,1277,2,1,5,1,526,0,167000,12.025749091398891,2554,37,37,176,2.0,0,0,1,0,0,0,0,1,0,1
467,468,70,79.0,9480,5,7,224.0,TA,386,342,728,888,1644,3,1,7,2,312,168,146500,11.894780707439258,2372,65,12,0,1.5,0,1,0,1,0,0,0,1,1,1
468,469,20,98.0,11428,8,5,248.0,Gd,0,1626,1626,1634,1634,3,1,7,1,866,0,250000,12.429216196844383,3260,1,1,44,2.0,3,0,1,0,0,1,0,2,1,2
469,470,60,76.0,9291,6,5,120.0,Gd,426,406,832,832,1710,3,1,7,0,506,144,187000,12.138863895836725,2542,15,15,70,2.5,0,1,1,1,0,1,0,2,0,1
470,471,120,70.04995836802665,6820,8,5,0.0,Gd,368,0,1488,1502,1502,1,1,4,0,528,0,212000,12.26434155365415,2990,25,25,194,2.5,0,0,1,0,0,1,0,2,0,2
471,472,60,92.0,11952,7,6,0.0,TA,0,808,808,1161,1969,3,1,8,1,534,0,190000,12.154779351142624,2777,30,30,276,2.5,0,1,1,0,0,0,0,1,0,1
472,473,180,35.0,3675,6,5,80.0,TA,459,88,547,1072,1072,2,1,5,0,525,0,148000,11.904967552746252,1619,3,3,28,2.0,0,0,1,0,0,0,0,2,0,1
473,474,20,110.0,14977,8,5,304.0,Gd,1350,626,1976,1976,1976,2,1,7,1,908,250,440000,12.994530005894443,3952,1,0,63,3.0,3,0,1,1,0,1,0,2,0,2
474,475,120,41.0,5330,8,5,0.0,Gd,1196,298,1494,1652,1652,2,1,6,0,499,96,251000,12.43320821811392,3146,7,7,48,3.0,0,0,1,1,0,0,0,2,0,2
475,476,20,80.0,8480,5,6,0.0,TA,630,340,970,970,970,2,1,5,0,624,0,132500,11.794337924408413,1940,44,44,216,2.0,0,0,1,0,0,0,0,1,0,1
476,477,20,75.0,13125,6,5,215.0,TA,994,484,1478,1493,1493,3,1,7,1,508,140,208900,12.249610947544657,2971,11,10,39,3.0,0,0,1,1,0,0,1,2,0,1
477,478,60,105.0,13693,9,5,772.0,Ex,0,2153,2153,2069,2643,3,1,9,1,694,414,380000,12.84792653170257,4796,1,1,84,2.5,3,1,1,1,0,0,0,2,0,2
478,479,20,79.0,10637,8,5,336.0,Gd,1288,417,1705,1718,1718,3,1,7,1,826,208,297000,12.601487417784837,3423,2,1,44,3.0,3,0,1,1,0,0,0,2,1,1
479,480,30,50.0,5925,4,7,435.0,TA,168,739,907,1131,1131,2,1,7,0,672,0,89471,11.401669829409995,2038,70,7,72,1.0,0,0,1,0,0,0,0,0,0,1
480,481,20,98.0,16033,9,5,378.0,Gd,1261,572,1833,1850,1850,3,1,8,1,772,519,326000,12.694652660348845,3683,2,1,112,3.0,3,0,1,1,0,1,0,2,0,2
481,482,20,72.0,11846,9,5,562.0,Gd,1567,225,1792,1792,1792,2,1,6,1,874,206,374000,12.832011076396668,3584,3,2,49,3.0,3,0,1,1,0,1,0,2,0,2
482,483,70,50.0,2500,7,8,0.0,Gd,299,611,910,916,1826,4,1,7,1,164,0,155000,11.951180395901384,2736,94,4,0,2.5,0,1,0,0,0,0,0,2,0,1
483,484,120,32.0,4500,6,5,116.0,TA,897,319,1216,1216,1216,2,1,5,0,402,0,164000,12.007621706806335,2432,8,8,125,3.0,0,0,1,0,0,0,0,2,0,1
484,485,20,70.04995836802665,7758,5,7,0.0,TA,588,411,999,999,999,3,1,6,0,264,0,132500,11.794337924408413,1998,45,6,132,2.0,0,0,1,0,0,1,0,1,0,1
485,486,20,80.0,9600,5,7,0.0,Gd,607,506,1113,1113,1113,3,1,5,1,264,0,147000,11.898187865760873,2226,59,2,200,1.0,0,0,1,0,0,0,0,1,0,1
486,487,20,79.0,10289,5,7,168.0,TA,836,237,1073,1073,1073,3,1,6,0,515,0,156000,11.957611286231675,2146,42,42,0,2.5,0,0,0,0,0,0,0,1,0,1
487,488,20,70.0,12243,5,6,0.0,TA,998,486,1484,1484,1484,3,1,7,1,487,224,175000,12.072541252905651,2968,36,36,180,2.0,0,0,1,1,0,1,0,1,0,1
488,489,190,60.0,10800,5,4,0.0,TA,664,290,954,1766,2414,3,2,10,1,520,142,160000,11.982929094215963,3368,106,36,0,2.0,0,1,0,1,0,0,0,1,0,1
489,490,180,21.0,1526,4,8,0.0,TA,515,115,630,630,630,1,1,3,0,286,0,86000,11.362102575235644,1260,39,7,0,2.0,0,0,0,0,0,0,0,1,0,0
490,491,160,70.04995836802665,2665,5,6,0.0,TA,0,264,264,616,1304,3,1,4,1,336,141,115000,11.652687407345388,1568,32,32,24,1.5,0,1,1,1,0,0,0,2,0,0
491,492,50,79.0,9490,6,7,0.0,TA,403,238,806,958,1578,3,1,5,2,240,0,133000,11.79810440720389,2384,65,56,32,2.0,0,1,1,0,0,0,0,1,0,1
492,493,60,105.0,15578,6,5,0.0,Gd,0,728,728,728,1456,3,1,8,0,429,0,172785,12.059803326028716,2184,0,0,0,2.5,0,1,0,0,0,1,0,2,0,1
493,494,20,70.0,7931,5,6,0.0,TA,374,363,1269,1269,1269,3,1,6,1,308,0,155000,11.951180395901384,2538,48,48,0,1.5,0,0,0,0,0,0,0,1,0,1
494,495,30,50.0,5784,5,8,0.0,TA,0,190,190,886,886,2,1,4,0,273,144,91300,11.421906066583059,1076,71,13,100,1.0,0,0,1,1,0,0,0,0,0,1
495,496,30,60.0,7879,4,5,0.0,TA,495,225,720,720,720,2,1,4,0,0,0,34900,10.460242108190519,1440,89,59,638,1.0,0,0,1,0,0,0,0,1,0,0
496,497,20,70.04995836802665,12692,8,5,0.0,Gd,1231,1969,3200,3228,3228,4,1,10,1,546,264,430000,12.971540487669746,6428,15,14,366,4.0,0,0,1,1,0,1,0,2,0,2
497,498,50,60.0,9120,7,6,0.0,TA,329,697,1026,1133,1820,4,1,8,0,240,0,184000,12.122691036591123,2846,83,58,100,3.0,0,1,1,0,0,0,0,2,0,1
498,499,20,65.0,7800,5,7,89.0,TA,450,414,864,899,899,3,1,5,0,288,64,130000,11.77528972943772,1763,42,5,0,1.0,0,0,0,1,0,0,0,2,0,1
499,500,20,70.0,7535,5,7,0.0,TA,111,522,912,912,912,2,1,5,0,297,12,120000,11.695247021764184,1824,49,22,285,1.5,0,0,1,1,0,1,0,1,0,1
500,501,160,21.0,1890,6,5,285.0,TA,356,316,672,672,1218,3,1,7,0,264,144,113000,11.635143097694478,1890,34,34,28,1.5,0,1,1,1,0,0,0,1,0,0
501,502,60,75.0,9803,7,5,0.0,Gd,400,466,866,866,1768,3,1,7,0,603,0,226700,12.33138283649562,2634,3,3,108,2.5,0,1,1,0,0,0,0,2,0,1
502,503,20,70.0,9170,5,7,0.0,TA,698,420,1214,1214,1214,2,1,6,0,461,0,140000,11.84939770159144,2428,42,42,184,2.0,0,0,1,0,0,0,0,1,0,1
503,504,20,100.0,15602,7,8,0.0,TA,1247,254,1501,1801,1801,1,1,6,2,484,0,289000,12.57418196709457,3302,51,13,215,3.0,0,0,1,0,0,1,0,1,0,1
504,505,160,24.0,2308,6,5,0.0,TA,257,103,855,855,1322,3,1,6,1,440,260,147000,11.898187865760873,2177,35,35,0,3.0,0,1,0,1,0,0,0,1,0,1
505,506,90,60.0,7596,5,5,360.0,TA,0,960,960,960,1960,4,2,10,0,400,0,124500,11.732060994886899,2920,57,57,0,2.0,0,1,0,0,0,0,0,1,0,1
506,507,60,80.0,9554,8,5,125.0,Gd,380,397,777,1065,1911,3,1,8,1,471,182,215000,12.2783933071098,2688,13,12,81,2.5,0,1,1,1,0,1,0,2,0,1
507,508,20,75.0,7862,6,5,0.0,Gd,27,1191,1218,1218,1218,2,1,4,0,676,0,208300,12.246734627249063,2436,0,0,102,2.0,0,0,1,0,0,1,0,2,0,1
508,509,70,60.0,9600,7,9,0.0,TA,141,548,689,689,1378,3,1,7,1,360,0,161000,11.9891596439666,2067,80,3,116,2.0,0,1,1,0,0,0,0,0,0,1
509,510,20,80.0,9600,5,6,132.0,TA,991,50,1041,1041,1041,3,1,6,0,270,224,124500,11.732060994886899,2082,50,50,88,2.0,0,0,1,1,0,0,0,1,0,1
510,511,20,75.0,14559,5,7,70.0,Gd,650,178,1008,1363,1363,2,1,6,2,288,324,164900,12.01309450854769,2371,58,9,210,2.0,0,0,1,1,0,0,0,1,0,1
511,512,120,40.0,6792,7,5,94.0,Gd,0,1368,1368,1368,1368,2,1,6,1,474,132,202665,12.219309648562168,2736,1,0,35,2.0,0,0,1,1,0,1,0,2,1,2
512,513,20,70.0,9100,5,5,0.0,TA,521,169,864,864,864,3,1,5,0,624,0,129900,11.77452020265869,1728,48,48,0,2.0,0,0,0,0,0,0,0,1,0,1
513,514,20,71.0,9187,6,5,0.0,TA,336,748,1084,1080,1080,3,1,5,0,484,120,134000,11.805595078933049,2164,24,24,158,1.5,0,0,1,1,0,0,0,2,0,1
514,515,45,55.0,10594,5,5,0.0,TA,0,768,768,789,789,2,1,5,0,200,0,96500,11.477298287327077,1557,81,57,112,1.0,0,0,1,0,0,0,0,0,0,1
515,516,20,94.0,12220,10,5,305.0,Ex,1436,570,2006,2020,2020,3,1,9,1,900,156,402861,12.906346868281233,4026,0,0,54,3.5,3,0,1,1,0,0,0,1,0,2
516,517,80,70.04995836802665,10448,6,6,333.0,TA,0,689,689,1378,2119,3,1,7,1,583,0,158000,11.970350312009105,2808,37,37,104,2.5,0,1,1,0,0,1,0,1,0,1
